seqnames	start	end	width	strand	tvalue	score	numOfTSS	overlapTSS	group	geneStart	geneEnd	geneLength	geneStrand	geneId	distanceToTSS	ENTREZID	SYMBOL	GENENAME	absDistToTSS
chr10	110602862	110603705	844	*	10.5645	10.5645	0	Exon (ENSMUST00000219459/ENSMUSG00000112398, exon 2 of 3)	10	110596266	110615961	19696	1	ENSMUSG00000112398	6596	109335	9230102K24Rik	RIKEN cDNA 9230102K24 gene	6596
chr2	18265344	18266083	740	*	10.5669	10.5669	0	Intron (ENSMUST00000091418/ENSMUSG00000026740, intron 8 of 12)	2	18249365	18249843	479	2	ENSMUSG00000083070	-15501	NA	NA	NA	15501
chr15	84701734	84702655	922	*	10.5918	10.5918	0	Intron (ENSMUST00000171460/ENSMUSG00000036106, intron 8 of 8)	15	84720052	84772207	52156	1	ENSMUSG00000078954	-17397	73167	Arhgap8	Rho GTPase activating protein 8	17397
chr14	103051293	103051920	628	*	10.5999	10.5999	0	Exon (ENSMUST00000022722/ENSMUSG00000022126, exon 4 of 5)	14	103046977	103056573	9597	1	ENSMUSG00000022126	4316	16365	Acod1	aconitate decarboxylase 1	4316
chr4	116890437	116891230	794	*	10.6014	10.6014	0	Intron (ENSMUST00000044823/ENSMUSG00000033948, intron 1 of 13)	4	116877376	116989264	111889	1	ENSMUSG00000033948	13061	74464	Zswim5	zinc finger SWIM-type containing 5	13061
chr10	15845614	15846473	860	*	10.6222	10.6222	0	Distal Intergenic	10	15791777	15807065	15289	1	ENSMUSG00000112227	53837	77538	C330004P14Rik	RIKEN cDNA C330004P14 gene	53837
chr15	11934550	11935383	834	*	10.6517	10.6517	0	Distal Intergenic	15	11839896	11907287	67392	2	ENSMUSG00000022206	-27263	18162	Npr3	natriuretic peptide receptor 3	27263
chr5	47170858	47171785	928	*	10.7122	10.7122	0	Distal Intergenic	5	47153651	47154595	945	1	ENSMUSG00000104660	17207	NA	NA	NA	17207
chr11	27216363	27217416	1054	*	10.7268	10.7268	0	Distal Intergenic	11	27318847	27318978	132	2	ENSMUSG00000088438	101562	NA	NA	NA	101562
chr3	39540944	39541691	748	*	10.7492	10.7493	0	Distal Intergenic	3	39636059	39638777	2719	1	ENSMUSG00000106786	-94368	NA	NA	NA	94368
chrX	51578547	51579326	780	*	10.8385	10.8385	0	Intron (ENSMUST00000088172/ENSMUSG00000062184, intron 2 of 4)	20	51629490	51629687	198	2	ENSMUSG00000082968	50361	NA	NA	NA	50361
chr15	40037742	40038999	1258	*	10.8582	10.8582	0	Distal Intergenic	15	40042982	40043134	153	2	ENSMUSG00000115712	4135	NA	NA	NA	4135
chr12	73869065	73869738	674	*	10.8614	10.8614	0	Exon (ENSMUST00000222217/ENSMUSG00000087700, exon 1 of 3)	12	73901375	73947530	46156	1	ENSMUSG00000021109	-31637	15251	Hif1a	hypoxia inducible factor 1, alpha subunit	31637
chr5	41786612	41787429	818	*	10.8709	10.8709	0	Distal Intergenic	5	41761483	41764501	3019	2	ENSMUSG00000049691	-22111	12020	Nkx3-2	NK3 homeobox 2	22111
chr13	63470801	63471582	782	*	10.8755	10.8755	0	Intron (ENSMUST00000159024/ENSMUSG00000021461, intron 1 of 6)	13	63446930	63447265	336	2	ENSMUSG00000089868	-23536	NA	NA	NA	23536
chr17	29704109	29705088	980	*	10.8826	10.8826	0	3' UTR	17	29687357	29717044	29688	2	ENSMUSG00000024018	11956	68597	Ccdc167	coiled-coil domain containing 167	11956
chr11	53817349	53818074	726	*	10.8984	10.8984	0	Intron (ENSMUST00000135815/ENSMUSG00000081769, intron 2 of 4)	11	53783418	53859256	75839	2	ENSMUSG00000081769	41182	622459	Gm12216	predicted gene 12216	41182
chr15	8827352	8828367	1016	*	10.9317	10.9317	0	Distal Intergenic	15	8914484	8915303	820	1	ENSMUSG00000107028	-86117	268781	Gm5043	myotubularin related protein 3 pseudogene	86117
chr1	64497543	64498542	1000	*	10.9444	10.9444	0	Distal Intergenic	1	64532645	64604548	71904	1	ENSMUSG00000025958	-34103	12912	Creb1	cAMP responsive element binding protein 1	34103
chr2	32416905	32417708	804	*	10.9689	10.9689	0	Exon (ENSMUST00000052119/ENSMUSG00000026819, exon 8 of 11)	2	32406055	32406656	602	1	ENSMUSG00000083004	10850	100504342	Gm13413	predicted gene 13413	10850
chr2	18649021	18649804	784	*	10.972	10.972	0	Promoter (<=1kb)	2	18649085	18649346	262	2	ENSMUSG00000086882	0	NA	NA	NA	0
chr14	122968076	122968949	874	*	10.9844	10.9844	0	Intron (ENSMUST00000037726/ENSMUSG00000041594, intron 4 of 17)	14	122918971	122984035	65065	2	ENSMUSG00000041594	15086	70551	Tmtc4	transmembrane and tetratricopeptide repeat containing 4	15086
chr9	5263042	5263859	818	*	10.9968	10.9968	0	Distal Intergenic	9	5298508	5307290	8783	1	ENSMUSG00000025888	-34649	12362	Casp1	caspase 1	34649
chr16	35480629	35481468	840	*	11	11	0	Intron (ENSMUST00000023550/ENSMUSG00000022844, intron 1 of 16)	16	35397312	35490873	93562	2	ENSMUSG00000022844	9405	72599	Pdia5	protein disulfide isomerase associated 5	9405
chr9	75104389	75105358	970	*	11.0061	11.0061	0	Intron (ENSMUST00000149823/ENSMUSG00000034593, intron 1 of 1)	9	75098598	75099140	543	2	ENSMUSG00000090001	-5249	NA	NA	NA	5249
chr9	122287345	122288260	916	*	11.021	11.021	0	Intron (ENSMUST00000042546/ENSMUSG00000037949, intron 1 of 12)	9	122175874	122294423	118550	2	ENSMUSG00000037949	6163	102566	Ano10	anoctamin 10	6163
chr4	88696145	88697134	990	*	11.0242	11.0242	0	Promoter (<=1kb)	4	88696191	88696698	508	2	ENSMUSG00000081893	0	NA	NA	NA	0
chr16	76424331	76425130	800	*	11.0383	11.0383	0	Distal Intergenic	16	76403251	76403652	402	2	ENSMUSG00000050299	-20679	NA	NA	NA	20679
chr3	24405242	24406173	932	*	11.0521	11.0521	0	Intron (ENSMUST00000203414/ENSMUSG00000102758, intron 4 of 13)	3	24333068	24333511	444	1	ENSMUSG00000057036	72174	665189	Gm7536	ribosomal protein L27A pseudogene	72174
chr2	33843221	33844274	1054	*	11.0527	11.0527	0	Intron (ENSMUST00000041555/ENSMUSG00000038740, intron 2 of 9)	2	33812957	33813326	370	1	ENSMUSG00000089596	30264	NA	NA	NA	30264
chr13	48148693	48149478	786	*	11.0766	11.0766	0	Intron (ENSMUST00000180921/ENSMUSG00000097622, intron 1 of 2)	13	48107617	48237251	129635	2	ENSMUSG00000114457	87773	NA	NA	NA	87773
chr8	23340576	23341463	888	*	11.0767	11.0767	0	Distal Intergenic	8	23290033	23290164	132	2	ENSMUSG00000077399	-50412	115485649	Gm24335	predicted gene, 24335	50412
chr16	4852101	4852808	708	*	11.0857	11.0857	0	Exon (ENSMUST00000177042/ENSMUSG00000022518, exon 7 of 7)	16	4835416	4867686	32271	1	ENSMUSG00000022518	16685	78809	4930562C15Rik	RIKEN cDNA 4930562C15 gene	16685
chr12	12862721	12863378	658	*	11.0874	11.0874	0	Distal Intergenic	12	12865570	12874689	9120	1	ENSMUSG00000113363	-2192	NA	NA	NA	2192
chr17	36500293	36501028	736	*	11.1225	11.1225	0	Promoter (<=1kb)	17	36500360	36501581	1222	1	ENSMUSG00000092290	0	NA	NA	NA	0
chr1	78660864	78661647	784	*	11.1233	11.1233	0	Intron (ENSMUST00000035779/ENSMUSG00000032883, intron 1 of 15)	1	78658038	78671512	13475	1	ENSMUSG00000079470	2826	195434	Utp14b	UTP14B small subunit processome component	2826
chr4	115787676	115788419	744	*	11.1282	11.1282	0	5' UTR	4	115784812	115822655	37844	1	ENSMUSG00000028710	2864	230649	Atpaf1	ATP synthase mitochondrial F1 complex assembly factor 1	2864
chr11	115985580	115986451	872	*	11.1362	11.1362	0	Intron (ENSMUST00000021107/ENSMUSG00000020758, intron 13 of 40)	11	115974709	116008412	33704	1	ENSMUSG00000020758	10871	192897	Itgb4	integrin beta 4	10871
chr16	16992579	16993326	748	*	11.1405	11.1405	0	Intron (ENSMUST00000232611/ENSMUSG00000063358, intron 1 of 8)	16	16983382	17047453	64072	1	ENSMUSG00000063358	9197	26413	Mapk1	mitogen-activated protein kinase 1	9197
chr14	79439530	79440461	932	*	11.2208	11.2208	0	Distal Intergenic	14	79451835	79454818	2984	1	ENSMUSG00000075502	-11374	432879	Kbtbd6	kelch repeat and BTB (POZ) domain containing 6	11374
chr4	32865351	32866238	888	*	11.2332	11.2332	0	Intron (ENSMUST00000035719/ENSMUSG00000040183, intron 2 of 16)	4	32892686	32893295	610	1	ENSMUSG00000083565	-26448	NA	NA	NA	26448
