seqnames	start	end	width	strand	tvalue	score	numOfTSS	overlapTSS	group	geneStart	geneEnd	geneLength	geneStrand	geneId	distanceToTSS	ENTREZID	SYMBOL	GENENAME	absDistToTSS
chr13	6213839	6214138	300	*	1	1	0	Promoter (<=1kb)	13	6213950	6454265	240316	1	ENSDARG00000044414	0	550553	csmd1a	CUB and Sushi multiple domains 1a	0
chr13	9035423	9035722	300	*	1	1	0	Promoter (<=1kb)	13	9007896	9036512	28617	2	ENSDARG00000057890	790	560112	si:dkey-33c12.4	si:dkey-33c12.4	790
chr13	29904806	29905105	300	*	1	1	0	Promoter (<=1kb)	13	29904914	29913945	9032	1	ENSDARG00000039363	0	324005	dnajb12a	DnaJ heat shock protein family (Hsp40) member B12a	0
chr13	30237140	30237439	300	*	1	1	0	Distal Intergenic	13	30291022	30440409	149388	1	ENSDARG00000074502	-53583	561061	zmiz1a	zinc finger, MIZ-type containing 1a	53583
chr13	30841300	30841599	300	*	1	1	0	Distal Intergenic	13	30820705	30837334	16630	1	ENSDARG00000010154	20595	553443	vstm4a	V-set and transmembrane domain containing 4a	20595
chr14	21816553	21816852	300	*	1	1	0	Promoter (<=1kb)	14	21811996	21816355	4360	2	ENSDARG00000077822	-198	564240	si:dkey-6i22.5	si:dkey-6i22.5	198
chr14	22197772	22198071	300	*	1	1	0	Promoter (<=1kb)	14	22184588	22198359	13772	2	ENSDARG00000056830	288	569278	si:ch211-107m4.1	si:ch211-107m4.1	288
chr14	22383381	22383680	300	*	1	1	0	Exon (ENSDART00000167829/ENSDARG00000074582, exon 2 of 9)	14	22294339	22411592	117254	1	ENSDARG00000074582	89042	565651	gfra4b	GDNF family receptor alpha 4b	89042
chr14	44312667	44312966	300	*	1	1	0	Promoter (<=1kb)	14	44312777	44316179	3403	1	ENSDARG00000068265	0	497181	tomm5	translocase of outer mitochondrial membrane 5 homolog (yeast)	0
chr15	27675987	27676286	300	*	1	1	0	Distal Intergenic	15	27713543	27713660	118	2	ENSDARG00000101596	37374	NA	NA	NA	37374
chr15	31605898	31606197	300	*	1	1	0	3' UTR	15	31601198	31602151	954	1	ENSDARG00000025600	4700	554781	or30by1	odorant receptor, family 30, subfamily BY, member 1	4700
chr15	32881267	32881566	300	*	1	1	0	Intron (ENSDART00000168135/ENSDARG00000104267, intron 21 of 21)	15	32885186	32889721	4536	1	ENSDARG00000099243	-3620	NA	NA	NA	3620
chr15	41945574	41945873	300	*	1	1	0	Promoter (1-2kb)	15	41944441	41988228	43788	1	ENSDARG00000096545	1133	569505	si:ch211-191a16.5	si:ch211-191a16.5	1133
chr16	25214727	25215026	300	*	1	1	0	3' UTR	16	25211903	25215043	3141	1	ENSDARG00000040282	2824	474322	zgc:92590	zgc:92590	2824
chr16	27289578	27289877	300	*	1	1	0	Promoter (<=1kb)	16	27281315	27289623	8309	2	ENSDARG00000070399	0	403068	alg2	ALG2 alpha-1,3/1,6-mannosyltransferase	0
chr16	29338014	29338313	300	*	1	1	0	Exon (ENSDART00000178341/ENSDARG00000009018, exon 4 of 11)	16	29322632	29343041	20410	2	ENSDARG00000009018	4728	337596	rhbg	Rh family B glycoprotein	4728
chr16	54895959	54896258	300	*	1	1	0	Promoter (<=1kb)	16	54896167	54898090	1924	1	ENSDARG00000096840	0	NA	NA	NA	0
chr17	7428836	7429135	300	*	1	1	0	Exon (ENSDART00000157123/ENSDARG00000075884, exon 28 of 30)	17	7438178	7460380	22203	1	ENSDARG00000087784	-9043	100001360	si:dkeyp-110a12.4	si:dkeyp-110a12.4	9043
chr17	23368080	23368379	300	*	1	1	0	Promoter (<=1kb)	17	23367782	23367922	141	1	ENSDARG00000080132	298	NA	NA	NA	298
chr17	33303352	33303651	300	*	1	1	0	Exon (ENSDART00000040346/ENSDARG00000033516, exon 7 of 22)	17	33254269	33279203	24935	2	ENSDARG00000012581	-24149	NA	NA	NA	24149
chr18	7395241	7395540	300	*	1	1	0	3' UTR	18	7386482	7396290	9809	1	ENSDARG00000030078	8759	393547	glipr1b	GLI pathogenesis-related 1b	8759
chr18	30043116	30043415	300	*	1	1	0	Promoter (<=1kb)	18	29991012	30043226	52215	2	ENSDARG00000007976	0	797650	si:ch211-220f16.2	si:ch211-220f16.2	0
chr18	36333744	36334043	300	*	1	1	0	Distal Intergenic	18	36418116	36428305	10190	1	ENSDARG00000106581	-84073	NA	NA	NA	84073
chr19	9772051	9772350	300	*	1	1	0	Intron (ENSDART00000175075/ENSDARG00000013295, intron 7 of 11)	19	9757592	9764583	6992	2	ENSDARG00000094748	-7468	NA	NA	NA	7468
chr19	27864678	27864977	300	*	1	1	0	Promoter (<=1kb)	19	27864402	27869421	5020	1	ENSDARG00000036063	276	550290	ppp1r11	protein phosphatase 1, regulatory (inhibitor) subunit 11	276
chr2	11439230	11439529	300	*	1	1	0	Exon (ENSDART00000165803/ENSDARG00000017398, exon 16 of 19)	2	11422196	11426569	4374	1	ENSDARG00000002330	17034	378959	lhx8a	LIM homeobox 8a	17034
chr2	26949275	26949574	300	*	1	1	0	Promoter (<=1kb)	2	26949139	26955399	6261	1	ENSDARG00000030591	136	326793	lrrc42	leucine rich repeat containing 42	136
chr2	29965599	29965898	300	*	1	1	0	Distal Intergenic	2	29976057	29981180	5124	2	ENSDARG00000105904	15282	NA	NA	NA	15282
chr2	40836267	40836566	300	*	1	1	0	Intron (ENSDART00000155581/ENSDARG00000096869, intron 4 of 5)	2	40768781	40857985	89205	2	ENSDARG00000096869	21419	NA	NA	NA	21419
chr2	52456248	52456547	300	*	1	1	0	Promoter (<=1kb)	2	52456477	52470678	14202	1	ENSDARG00000026185	0	393117	yju2	YJU2 splicing factor homolog	0
chr2	59459277	59459576	300	*	1	1	0	Exon (ENSDART00000168568/ENSDARG00000100128, exon 6 of 9)	2	59444057	59531877	87821	2	ENSDARG00000100128	72301	NA	NA	NA	72301
chr20	9312779	9313078	300	*	1	1	0	Promoter (1-2kb)	20	9311695	9311810	116	1	ENSDARG00000106457	1084	NA	NA	NA	1084
chr20	9775925	9776224	300	*	1	1	0	Promoter (<=1kb)	20	9776124	9789094	12971	1	ENSDARG00000037038	0	321585	psmc6	proteasome 26S subunit, ATPase 6	0
chr20	25331457	25331756	300	*	1	1	0	Exon (ENSDART00000153088/ENSDARG00000031136, exon 2 of 2)	20	25326022	25372795	46774	1	ENSDARG00000031136	5435	570584	moxd1	monooxygenase, DBH-like 1	5435
chr20	38419401	38419700	300	*	1	1	0	Promoter (<=1kb)	20	38419565	38456454	36890	1	ENSDARG00000041915	0	562918	stum	stum, mechanosensory transduction mediator homolog	0
chr21	4768100	4768399	300	*	1	1	0	Distal Intergenic	21	4710851	4765660	54810	2	ENSDARG00000079484	-2440	100004419	kcnt1a	potassium sodium-activated channel subfamily T member 1a	2440
chr21	11656309	11656608	300	*	1	1	0	Promoter (<=1kb)	21	11656469	11682336	25868	1	ENSDARG00000006251	0	322997	ell2	elongation factor for RNA polymerase II 2	0
chr21	40694711	40695010	300	*	1	1	0	Promoter (<=1kb)	21	40689710	40694631	4922	2	ENSDARG00000032296	-80	445030	pomp	proteasome maturation protein	80
chr23	10235738	10236037	300	*	1	1	0	Distal Intergenic	23	10238226	10242488	4263	2	ENSDARG00000058371	6451	797351	krt5	keratin 5	6451
chr23	12199678	12199977	300	*	1	1	0	Promoter (<=1kb)	23	12199869	12215697	15829	1	ENSDARG00000062806	0	556794	ttll9	tubulin tyrosine ligase-like family, member 9	0
chr23	12895393	12895692	300	*	1	1	0	Distal Intergenic	23	12767914	12768771	858	2	ENSDARG00000100758	-126622	NA	NA	NA	126622
chr23	21862036	21862335	300	*	1	1	0	Intron (ENSDART00000110041/ENSDARG00000075147, intron 1 of 1)	23	21855026	21856899	1874	1	ENSDARG00000097585	7010	NA	NA	NA	7010
chr23	24268830	24269129	300	*	1	1	0	Promoter (<=1kb)	23	24243364	24269172	25809	2	ENSDARG00000077327	43	100007289	ano11	anoctamin 11	43
chr23	31570748	31571047	300	*	1	1	0	Intron (ENSDART00000161161/ENSDARG00000012397, intron 2 of 19)	23	31512099	31586036	73938	2	ENSDARG00000012397	14989	541552	eya4	EYA transcriptional coactivator and phosphatase 4	14989
chr23	36921987	36922286	300	*	1	1	0	Distal Intergenic	23	36892849	36896302	3454	2	ENSDARG00000106843	-25685	NA	NA	NA	25685
chr24	12265059	12265358	300	*	1	1	0	Distal Intergenic	24	12151592	12152391	800	1	ENSDARG00000108811	113467	NA	NA	NA	113467
chr24	26744032	26744331	300	*	1	1	0	Promoter (<=1kb)	24	26608415	26744210	135796	2	ENSDARG00000062023	0	568274	fndc3bb	fibronectin type III domain containing 3Bb	0
chr24	34375409	34375708	300	*	1	1	0	Exon (ENSDART00000128690/ENSDARG00000087822, exon 10 of 18)	24	34252773	34449300	196528	2	ENSDARG00000087822	73592	324332	agap3	ArfGAP with GTPase domain, ankyrin repeat and PH domain 3	73592
chr25	7425238	7425537	300	*	1	1	0	Exon (ENSDART00000130416/ENSDARG00000029232, exon 8 of 8)	25	7419587	7429600	10014	1	ENSDARG00000029232	5651	NA	NA	NA	5651
chr25	29783635	29783934	300	*	1	1	0	Exon (ENSDART00000005299/ENSDARG00000015709, exon 10 of 11)	25	29790669	29820511	29843	1	ENSDARG00000045606	-6735	792266	alkbh3	alkB homolog 3, alpha-ketoglutarate dependent dioxygenase	6735
chr4	51589175	51589474	300	*	1	1	0	Distal Intergenic	4	51608724	51608843	120	2	ENSDARG00000100298	19369	NA	NA	NA	19369
chr3	5451439	5451738	300	*	1	1	0	Promoter (<=1kb)	3	5439469	5452038	12570	2	ENSDARG00000058958	300	103908634	si:ch73-106l15.3	si:ch73-106l15.3	300
chr3	25962192	25962491	300	*	1	1	0	Intron (ENSDART00000134647/ENSDARG00000020574, intron 3 of 8)	3	25950472	26028534	78063	1	ENSDARG00000020574	11720	260440	atp2a1	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 1	11720
chr3	27276241	27276540	300	*	1	1	0	Promoter (<=1kb)	3	27276254	27276369	116	1	ENSDARG00000106124	0	NA	NA	NA	0
chr3	37618798	37619097	300	*	1	1	0	Promoter (<=1kb)	3	37615527	37618138	2612	2	ENSDARG00000096233	-660	101885181	si:dkey-260c8.6	si:dkey-260c8.6	660
chr4	22924194	22924493	300	*	1	1	0	Exon (ENSDART00000174705/ENSDARG00000034300, exon 15 of 18)	4	22937497	22950494	12998	2	ENSDARG00000032639	26001	436636	cd36	CD36 molecule (thrombospondin receptor)	26001
chr4	26800021	26800320	300	*	1	1	0	Distal Intergenic	4	26983691	27085936	102246	1	ENSDARG00000041205	-183371	568985	slc6a1l	solute carrier family 6 member 1, like	183371
chr4	26879488	26879787	300	*	1	1	0	Distal Intergenic	4	26983691	27085936	102246	1	ENSDARG00000041205	-103904	568985	slc6a1l	solute carrier family 6 member 1, like	103904
chr4	56163106	56163405	300	*	1	1	0	Intron (ENSDART00000168408/ENSDARG00000098707, intron 7 of 9)	4	56174538	56193443	18906	1	ENSDARG00000105266	-11133	NA	NA	NA	11133
chr4	40841800	40842099	300	*	1	1	0	Promoter (1-2kb)	4	40843717	40859902	16186	1	ENSDARG00000094459	-1618	NA	NA	NA	1618
chr4	39556310	39556609	300	*	1	1	0	Promoter (<=1kb)	4	39556477	39559533	3057	1	ENSDARG00000091062	0	NA	NA	NA	0
chr4	72584318	72584617	300	*	1	1	0	Promoter (<=1kb)	4	72568520	72584464	15945	2	ENSDARG00000091793	0	NA	NA	NA	0
chr4	76616579	76616878	300	*	1	1	0	Intron (ENSDART00000159452/ENSDARG00000078014, intron 11 of 11)	4	76623605	76624990	1386	1	ENSDARG00000087206	-6727	NA	NA	NA	6727
chr5	2472740	2473039	300	*	1	1	0	Promoter (<=1kb)	5	2472612	2481552	8941	1	ENSDARG00000104043	128	796780	gng10	guanine nucleotide binding protein (G protein), gamma 10	128
chr5	28802834	28803133	300	*	1	1	0	Intron (ENSDART00000172714/ENSDARG00000021735, intron 5 of 49)	5	28694465	28888092	193628	2	ENSDARG00000021735	84959	555941	cacna1ba	calcium channel, voltage-dependent, N type, alpha 1B subunit, a	84959
chr5	31244384	31244683	300	*	1	1	0	Intron (ENSDART00000112546/ENSDARG00000079585, intron 6 of 21)	5	31230323	31257192	26870	2	ENSDARG00000079585	12509	323182	pkn3	protein kinase N3	12509
chr5	43082815	43083114	300	*	1	1	0	Intron (ENSDART00000157093/ENSDARG00000031345, intron 1 of 11)	5	43016911	43122195	105285	2	ENSDARG00000031345	39081	564545	si:dkey-40c11.1	si:dkey-40c11.1	39081
chr5	60976976	60977275	300	*	1	1	0	Exon (ENSDART00000050916/ENSDARG00000035152, exon 5 of 22)	5	60972293	61039547	67255	1	ENSDARG00000035152	4683	334632	ap2b1	adaptor related protein complex 2 subunit beta 1	4683
chr5	64388530	64388829	300	*	1	1	0	Intron (ENSDART00000160850/ENSDARG00000103926, intron 1 of 10)	5	64376971	64396248	19278	2	ENSDARG00000103926	7419	606579	inpp5e	inositol polyphosphate-5-phosphatase E	7419
chr5	65103513	65103812	300	*	1	1	0	Promoter (<=1kb)	5	64997150	65103750	106601	2	ENSDARG00000052094	0	794892	notch1b	notch receptor 1b	0
chr6	6950414	6950713	300	*	1	1	0	Promoter (1-2kb)	6	6928720	6951894	23175	2	ENSDARG00000058893	1181	406593	nhej1	nonhomologous end-joining factor 1	1181
chr6	58152366	58152665	300	*	1	1	0	Promoter (<=1kb)	6	57903518	58152418	248901	2	ENSDARG00000100055	0	405844	tox2	TOX high mobility group box family member 2	0
chr7	6657895	6658194	300	*	1	1	0	Intron (ENSDART00000173130/ENSDARG00000018049, intron 18 of 20)	7	6620508	6664991	44484	1	ENSDARG00000018049	37387	570994	sf3b2	splicing factor 3b, subunit 2	37387
chr7	9533762	9534061	300	*	1	1	0	Intron (ENSDART00000055593/ENSDARG00000076933, intron 4 of 12)	7	9476221	9557990	81770	2	ENSDARG00000076933	23929	751785	aldh1a3	aldehyde dehydrogenase 1 family, member A3	23929
chr7	22597450	22597749	300	*	1	1	0	Exon (ENSDART00000148502/ENSDARG00000022466, exon 5 of 13)	7	22582631	22629187	46557	1	ENSDARG00000022466	14819	557584	clcn5b	chloride channel, voltage-sensitive 5b	14819
chr7	42735512	42735811	300	*	1	1	0	Distal Intergenic	7	42599761	42603898	4138	1	ENSDARG00000099710	135751	NA	NA	NA	135751
chr7	61415114	61415413	300	*	1	1	0	Distal Intergenic	7	61450767	61495983	45217	1	ENSDARG00000038865	-35354	406421	acox3	acyl-CoA oxidase 3, pristanoyl	35354
chr7	61686206	61686505	300	*	1	1	0	Intron (ENSDART00000062704/ENSDARG00000042728, intron 3 of 13)	7	61666888	61693676	26789	2	ENSDARG00000042728	7171	324855	plaa	phospholipase A2-activating protein	7171
chr8	589186	589485	300	*	1	1	0	Intron (ENSDART00000048498/ENSDARG00000079790, intron 2 of 5)	8	584616	601889	17274	1	ENSDARG00000079790	4570	794598	LOC794598	phospholipid phosphatase 1-like	4570
chr8	20706217	20706516	300	*	1	1	0	Intron (ENSDART00000088668/ENSDARG00000043210, intron 2 of 10)	8	20793902	20824400	30499	1	ENSDARG00000092533	-87386	NA	NA	NA	87386
chr8	22521169	22521468	300	*	1	1	0	Promoter (<=1kb)	8	22500490	22521306	20817	2	ENSDARG00000074758	0	336679	csde1	cold shock domain containing E1, RNA-binding	0
chr8	23742344	23742643	300	*	1	1	0	Exon (ENSDART00000114800/ENSDARG00000078155, exon 3 of 10)	8	23732009	23754405	22397	2	ENSDARG00000078155	11762	567844	inavaa	innate immunity activator a	11762
chr8	30696030	30696329	300	*	1	1	0	Intron (ENSDART00000005345/ENSDARG00000011521, intron 2 of 9)	8	30690197	30807715	117519	1	ENSDARG00000011521	5833	322660	upb1	ureidopropionase, beta	5833
chr8	34695743	34696042	300	*	1	1	0	Intron (ENSDART00000133346/ENSDARG00000092675, intron 5 of 5)	8	34706624	34712935	6312	1	ENSDARG00000103596	-10582	NA	NA	NA	10582
chr8	45285797	45286096	300	*	1	1	0	Promoter (<=1kb)	8	45285864	45320773	34910	1	ENSDARG00000060065	0	570789	ubap2b	ubiquitin associated protein 2b	0
chr9	16124957	16125256	300	*	1	1	0	Promoter (<=1kb)	9	15998950	16125672	126723	2	ENSDARG00000068711	416	797527	crfb4	cytokine receptor family member b4	416
chr9	29728483	29728782	300	*	1	1	0	Exon (ENSDART00000130317/ENSDARG00000089326, exon 4 of 15)	9	29718655	29733974	15320	2	ENSDARG00000089326	5192	796434	arhgap20	Rho GTPase activating protein 20	5192
chr9	34833781	34834080	300	*	1	1	0	Promoter (1-2kb)	9	34832052	34838510	6459	1	ENSDARG00000025891	1729	664748	shox	short stature homeobox	1729
chr9	35013667	35013966	300	*	1	1	0	Promoter (<=1kb)	9	35013708	35018111	4404	1	ENSDARG00000107062	0	NA	NA	NA	0
chr9	40110537	40110836	300	*	1	1	0	Intron (ENSDART00000177531/ENSDARG00000108990, intron 1 of 2)	9	40101837	40129278	27442	2	ENSDARG00000108990	18442	NA	NA	NA	18442
chr19	41238646	41238945	300	*	1	1.00016	0	Promoter (<=1kb)	19	41129855	41238904	109050	2	ENSDARG00000028845	0	560268	calcr	calcitonin receptor	0
chr4	31265677	31265978	302	*	0.999994	1.00055	0	Promoter (<=1kb)	4	31265516	31265671	156	1	ENSDARG00000082006	161	NA	NA	NA	161
chr13	45803503	45803808	306	*	0.99995	1.00211	0	Promoter (1-2kb)	13	45794508	45805310	10803	2	ENSDARG00000098440	1502	NA	NA	NA	1502
chr5	26313730	26314083	354	*	0.995958	1.0239	0	Promoter (<=1kb)	5	26312967	26318609	5643	1	ENSDARG00000061509	763	100334188	tbx3b	T-box transcription factor 3b	763
chr5	68410649	68411254	606	*	1.7561	1.7561	0	Promoter (<=1kb)	5	68411021	68411153	133	1	ENSDARG00000083389	0	NA	NA	NA	0
chr8	34536074	34536587	514	*	1.87786	1.87787	0	Intron (ENSDART00000138935/ENSDARG00000093481, intron 5 of 5)	8	34530634	34570421	39788	1	ENSDARG00000093481	5440	NA	NA	NA	5440
chr14	45793336	45793845	510	*	1.88118	1.88118	0	Exon (ENSDART00000099235/ENSDARG00000068582, exon 3 of 11)	14	45767260	45834914	67655	1	ENSDARG00000068582	26076	767686	rnf44	ring finger protein 44	26076
chr8	6820032	6820537	506	*	1.8866	1.8866	0	Promoter (<=1kb)	8	6819914	6823342	3429	1	ENSDARG00000043697	118	100033387	nefmb	neurofilament medium chain b	118
chr7	32169169	32169660	492	*	1.90018	1.90018	0	Intron (ENSDART00000169588/ENSDARG00000060542, intron 8 of 18)	7	32204193	32220000	15808	1	ENSDARG00000105604	-34533	NA	NA	NA	34533
chr17	10592459	10592932	474	*	1.91857	1.91857	0	Promoter (<=1kb)	17	10592332	10610643	18312	1	ENSDARG00000002670	127	407686	atg14	autophagy related 14	127
chr25	7525376	7525839	464	*	1.92667	1.92667	0	Promoter (<=1kb)	25	7498393	7525644	27252	2	ENSDARG00000025218	0	565267	myo5ab	myosin VAb	0
chr9	17421268	17421727	460	*	1.93014	1.93014	0	Promoter (<=1kb)	9	17421458	17426445	4988	1	ENSDARG00000003257	0	492776	zgc:101559	zgc:101559	0
chr2	41712335	41712794	460	*	1.93099	1.93099	0	Promoter (<=1kb)	2	41696862	41713542	16681	2	ENSDARG00000060210	748	565889	d2hgdh	D-2-hydroxyglutarate dehydrogenase	748
chr3	31765148	31765603	456	*	1.93353	1.93353	0	Promoter (<=1kb)	3	31765315	31785676	20362	1	ENSDARG00000037929	0	334550	strada	STE20 related adaptor alpha	0
chr15	28422818	28423265	448	*	1.94007	1.94007	0	Promoter (<=1kb)	15	28422147	28432513	10367	1	ENSDARG00000087736	671	101882478	si:dkey-118k5.3	si:dkey-118k5.3	671
chr4	7743739	7744184	446	*	1.94244	1.94244	0	Exon (ENSDART00000103070/ENSDARG00000079470, exon 3 of 17)	4	7710225	7803296	93072	2	ENSDARG00000079470	59112	798487	cdk17	cyclin-dependent kinase 17	59112
chr14	35934786	35935227	442	*	1.94477	1.94477	0	Distal Intergenic	14	35592096	35932574	340479	2	ENSDARG00000101064	-2212	NA	NA	NA	2212
chr13	15570803	15571242	440	*	1.94704	1.94704	0	Promoter (<=1kb)	13	15570777	15620359	49583	1	ENSDARG00000008480	26	436593	trmt61a	tRNA methyltransferase 61A	26
chr5	30979145	30979582	438	*	1.94854	1.94854	0	Exon (ENSDART00000098197/ENSDARG00000035471, exon 5 of 6)	5	31005169	31007556	2388	1	ENSDARG00000094693	-25587	796870	si:dkey-220k22.3	si:dkey-220k22.3	25587
chr17	5771780	5772215	436	*	1.94928	1.94928	0	Downstream (<=300bp)	17	5776091	5796301	20211	1	ENSDARG00000101203	-3876	568955	LOC568955	zinc finger protein 513-like	3876
chr23	26798891	26799326	436	*	1.95001	1.95001	0	Promoter (<=1kb)	23	26616066	26799096	183031	2	ENSDARG00000076564	0	565429	hspg2	heparan sulfate proteoglycan 2	0
chr22	24640208	24640641	434	*	1.95074	1.95074	0	Distal Intergenic	22	24645544	24655378	9835	1	ENSDARG00000093164	-4903	NA	NA	NA	4903
chr22	20378000	20378433	434	*	1.95146	1.95146	0	Promoter (<=1kb)	22	20363643	20378216	14574	2	ENSDARG00000006609	0	563181	map2k2a	mitogen-activated protein kinase kinase 2a	0
chr14	50064769	50065200	432	*	1.95218	1.95218	0	Intron (ENSDART00000021260/ENSDARG00000014233, intron 4 of 9)	14	50052433	50075400	22968	2	ENSDARG00000014233	10200	571702	sept8b	septin 8b	10200
chr20	42542611	42543042	432	*	1.95218	1.95218	0	Promoter (<=1kb)	20	42534432	42542786	8355	2	ENSDARG00000041706	0	556856	vgll2a	vestigial-like family member 2a	0
chr23	32133464	32133889	426	*	1.95638	1.95638	0	3' UTR	23	32139637	32159408	19772	1	ENSDARG00000025147	-5748	321461	cd63	CD63 molecule	5748
chr23	33925350	33925775	426	*	1.95706	1.95706	0	Exon (ENSDART00000159642/ENSDARG00000104767, exon 6 of 25)	23	33902134	33903659	1526	1	ENSDARG00000092645	23216	NA	NA	NA	23216
chr2	44819707	44820130	424	*	1.95841	1.95841	0	Intron (ENSDART00000113232/ENSDARG00000078767, intron 21 of 30)	2	44813707	44840317	26611	1	ENSDARG00000097253	6000	NA	NA	NA	6000
chr2	48486619	48487040	422	*	1.95908	1.95908	0	Exon (ENSDART00000098004/ENSDARG00000034503, exon 8 of 24)	2	48455430	48521197	65768	2	ENSDARG00000034503	34157	140633	per2	period circadian clock 2	34157
chr17	9808979	9809400	422	*	1.95974	1.95974	0	3' UTR	17	9795574	9806534	10961	2	ENSDARG00000017272	-2445	327318	eapp	e2f-associated phosphoprotein	2445
chr10	16430190	16430607	418	*	1.96233	1.96233	0	Intron (ENSDART00000073604/ENSDARG00000051896, intron 32 of 46)	10	16345603	16385737	40135	2	ENSDARG00000104573	-44453	415170	slc12a2	solute carrier family 12 member 2	44453
chr8	36748980	36749395	416	*	1.96297	1.96297	0	Exon (ENSDART00000144255/ENSDARG00000077633, exon 12 of 15)	8	36770782	36945585	174804	1	ENSDARG00000077709	-21387	797187	iqsec2b	IQ motif and Sec7 domain ArfGEF 2b	21387
chr6	30510862	30511275	414	*	1.96422	1.96422	0	Intron (ENSDART00000088142/ENSDARG00000061654, intron 1 of 22)	6	30504182	30606230	102049	1	ENSDARG00000061654	6680	566492	wwc3	WWC family member 3	6680
chr12	33359674	33360094	421	*	1.96421	1.9653	0	Promoter (<=1kb)	12	33359811	33373046	13236	1	ENSDARG00000024184	0	436614	narf	nuclear prelamin A recognition factor	0
chr18	44538605	44539014	410	*	1.96667	1.96667	0	Promoter (<=1kb)	18	44538703	44571485	32783	1	ENSDARG00000061173	0	678603	st14a	ST14 transmembrane serine protease matriptase a	0
chr5	52858522	52858929	408	*	1.96786	1.96786	0	Distal Intergenic	5	52836101	52846238	10138	1	ENSDARG00000078927	22421	108190035	LOC108190035	uncharacterized LOC108190035	22421
chr25	32707262	32707669	408	*	1.96786	1.96786	0	Promoter (<=1kb)	25	32707260	32764898	57639	1	ENSDARG00000087402	2	393908	tpm1	tropomyosin 1 (alpha)	2
chr6	9728724	9729131	408	*	1.96786	1.96786	0	Intron (ENSDART00000019325/ENSDARG00000006040, intron 10 of 12)	6	9735162	9775735	40574	1	ENSDARG00000014875	-6031	692331	abi2b	abl-interactor 2b	6031
chr19	4933784	4934191	408	*	1.96845	1.96861	0	Promoter (<=1kb)	19	4911765	4934925	23161	2	ENSDARG00000075567	734	100331130	fbxl20	F-box and leucine-rich repeat protein 20	734
chr19	18862875	18863280	406	*	1.96961	1.96961	0	Distal Intergenic	19	18847533	18850528	2996	2	ENSDARG00000104170	-12347	570186	si:dkey-208k4.2	si:dkey-208k4.2	12347
chr5	67508980	67509385	406	*	1.96961	1.96961	0	Exon (ENSDART00000158257/ENSDARG00000074320, exon 11 of 16)	5	67487716	67511312	23597	1	ENSDARG00000074320	21264	100334158	LOC100334158	voltage-gated potassium channel subunit beta-2-like	21264
chr1	58585506	58585907	402	*	1.97186	1.97186	0	Promoter (1-2kb)	1	58587428	58786197	198770	1	ENSDARG00000105060	-1521	393761	rdh8b	retinol dehydrogenase 8b	1521
