seqnames	start	end	width	strand	tvalue	score	numOfTSS	overlapTSS	group	geneStart	geneEnd	geneLength	geneStrand	geneId	distanceToTSS	ENTREZID	SYMBOL	GENENAME	absDistToTSS
chr4	56419910	56420299	390	*	1.97763	1.97763	0	Intron (ENSDART00000168408/ENSDARG00000098707, intron 9 of 9)	4	56379570	56382494	2925	2	ENSDARG00000102931	-37416	NA	NA	NA	37416
chr13	47462575	47462964	390	*	1.97812	1.97812	0	3' UTR	13	47429917	47434224	4308	2	ENSDARG00000108031	-28351	NA	NA	NA	28351
chr3	8682614	8682981	368	*	1.98757	1.98757	0	Intron (ENSDART00000113140/ENSDARG00000074310, intron 1 of 15)	3	8625303	8631508	6206	2	ENSDARG00000039935	-51106	NA	NA	NA	51106
chr10	45234089	45234454	366	*	1.9883	1.9883	0	Intron (ENSDART00000175481/ENSDARG00000100089, intron 1 of 18)	10	45224043	45290073	66031	1	ENSDARG00000100089	10046	798222	camk2b	calcium/calmodulin dependent protein kinase II beta	10046
chr21	10983285	10983638	354	*	1.99221	1.99221	0	Promoter (<=1kb)	21	10983499	11043335	59837	1	ENSDARG00000016570	0	407651	prlra	prolactin receptor a	0
chr9	5738576	5738911	336	*	1.9964	1.9964	0	Distal Intergenic	9	5736128	5737589	1462	1	ENSDARG00000086154	2448	NA	NA	NA	2448
chr1	56914825	56915158	334	*	1.99697	1.99697	0	Intron (ENSDART00000171276/ENSDARG00000034092, intron 5 of 8)	1	56894674	56903253	8580	2	ENSDARG00000089894	-11572	NA	NA	NA	11572
chr4	40755675	40756002	328	*	1.99797	1.99797	0	Intron (ENSDART00000176816/ENSDARG00000106936, intron 1 of 1)	4	40769482	40771283	1802	1	ENSDARG00000096481	-13480	NA	NA	NA	13480
chr12	14311781	14312100	320	*	1.99899	1.99899	0	Distal Intergenic	12	14127733	14172990	45258	2	ENSDARG00000055538	-138791	751682	avl9	AVL9 homolog (S. cerevisiase)	138791
chr7	72376163	72376482	320	*	1.99899	1.99899	0	Exon (ENSDART00000161940/ENSDARG00000101142, exon 2 of 4)	7	72381409	72388354	6946	1	ENSDARG00000099078	-4927	NA	NA	NA	4927
chr17	45201479	45201794	316	*	1.99929	1.99929	0	Intron (ENSDART00000103468/ENSDARG00000041864, intron 1 of 20)	17	45191718	45363385	171668	1	ENSDARG00000041864	9761	447832	capn3a	calpain 3a, (p94)	9761
chr10	12159051	12159920	870	*	1.99946	1.99946	0	Distal Intergenic	10	12269266	12271014	1749	2	ENSDARG00000101140	111094	NA	NA	NA	111094
chr4	30939733	30940046	314	*	1.99953	1.99953	0	Promoter (<=1kb)	4	30940524	30940687	164	1	ENSDARG00000103901	-478	NA	NA	NA	478
chr8	570395	570704	310	*	1.99972	1.99972	0	Promoter (<=1kb)	8	569847	582821	12975	1	ENSDARG00000089233	548	101886904	csgalnact1b	chondroitin sulfate N-acetylgalactosaminyltransferase 1b	548
chr10	12137598	12137907	310	*	1.99977	1.99977	0	Distal Intergenic	10	12269266	12271014	1749	2	ENSDARG00000101140	133107	NA	NA	NA	133107
chr10	12159786	12160093	308	*	1.99986	1.99986	0	Distal Intergenic	10	12269266	12271014	1749	2	ENSDARG00000101140	110921	NA	NA	NA	110921
chr20	49005243	49005550	308	*	1.99986	1.99986	0	3' UTR	20	48972031	48975511	3481	1	ENSDARG00000104107	33212	58112	nkx2.4b	NK2 homeobox 4b	33212
chr21	25816241	25816548	308	*	1.99986	1.99988	0	Distal Intergenic	21	25759270	25765381	6112	2	ENSDARG00000069507	-50860	678636	mettl27	methyltransferase like 27	50860
chr16	15785225	15785528	304	*	1.99996	1.99996	0	Distal Intergenic	16	15818084	15819024	941	2	ENSDARG00000102085	33496	NA	NA	NA	33496
chr4	43008028	43008331	304	*	1.99997	1.99997	1	Intron (ENSDART00000141093/ENSDARG00000092197, intron 4 of 9)	4	42995848	43017616	21769	1	ENSDARG00000092197	12180	NA	NA	NA	12180
chr14	44436929	44437230	302	*	1.99999	1.99999	1	Distal Intergenic	14	44399121	44399392	272	1	ENSDARG00000105446	37808	NA	NA	NA	37808
chr24	12362452	12362753	302	*	1.99999	1.99999	1	Distal Intergenic	24	12483355	12543277	59923	2	ENSDARG00000005220	180524	393925	pdcd6	programmed cell death 6	180524
chr7	64472210	64472511	302	*	1.99999	1.99999	1	Promoter (<=1kb)	7	64473422	64479487	6066	1	ENSDARG00000108656	-911	NA	NA	NA	911
chr16	15789598	15789897	300	*	2	2	1	Distal Intergenic	16	15818084	15819024	941	2	ENSDARG00000102085	29127	NA	NA	NA	29127
chr22	33977471	33978034	564	*	2.86584	2.86584	1	Distal Intergenic	22	33816703	33816966	264	2	ENSDARG00000096942	-160505	NA	NA	NA	160505
chr1	21902725	21903184	460	*	2.94771	2.94771	1	Distal Intergenic	1	21856055	21876401	20347	2	ENSDARG00000008674	-26324	100003503	chrnb5a	cholinergic receptor, nicotinic, beta 5a	26324
chr2	26842578	26843025	448	*	2.95468	2.95468	1	Promoter (<=1kb)	2	26842812	26846234	3423	1	ENSDARG00000055996	0	407690	rps8a	ribosomal protein S8a	0
chr3	37404056	37404457	402	*	2.97186	2.97186	1	Distal Intergenic	3	37433027	37439762	6736	1	ENSDARG00000037889	-28570	565677	wnt9b	wingless-type MMTV integration site family, member 9B	28570
chr12	4788236	4788643	408	*	2.97291	2.97291	1	Exon (ENSDART00000172093/ENSDARG00000075022, exon 6 of 7)	12	4775851	4800421	24571	2	ENSDARG00000075022	11778	NA	NA	NA	11778
chr21	45410065	45410472	408	*	2.97399	2.97399	1	Promoter (<=1kb)	21	45410451	45412922	2472	1	ENSDARG00000106038	0	NA	NA	NA	0
chr24	12231780	12232191	412	*	2.97463	2.97463	1	Distal Intergenic	24	12151592	12152391	800	1	ENSDARG00000108811	80188	NA	NA	NA	80188
chr5	822776	823171	396	*	2.98054	2.98054	1	Promoter (<=1kb)	5	822115	822282	168	2	ENSDARG00000087337	-494	NA	NA	NA	494
chr9	48437920	48438307	388	*	2.98216	2.98216	1	Promoter (1-2kb)	9	48436819	48436890	72	2	ENSDARG00000106243	-1030	NA	NA	NA	1030
chr8	7618786	7619169	384	*	2.98545	2.98545	1	Promoter (<=1kb)	8	7597842	7618909	21068	2	ENSDARG00000014218	0	335250	mecp2	methyl CpG binding protein 2	0
chr13	25182959	25183340	382	*	2.98581	2.98581	1	Distal Intergenic	13	25166807	25174729	7923	2	ENSDARG00000075265	-8230	100008445	plaua	plasminogen activator, urokinase a	8230
chr1	18259849	18260224	376	*	2.98711	2.98711	1	Distal Intergenic	1	18249462	18253921	4460	2	ENSDARG00000107363	-5928	NA	NA	NA	5928
chr12	14335991	14336368	378	*	2.98757	2.98757	1	Distal Intergenic	12	14127733	14172990	45258	2	ENSDARG00000055538	-163001	751682	avl9	AVL9 homolog (S. cerevisiase)	163001
chr12	14290512	14290885	374	*	2.9884	2.9884	1	Distal Intergenic	12	14127733	14172990	45258	2	ENSDARG00000055538	-117522	751682	avl9	AVL9 homolog (S. cerevisiase)	117522
chr5	825813	826177	365	*	2.99048	2.99048	1	Promoter (<=1kb)	5	825570	825723	154	2	ENSDARG00000091828	-90	NA	NA	NA	90
chr22	39136147	39136502	356	*	2.99161	2.99161	1	Distal Intergenic	22	39110327	39121442	11116	1	ENSDARG00000002002	25820	394045	lmcd1	LIM and cysteine-rich domains 1	25820
chr13	41889434	41889787	354	*	2.99271	2.99271	1	Exon (ENSDART00000126013/ENSDARG00000068934, exon 2 of 3)	13	41885315	41892978	7664	1	ENSDARG00000068934	4119	100150054	cyp1b1	cytochrome P450, family 1, subfamily B, polypeptide 1	4119
chr15	9674952	9675297	346	*	2.99532	2.99532	1	Distal Intergenic	15	9664616	9673385	8770	1	ENSDARG00000108500	10336	NA	NA	NA	10336
chr22	28149657	28150002	346	*	2.99542	2.99542	1	Distal Intergenic	22	28209736	28213318	3583	2	ENSDARG00000076235	63316	NA	NA	NA	63316
chr12	14306667	14307012	346	*	2.99568	2.99568	1	Distal Intergenic	12	14127733	14172990	45258	2	ENSDARG00000055538	-133677	751682	avl9	AVL9 homolog (S. cerevisiase)	133677
chr18	7314680	7315019	340	*	2.99664	2.99664	1	Intron (ENSDART00000022998/ENSDARG00000003210, intron 11 of 23)	18	7288019	7345612	57594	1	ENSDARG00000003210	26661	NA	NA	NA	26661
chr2	58813562	58813893	332	*	2.99716	2.99716	1	Distal Intergenic	2	58790298	58805176	14879	2	ENSDARG00000042056	-8386	794129	mau2	MAU2 sister chromatid cohesion factor	8386
chr23	12862465	12862794	330	*	2.9982	2.99821	1	Distal Intergenic	23	12767914	12768771	858	2	ENSDARG00000100758	-93694	NA	NA	NA	93694
chr2	15061364	15061691	328	*	2.99822	2.99822	1	Distal Intergenic	2	15056370	15056556	187	1	ENSDARG00000081431	4994	NA	NA	NA	4994
chr17	39985372	39985699	328	*	2.99836	2.99836	1	Distal Intergenic	17	39922768	39939488	16721	2	ENSDARG00000013134	-45884	100331800	prph2la	peripherin 2-like a	45884
chr17	36448480	36448803	324	*	2.99879	2.99879	1	Distal Intergenic	17	36498929	36529149	30221	2	ENSDARG00000097167	80346	NA	NA	NA	80346
chr24	12282418	12282737	320	*	2.99922	2.99922	1	Distal Intergenic	24	12151592	12152391	800	1	ENSDARG00000108811	130826	NA	NA	NA	130826
chr12	14354012	14354331	320	*	2.99922	2.99924	1	Distal Intergenic	12	14517722	14665228	147507	1	ENSDARG00000079128	-163391	393846	becn1	beclin 1, autophagy related	163391
chr20	33680611	33680928	318	*	2.99926	2.99926	1	Promoter (<=1kb)	20	33668433	33680900	12468	2	ENSDARG00000096433	0	NA	NA	NA	0
chr6	40288567	40288882	316	*	2.99928	2.99928	1	Intron (ENSDART00000154878/ENSDARG00000021720, intron 2 of 117)	6	40186699	40314609	127911	2	ENSDARG00000021720	25727	100332562	col7a1	collagen, type VII, alpha 1	25727
chr16	5906644	5906959	316	*	2.99951	2.99951	1	Exon (ENSDART00000136936/ENSDARG00000041304, exon 13 of 16)	16	5875351	5879575	4225	1	ENSDARG00000070810	31293	100007763	ccka	cholecystokinin a	31293
chr14	44456538	44456849	312	*	2.99969	2.99969	2	Distal Intergenic	14	44399121	44399392	272	1	ENSDARG00000105446	57417	NA	NA	NA	57417
chr1	32825117	32825664	548	*	3.82941	3.82941	2	Promoter (<=1kb)	1	32814964	32825347	10384	2	ENSDARG00000053586	0	573207	creb1a	cAMP responsive element binding protein 1a	0
chr7	24093120	24093665	546	*	3.88073	3.88073	2	Promoter (<=1kb)	7	24086074	24093669	7596	2	ENSDARG00000044125	4	436734	txn	thioredoxin	4
chr10	39325570	39326047	478	*	3.92946	3.92946	2	Promoter (<=1kb)	10	39325811	39351577	25767	1	ENSDARG00000099705	0	556387	foxred1	FAD-dependent oxidoreductase domain containing 1	0
chr10	16826923	16827338	416	*	3.94605	3.94605	2	Distal Intergenic	10	16798562	16799858	1297	1	ENSDARG00000105041	28361	NA	NA	NA	28361
chr12	14352446	14352897	452	*	3.95314	3.95315	2	Distal Intergenic	12	14517722	14665228	147507	1	ENSDARG00000079128	-164825	393846	becn1	beclin 1, autophagy related	164825
chr2	14338530	14338955	426	*	3.95472	3.95472	2	Distal Intergenic	2	14340742	14342332	1591	2	ENSDARG00000098037	3377	100331996	LOC100331996	uncharacterized LOC100331996	3377
chr19	1411712	1412133	422	*	3.96011	3.96011	2	Promoter (<=1kb)	19	1404826	1412035	7210	2	ENSDARG00000059361	0	562762	slc39a4	solute carrier family 39 member 4	0
chr3	5664979	5665388	410	*	3.96685	3.96685	2	Promoter (<=1kb)	3	5665288	5702136	36849	1	ENSDARG00000027360	0	497580	si:ch211-106h11.3	si:ch211-106h11.3	0
chr2	15043397	15043800	404	*	3.96961	3.96961	2	Promoter (1-2kb)	2	15044804	15044948	145	1	ENSDARG00000080774	-1004	NA	NA	NA	1004
chr4	28752386	28752775	390	*	3.97241	3.97241	2	Promoter (<=1kb)	4	28752467	28752547	81	1	ENSDARG00000086081	0	NA	NA	NA	0
chr20	16553858	16554257	400	*	3.97304	3.97304	2	Promoter (<=1kb)	20	16538158	16554029	15872	2	ENSDARG00000011000	0	323974	gtf2a1	general transcription factor IIA, 1	0
chr17	45229839	45230244	406	*	3.97902	3.97902	2	Intron (ENSDART00000103468/ENSDARG00000041864, intron 1 of 20)	17	45255940	45264652	8713	1	ENSDARG00000090064	-25696	100537383	tmem179	transmembrane protein 179	25696
chr14	51860262	51860623	362	*	3.97904	3.97904	2	3' UTR	14	51855440	51923377	67938	1	ENSDARG00000101794	4822	450017	atp6v0e1	ATPase H+ transporting V0 subunit e1	4822
chr16	23470740	23471141	402	*	3.97981	3.97981	2	Exon (ENSDART00000103220/ENSDARG00000070386, exon 2 of 5)	16	23468284	23473587	5304	1	ENSDARG00000070386	2456	751643	krtcap2	keratinocyte associated protein 2	2456
chr9	19600663	19601022	360	*	3.98133	3.98133	2	Distal Intergenic	9	19610727	19666379	55653	1	ENSDARG00000060280	-9705	799942	pde9a	phosphodiesterase 9A	9705
chr4	28746630	28747005	376	*	3.98348	3.98348	2	Promoter (<=1kb)	4	28746944	28747016	73	1	ENSDARG00000100393	0	NA	NA	NA	0
chr4	28754724	28755103	380	*	3.98455	3.98455	2	Promoter (<=1kb)	4	28754811	28754891	81	1	ENSDARG00000090983	0	NA	NA	NA	0
chr18	44114566	44114919	354	*	3.98555	3.98555	2	Intron (ENSDART00000087339/ENSDARG00000061328, intron 1 of 18)	18	44125683	44125808	126	1	ENSDARG00000104383	-10764	NA	NA	NA	10764
chr18	31606247	31606626	380	*	3.98712	3.98712	2	Distal Intergenic	18	31631617	31867798	236182	1	ENSDARG00000101059	-24991	569072	dhx36	DEAH (Asp-Glu-Ala-His) box polypeptide 36	24991
chr20	55336398	55336763	366	*	3.98872	3.98872	2	Distal Intergenic	20	55338636	55339525	890	2	ENSDARG00000096403	2762	NA	NA	NA	2762
chr16	15770509	15770882	374	*	3.98888	3.98888	2	Distal Intergenic	16	15818084	15819024	941	2	ENSDARG00000102085	48142	NA	NA	NA	48142
chr18	2990878	2991251	374	*	3.98975	3.98975	2	Promoter (<=1kb)	18	2991114	3007671	16558	1	ENSDARG00000103957	0	553802	aamdc	adipogenesis associated, Mth938 domain containing	0
chr21	25809860	25810219	360	*	3.99327	3.99327	2	Distal Intergenic	21	25759270	25765381	6112	2	ENSDARG00000069507	-44479	678636	mettl27	methyltransferase like 27	44479
chr10	2637790	2638145	356	*	3.99385	3.99385	2	Exon (ENSDART00000101012/ENSDARG00000058946, exon 27 of 30)	10	2641806	2644104	2299	1	ENSDARG00000079713	-3661	794616	ccl27b	chemokine (C-C motif) ligand 27b	3661
chr13	51521891	51522224	334	*	3.99464	3.99464	2	Distal Intergenic	13	51524866	51527026	2161	1	ENSDARG00000103065	-2642	NA	NA	NA	2642
chr10	7716677	7717016	340	*	3.99514	3.99514	2	Intron (ENSDART00000018017/ENSDARG00000020948, intron 13 of 14)	10	7712560	7714261	1702	1	ENSDARG00000098401	4117	406709	fam136a	family with sequence similarity 136 member A	4117
chr13	27721036	27721379	344	*	3.99593	3.99593	2	Distal Intergenic	13	27673617	27673695	79	1	ENSDARG00000080952	47419	100033611	mir30c	microRNA 30c	47419
chr2	19787039	19787378	340	*	3.99697	3.99697	2	Distal Intergenic	2	19840864	19841345	482	1	ENSDARG00000100278	-53486	NA	NA	NA	53486
chr10	12163653	12163986	334	*	3.9971	3.9971	2	Distal Intergenic	10	12269266	12271014	1749	2	ENSDARG00000101140	107028	NA	NA	NA	107028
chr4	37072949	37073276	328	*	3.99753	3.99753	2	Distal Intergenic	4	37064413	37067098	2686	1	ENSDARG00000091327	8536	NA	NA	NA	8536
chr12	14320148	14320471	324	*	3.99846	3.99846	2	Distal Intergenic	12	14127733	14172990	45258	2	ENSDARG00000055538	-147158	751682	avl9	AVL9 homolog (S. cerevisiase)	147158
chr2	31355029	31355540	512	*	4.85254	4.85254	2	Exon (ENSDART00000027090/ENSDARG00000005941, exon 4 of 12)	2	31313932	31319401	5470	2	ENSDARG00000027740	-35628	335625	adcyap1b	adenylate cyclase activating polypeptide 1b	35628
chr17	53338906	53339353	448	*	4.90985	4.90985	2	Distal Intergenic	17	53323859	53325348	1490	2	ENSDARG00000091001	-13558	677757	mycbp	MYC binding protein	13558
chr20	33685899	33686364	466	*	4.91111	4.91111	3	Intron (ENSDART00000157427/ENSDARG00000004877, intron 27 of 30)	20	33668433	33680900	12468	2	ENSDARG00000096433	-4999	NA	NA	NA	4999
chr16	19159519	19159960	442	*	4.92297	4.92297	3	Distal Intergenic	16	18799599	19154947	355349	2	ENSDARG00000061904	-4572	NA	NA	NA	4572
chr10	28230945	28231456	512	*	4.92324	4.92324	3	Promoter (<=1kb)	10	28143413	28231115	87703	2	ENSDARG00000053884	0	100004024	med13a	mediator complex subunit 13a	0
chr8	34766275	34766730	456	*	4.92839	4.92839	3	Promoter (<=1kb)	8	34767571	34769162	1592	1	ENSDARG00000094940	-841	NA	NA	NA	841
chr13	15368086	15368509	424	*	4.93107	4.93107	3	Distal Intergenic	13	15325684	15326632	949	2	ENSDARG00000108507	-41454	NA	NA	NA	41454
chr5	26537241	26537712	472	*	4.94187	4.94187	3	Distal Intergenic	5	26438871	26447711	8841	2	ENSDARG00000094173	-89530	NA	NA	NA	89530
chr23	12860892	12861305	414	*	4.94276	4.94277	3	Distal Intergenic	23	12767914	12768771	858	2	ENSDARG00000100758	-92121	NA	NA	NA	92121
chr24	38404482	38404901	420	*	4.94331	4.94331	3	Intron (ENSDART00000105672/ENSDARG00000021265, intron 1 of 28)	24	38382414	38401016	18603	2	ENSDARG00000105001	-3466	445104	zgc:91999	zgc:91999	3466
chr18	21122454	21122853	400	*	4.96068	4.96068	3	Promoter (1-2kb)	18	21124150	21131152	7003	1	ENSDARG00000041081	-1297	572849	kmt5b	lysine methyltransferase 5B	1297
chr22	21202889	21203280	392	*	4.96121	4.96121	3	Distal Intergenic	22	21221781	21279269	57489	1	ENSDARG00000056530	-18501	100151400	cpamd8	C3 and PZP like alpha-2-macroglobulin domain containing 8	18501
chr9	2257628	2258071	444	*	4.96327	4.96327	3	Intron (ENSDART00000143146/ENSDARG00000093786, intron 1 of 3)	9	2280553	2334020	53468	1	ENSDARG00000094970	-22482	NA	NA	NA	22482
chr22	28158834	28159237	404	*	4.96437	4.96437	3	Distal Intergenic	22	28209736	28213318	3583	2	ENSDARG00000076235	54081	NA	NA	NA	54081
chr25	18704607	18705010	404	*	4.96882	4.96882	3	Distal Intergenic	25	18668214	18680405	12192	2	ENSDARG00000076191	-24202	101883454	fbxl13	F-box and leucine-rich repeat protein 13	24202
chr9	38253749	38254156	408	*	4.97295	4.97295	3	3' UTR	9	38260289	38262121	1833	2	ENSDARG00000107639	7965	NA	NA	NA	7965
chr3	37459384	37459761	378	*	4.97437	4.97437	3	Promoter (1-2kb)	3	37457409	37474499	17091	1	ENSDARG00000108167	1975	NA	NA	NA	1975
chr4	49174487	49174868	382	*	4.97586	4.97586	3	Promoter (<=1kb)	4	49174552	49174715	164	2	ENSDARG00000089457	0	NA	NA	NA	0
chr8	27535877	27536262	386	*	4.98165	4.98165	3	Promoter (<=1kb)	8	27536175	27605190	69016	1	ENSDARG00000018328	0	436718	rhocb	ras homolog family member Cb	0
chr13	18987530	18987903	374	*	4.98289	4.98289	3	Intron (ENSDART00000113466/ENSDARG00000076088, intron 1 of 7)	13	18976778	19029245	52468	1	ENSDARG00000076088	10752	NA	NA	NA	10752
chr2	22933597	22933966	370	*	4.98342	4.98342	3	Distal Intergenic	2	22936488	22959715	23228	1	ENSDARG00000027590	-2522	323457	sept2	septin 2	2522
chr4	42207991	42208354	364	*	4.98617	4.98617	3	Distal Intergenic	4	42228513	42240454	11942	2	ENSDARG00000087837	32100	NA	NA	NA	32100
chr20	20021487	20021848	362	*	4.98618	4.98618	3	Distal Intergenic	20	19927796	19964548	36753	2	ENSDARG00000039577	-56939	245950	ptk2bb	protein tyrosine kinase 2 beta, b	56939
chr8	12839796	12840153	358	*	4.98673	4.98673	3	Distal Intergenic	8	12816671	12829614	12944	2	ENSDARG00000058731	-10182	560602	slc2a6	solute carrier family 2 member 6	10182
chr7	15354206	15354547	342	*	4.99186	4.99186	3	Exon (ENSDART00000046542/ENSDARG00000034434, exon 21 of 21)	7	15369865	15408674	38810	1	ENSDARG00000057477	-15318	555592	lrrc28	leucine rich repeat containing 28	15318
chr16	15796424	15796779	356	*	4.99336	4.99336	3	Distal Intergenic	16	15818084	15819024	941	2	ENSDARG00000102085	22245	NA	NA	NA	22245
chr18	5199025	5199360	336	*	4.99427	4.99427	3	Promoter (<=1kb)	18	5199243	5215664	16422	1	ENSDARG00000019484	0	436875	zdhhc7	zinc finger DHHC-type palmitoyltransferase 7	0
chr4	46800138	46800835	698	*	5.50547	5.50547	3	Intron (ENSDART00000175655/ENSDARG00000092000, intron 1 of 3)	4	46758280	46782263	23984	2	ENSDARG00000109137	-17875	NA	NA	NA	17875
chr24	12267414	12268551	1138	*	5.82443	5.82443	3	Distal Intergenic	24	12151592	12152391	800	1	ENSDARG00000108811	115822	NA	NA	NA	115822
chr19	35408118	35408701	584	*	5.86478	5.86478	3	Promoter (<=1kb)	19	35407313	35408509	1197	2	ENSDARG00000093129	0	560783	si:rp71-45k5.2	si:rp71-45k5.2	0
chr16	15242798	15243285	488	*	5.8709	5.8709	3	Exon (ENSDART00000129251/ENSDARG00000090447, exon 18 of 22)	16	15162393	15207393	45001	2	ENSDARG00000056903	-35405	553555	mrpl13	mitochondrial ribosomal protein L13	35405
chr10	16828789	16829332	544	*	5.87398	5.87398	3	Distal Intergenic	10	16798562	16799858	1297	1	ENSDARG00000105041	30227	NA	NA	NA	30227
chr9	48560162	48560657	496	*	5.88822	5.88822	3	Intron (ENSDART00000141405/ENSDARG00000056128, intron 10 of 14)	9	48572984	48584546	11563	2	ENSDARG00000068888	23889	100148315	klhl41a	kelch-like family member 41a	23889
chr11	6012583	6013074	492	*	5.89587	5.89587	3	Promoter (<=1kb)	11	6012922	6040504	27583	1	ENSDARG00000018650	0	553807	gtpbp3	GTP binding protein 3, mitochondrial	0
chr2	3125977	3126452	476	*	5.90016	5.90016	3	Intron (ENSDART00000160715/ENSDARG00000103038, intron 2 of 7)	2	3085574	3116081	30508	2	ENSDARG00000101799	-9896	567429	si:ch1073-82l19.1	si:ch1073-82l19.1	9896
chr23	6815650	6816097	448	*	5.90389	5.90389	3	Promoter (<=1kb)	23	6802144	6815848	13705	2	ENSDARG00000089626	0	415227	ptges3b	prostaglandin E synthase 3b (cytosolic)	0
chr20	16803000	16803479	480	*	5.90396	5.90396	3	Promoter (<=1kb)	20	16803467	16809555	6089	1	ENSDARG00000043557	0	556073	kcnk13b	potassium channel, subfamily K, member 13b	0
chr23	19177562	19178011	450	*	5.90788	5.90788	4	Promoter (<=1kb)	23	19140353	19177512	37160	2	ENSDARG00000003865	-50	100124652	pard6b	par-6 partitioning defective 6 homolog beta (C. elegans)	50
chr10	12129722	12130177	456	*	5.91356	5.91356	4	Distal Intergenic	10	12269266	12271014	1749	2	ENSDARG00000101140	140837	NA	NA	NA	140837
chr8	12878439	12878882	444	*	5.92592	5.92592	4	Distal Intergenic	8	12887604	12912683	25080	1	ENSDARG00000043571	-8722	447926	zgc:103670	zgc:103670	8722
chr2	19780973	19781406	434	*	5.92843	5.92843	4	Distal Intergenic	2	19840864	19841345	482	1	ENSDARG00000100278	-59458	NA	NA	NA	59458
chr7	44623308	44623737	430	*	5.92933	5.92933	4	Promoter (<=1kb)	7	44620963	44623929	2967	2	ENSDARG00000052011	192	327396	rrad	Ras-related associated with diabetes	192
chr2	15001009	15001466	458	*	5.93102	5.93102	4	Promoter (<=1kb)	2	15002407	15002583	177	1	ENSDARG00000082734	-941	NA	NA	NA	941
chr11	39694595	39695024	430	*	5.94102	5.94102	4	Promoter (<=1kb)	11	39694894	39756935	62042	1	ENSDARG00000010519	0	58107	per3	period circadian clock 3	0
chr17	22190439	22190846	408	*	5.9528	5.9528	4	Distal Intergenic	17	22087864	22117363	29500	2	ENSDARG00000062209	-73076	562703	mrps5	mitochondrial ribosomal protein S5	73076
chr7	42054427	42054846	420	*	5.95296	5.95296	4	Promoter (1-2kb)	7	42051168	42052988	1821	2	ENSDARG00000103668	-1439	NA	NA	NA	1439
chr17	49967601	49968016	416	*	5.95418	5.95418	4	Intron (ENSDART00000075209/ENSDARG00000077712, intron 2 of 8)	17	49971805	49975421	3617	2	ENSDARG00000105983	7405	NA	NA	NA	7405
chr16	15767816	15768227	412	*	5.96904	5.96904	4	Distal Intergenic	16	15818084	15819024	941	2	ENSDARG00000102085	50797	NA	NA	NA	50797
chr11	36365205	36365626	422	*	5.96946	5.96946	4	Promoter (<=1kb)	11	36359009	36365339	6331	2	ENSDARG00000107882	0	NA	NA	NA	0
chr17	49937366	49937769	404	*	5.97354	5.97354	4	Intron (ENSDART00000075195/ENSDARG00000077712, intron 2 of 5)	17	49914025	49931634	17610	2	ENSDARG00000078419	-5732	101884302	LOC101884302	filamin-A-interacting protein 1-like	5732
chr6	6209510	6209895	386	*	5.98158	5.98158	4	Intron (ENSDART00000175823/ENSDARG00000107788, intron 1 of 1)	6	6193573	6216065	22493	2	ENSDARG00000107788	6170	NA	NA	NA	6170
chr11	17430721	17431104	384	*	5.98519	5.98519	4	Distal Intergenic	11	17307317	17378997	71681	1	ENSDARG00000088837	123404	NA	NA	NA	123404
chr2	15007436	15007789	354	*	5.98808	5.98808	4	Promoter (<=1kb)	2	15007205	15007395	191	1	ENSDARG00000083403	231	NA	NA	NA	231
chr9	6523989	6524350	362	*	5.98948	5.98948	4	Promoter (<=1kb)	9	6416881	6524422	107542	2	ENSDARG00000018206	72	393972	nck2a	NCK adaptor protein 2a	72
