seqnames	start	end	width	strand	tvalue	score	numOfTSS	overlapTSS	group	geneStart	geneEnd	geneLength	geneStrand	geneId	distanceToTSS	ENTREZID	SYMBOL	GENENAME	absDistToTSS
chr19	37088380	37088739	360	*	2.99162	2.99162	2	Promoter (<=1kb)	19	36527726	37087903	560178	2	ENSDARG00000001559	-477	565460	csmd2	CUB and Sushi multiple domains 2	477
chr2	22933617	22933976	360	*	2.99234	2.99234	2	Distal Intergenic	2	22936488	22959715	23228	1	ENSDARG00000027590	-2512	323457	sept2	septin 2	2512
chr8	27046823	27047168	346	*	2.99513	2.99513	2	Distal Intergenic	8	27032494	27034043	1550	1	ENSDARG00000108567	14329	NA	NA	NA	14329
chr4	73504292	73504639	348	*	2.99516	2.99516	2	5' UTR	4	73490767	73532790	42024	1	ENSDARG00000017454	13525	322969	nup50	nucleoporin 50	13525
chr7	71112777	71113118	342	*	2.99533	2.99533	2	Intron (ENSDART00000112841/ENSDARG00000078829, intron 11 of 11)	7	71096760	71105633	8874	1	ENSDARG00000070168	16017	504078	sod3a	superoxide dismutase 3, extracellular a	16017
chr22	28149657	28150002	346	*	2.99542	2.99542	2	Distal Intergenic	22	28209736	28213318	3583	2	ENSDARG00000076235	63316	NA	NA	NA	63316
chr12	14306667	14307012	346	*	2.99568	2.99568	2	Distal Intergenic	12	14127733	14172990	45258	2	ENSDARG00000055538	-133677	751682	avl9	AVL9 homolog (S. cerevisiase)	133677
chr25	34402995	34403332	338	*	2.99619	2.99619	2	Intron (ENSDART00000035245/ENSDARG00000003084, intron 11 of 14)	25	34410618	34433199	22582	1	ENSDARG00000051763	-7286	100331323	sntb2	syntrophin, beta 2	7286
chr8	12878454	12878791	338	*	2.99682	2.99682	2	Distal Intergenic	8	12887604	12912683	25080	1	ENSDARG00000043571	-8813	447926	zgc:103670	zgc:103670	8813
chr22	39136147	39136482	336	*	2.99729	2.99729	2	Distal Intergenic	22	39110327	39121442	11116	1	ENSDARG00000002002	25820	394045	lmcd1	LIM and cysteine-rich domains 1	25820
chr20	3522187	3522520	334	*	2.99737	2.99737	2	Intron (ENSDART00000025573/ENSDARG00000017795, intron 1 of 11)	20	3418897	3792791	373895	1	ENSDARG00000017795	103290	NA	NA	NA	103290
chr24	12268229	12268558	330	*	2.99804	2.99804	3	Distal Intergenic	24	12151592	12152391	800	1	ENSDARG00000108811	116637	NA	NA	NA	116637
chr23	12862465	12862794	330	*	2.9982	2.9982	3	Distal Intergenic	23	12767914	12768771	858	2	ENSDARG00000100758	-93694	NA	NA	NA	93694
chr2	15061364	15061691	328	*	2.99822	2.99822	3	Distal Intergenic	2	15056370	15056556	187	1	ENSDARG00000081431	4994	NA	NA	NA	4994
chr5	61035351	61035678	328	*	2.99837	2.99837	3	Intron (ENSDART00000050916/ENSDARG00000035152, intron 21 of 21)	5	60972293	61039547	67255	1	ENSDARG00000035152	63058	334632	ap2b1	adaptor related protein complex 2 subunit beta 1	63058
chr15	38679757	38680076	320	*	2.99888	2.99888	3	Distal Intergenic	15	38487862	38554965	67104	1	ENSDARG00000108773	191895	NA	NA	NA	191895
chr24	12282418	12282737	320	*	2.99922	2.99922	3	Distal Intergenic	24	12151592	12152391	800	1	ENSDARG00000108811	130826	NA	NA	NA	130826
chr5	42622746	42623057	312	*	2.99966	2.99966	3	Promoter (<=1kb)	5	42623323	42623438	116	2	ENSDARG00000088498	381	NA	NA	NA	381
chr13	27722197	27722498	302	*	2.99999	2.99999	3	Distal Intergenic	13	27673617	27673695	79	1	ENSDARG00000080952	48580	100033611	mir30c	microRNA 30c	48580
chr8	12848511	12848976	466	*	3.93757	3.93757	3	Distal Intergenic	8	12816671	12829614	12944	2	ENSDARG00000058731	-18897	560602	slc2a6	solute carrier family 2 member 6	18897
chr10	12129799	12130238	440	*	3.94799	3.94799	3	Distal Intergenic	10	12269266	12271014	1749	2	ENSDARG00000101140	140776	NA	NA	NA	140776
chr13	18986710	18987103	394	*	3.96789	3.96789	3	Intron (ENSDART00000113466/ENSDARG00000076088, intron 1 of 7)	13	18976778	19029245	52468	1	ENSDARG00000076088	9932	NA	NA	NA	9932
chr2	15001009	15001416	408	*	3.97101	3.97101	3	Promoter (<=1kb)	2	15002407	15002583	177	1	ENSDARG00000082734	-991	NA	NA	NA	991
chr2	15043400	15043795	396	*	3.97233	3.97233	3	Promoter (1-2kb)	2	15044804	15044948	145	1	ENSDARG00000080774	-1009	NA	NA	NA	1009
chr20	33685896	33686313	418	*	3.97407	3.97407	4	Intron (ENSDART00000157427/ENSDARG00000004877, intron 27 of 30)	20	33668433	33680900	12468	2	ENSDARG00000096433	-4996	NA	NA	NA	4996
chr11	26940561	26940954	394	*	3.97598	3.97598	4	Exon (ENSDART00000129736/ENSDARG00000087573, exon 10 of 18)	11	26896058	26950302	54245	1	ENSDARG00000087573	44503	431718	hdac11	histone deacetylase 11	44503
chr4	28746630	28747005	376	*	3.98348	3.98348	4	Promoter (<=1kb)	4	28746944	28747016	73	1	ENSDARG00000100393	0	NA	NA	NA	0
chr4	28739489	28739868	380	*	3.98455	3.98455	4	Promoter (<=1kb)	4	28739576	28739656	81	1	ENSDARG00000089671	0	NA	NA	NA	0
chr18	31606247	31606626	380	*	3.98712	3.98712	4	Distal Intergenic	18	31631617	31867798	236182	1	ENSDARG00000101059	-24991	569072	dhx36	DEAH (Asp-Glu-Ala-His) box polypeptide 36	24991
chr7	58346027	58346400	374	*	3.9884	3.9884	4	Distal Intergenic	7	58384420	58393646	9227	1	ENSDARG00000036045	-38020	360136	penkb	proenkephalin b	38020
chr16	15770509	15770882	374	*	3.98864	3.98864	4	Distal Intergenic	16	15818084	15819024	941	2	ENSDARG00000102085	48142	NA	NA	NA	48142
chr13	51521891	51522224	334	*	3.99464	3.99464	4	Distal Intergenic	13	51524866	51527026	2161	1	ENSDARG00000103065	-2642	NA	NA	NA	2642
chr10	7716677	7717016	340	*	3.99482	3.99482	4	Intron (ENSDART00000018017/ENSDARG00000020948, intron 13 of 14)	10	7712560	7714261	1702	1	ENSDARG00000098401	4117	406709	fam136a	family with sequence similarity 136 member A	4117
chr3	49790462	49790803	342	*	3.9961	3.9961	4	Distal Intergenic	3	49821187	49825090	3904	2	ENSDARG00000105223	34287	334817	pmp22a	peripheral myelin protein 22a	34287
chr2	19787039	19787378	340	*	3.99697	3.99697	4	Distal Intergenic	2	19840864	19841345	482	1	ENSDARG00000100278	-53486	NA	NA	NA	53486
chr10	12163653	12163986	334	*	3.9971	3.9971	4	Distal Intergenic	10	12269266	12271014	1749	2	ENSDARG00000101140	107028	NA	NA	NA	107028
chr8	35045529	35045858	330	*	3.99765	3.99765	5	Intron (ENSDART00000165873/ENSDARG00000099398, intron 4 of 5)	8	34988224	35099596	111373	1	ENSDARG00000099398	57305	NA	NA	NA	57305
chr8	12872640	12873067	428	*	4.93699	4.93699	5	Distal Intergenic	8	12887604	12912683	25080	1	ENSDARG00000043571	-14537	447926	zgc:103670	zgc:103670	14537
chr18	21122454	21122853	400	*	4.96068	4.96068	5	Promoter (1-2kb)	18	21124150	21131152	7003	1	ENSDARG00000041081	-1297	572849	kmt5b	lysine methyltransferase 5B	1297
chr2	47827128	47827561	434	*	4.96417	4.96417	5	Promoter (<=1kb)	2	47789877	47827290	37414	2	ENSDARG00000038967	0	324655	cul3a	cullin 3a	0
chr25	18704639	18705024	386	*	4.9665	4.9665	5	Distal Intergenic	25	18668214	18680405	12192	2	ENSDARG00000076191	-24234	101883454	fbxl13	F-box and leucine-rich repeat protein 13	24234
chr25	35994217	35994596	380	*	4.97792	4.97792	5	Intron (ENSDART00000158027/ENSDARG00000031138, intron 2 of 3)	25	36004209	36004327	119	1	ENSDARG00000098120	-9613	NA	NA	NA	9613
chr14	51618245	51618590	346	*	4.9904	4.9904	5	Intron (ENSDART00000161245/ENSDARG00000098158, intron 6 of 13)	14	51607628	51638769	31142	1	ENSDARG00000098158	10617	100330305	cpxm1b	carboxypeptidase X (M14 family), member 1b	10617
chr5	836007	836344	338	*	4.99348	4.99348	5	Promoter (1-2kb)	5	837217	837370	154	2	ENSDARG00000091776	1026	NA	NA	NA	1026
chr4	28742292	28743027	736	*	5.37194	5.39087	5	Promoter (<=1kb)	4	28742674	28742755	82	1	ENSDARG00000087942	0	NA	NA	NA	0
chr17	32826737	32827248	512	*	5.80213	5.80213	6	Promoter (<=1kb)	17	32793252	32827045	33794	2	ENSDARG00000055151	0	541423	smyd2a	SET and MYND domain containing 2a	0
chr10	16828789	16829332	544	*	5.87398	5.87398	6	Distal Intergenic	10	16798562	16799858	1297	1	ENSDARG00000105041	30227	NA	NA	NA	30227
chr10	77108	77603	496	*	5.88648	5.88648	6	Promoter (<=1kb)	10	76864	81705	4842	1	ENSDARG00000075650	244	445026	vps26c	VPS26 endosomal protein sorting factor C	244
chr1	39929658	39930103	446	*	5.9011	5.9011	6	Distal Intergenic	1	39931871	39946632	14762	2	ENSDARG00000106319	16529	NA	NA	NA	16529
chr20	25931484	25931879	396	*	5.95185	5.95185	6	Distal Intergenic	20	25949335	25980183	30849	2	ENSDARG00000043019	48304	322338	exoc1	exocyst complex component 1	48304
chr2	19780939	19781340	402	*	5.96124	5.96124	6	Distal Intergenic	2	19840864	19841345	482	1	ENSDARG00000100278	-59524	NA	NA	NA	59524
chr22	28145273	28145678	406	*	5.96154	5.96154	6	Distal Intergenic	22	28209736	28213318	3583	2	ENSDARG00000076235	67640	NA	NA	NA	67640
chr3	11872175	11872582	408	*	5.96308	5.96308	6	Distal Intergenic	3	11813072	11861589	48518	2	ENSDARG00000011609	-10586	798356	foxk2b	forkhead box K2b	10586
chr16	15767816	15768227	412	*	5.96904	5.96904	6	Distal Intergenic	16	15818084	15819024	941	2	ENSDARG00000102085	50797	NA	NA	NA	50797
chr6	6209510	6209895	386	*	5.98158	5.98158	6	Intron (ENSDART00000175823/ENSDARG00000107788, intron 1 of 1)	6	6193573	6216065	22493	2	ENSDARG00000107788	6170	NA	NA	NA	6170
chr24	12453794	12454393	600	*	6.71075	6.71075	6	Distal Intergenic	24	12483355	12543277	59923	2	ENSDARG00000005220	88884	393925	pdcd6	programmed cell death 6	88884
chr4	28579882	28580369	488	*	6.83707	6.83707	6	Distal Intergenic	4	28644784	28651122	6339	2	ENSDARG00000104584	70753	NA	NA	NA	70753
chr12	14335948	14336453	506	*	6.87669	6.87669	6	Distal Intergenic	12	14127733	14172990	45258	2	ENSDARG00000055538	-162958	751682	avl9	AVL9 homolog (S. cerevisiase)	162958
chr4	53009938	53010383	446	*	6.87981	6.87981	7	Distal Intergenic	4	53018688	53020950	2263	1	ENSDARG00000104270	-8305	NA	NA	NA	8305
chr21	697800	698241	442	*	6.92455	6.92455	7	Promoter (<=1kb)	21	698907	710496	11590	1	ENSDARG00000104782	-666	259193	oaz1b	ornithine decarboxylase antizyme 1b	666
chr10	16836374	16836813	440	*	6.93766	6.93766	7	Distal Intergenic	10	16798562	16799858	1297	1	ENSDARG00000105041	37812	NA	NA	NA	37812
chr25	35037142	35037585	444	*	6.94322	6.94322	7	Promoter (<=1kb)	25	35028851	35037800	8950	2	ENSDARG00000039951	215	100330221	tmem276a	transmembrane protein 276a	215
chr8	12839028	12839463	436	*	6.96342	6.96342	7	Distal Intergenic	8	12816671	12829614	12944	2	ENSDARG00000058731	-9414	560602	slc2a6	solute carrier family 2 member 6	9414
chr2	15007435	15007802	368	*	6.98062	6.98062	7	Promoter (<=1kb)	2	15007205	15007395	191	1	ENSDARG00000083403	230	NA	NA	NA	230
chr16	26006944	26007459	516	*	7.84822	7.84822	7	Distal Intergenic	16	26039777	26040958	1182	1	ENSDARG00000090707	-32318	NA	NA	NA	32318
chr22	28158846	28159281	436	*	7.90412	7.90412	7	Distal Intergenic	22	28209736	28213318	3583	2	ENSDARG00000076235	54037	NA	NA	NA	54037
chr20	4437741	4438154	414	*	7.91521	7.91521	7	Distal Intergenic	20	4505888	4513709	7822	1	ENSDARG00000099252	-67734	767791	ipcef1	interaction protein for cytohesin exchange factors 1	67734
chr4	28741387	28741828	442	*	7.89399	7.93441	7	Promoter (<=1kb)	4	28741317	28741397	81	1	ENSDARG00000098352	70	NA	NA	NA	70
chr11	1276678	1277099	422	*	7.93627	7.93627	7	Intron (ENSDART00000173017/ENSDARG00000063433, intron 1 of 22)	11	1121078	1306091	185014	2	ENSDARG00000063433	28992	557430	atp2b2	ATPase plasma membrane Ca2+ transporting 2	28992
chr4	40806702	40807239	538	*	8.74792	8.74792	7	Intron (ENSDART00000176816/ENSDARG00000106936, intron 1 of 1)	4	40804174	40804319	146	2	ENSDARG00000081439	-2383	NA	NA	NA	2383
chr5	822276	823171	896	*	8.86378	8.86378	8	Promoter (<=1kb)	5	822115	822282	168	2	ENSDARG00000087337	0	NA	NA	NA	0
chr22	21205441	21205934	494	*	8.88808	8.88808	8	Distal Intergenic	22	21221781	21279269	57489	1	ENSDARG00000056530	-15847	100151400	cpamd8	C3 and PZP like alpha-2-macroglobulin domain containing 8	15847
chr17	53292437	53292916	480	*	8.89658	8.89658	8	Distal Intergenic	17	53294820	53301747	6928	2	ENSDARG00000034063	8831	100334992	unm_sa911	un-named sa911	8831
chr1	52185311	52186090	780	*	9.30606	9.30606	8	3' UTR	1	52157701	52186216	28516	1	ENSDARG00000052348	27610	282615	smarca5	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5	27610
chr7	52743299	52743806	508	*	9.71337	9.71337	8	Distal Intergenic	7	52736640	52737547	908	1	ENSDARG00000108432	6659	NA	NA	NA	6659
chr5	2440264	2440753	490	*	9.82983	9.82983	8	Promoter (<=1kb)	5	2440428	2449011	8584	1	ENSDARG00000103846	0	378848	hspa5	heat shock protein 5	0
chr24	12239363	12240404	1042	*	10.0494	10.0494	8	Distal Intergenic	24	12151592	12152391	800	1	ENSDARG00000108811	87771	NA	NA	NA	87771
chr3	19121488	19122315	828	*	10.2335	10.2335	8	Exon (ENSDART00000134514/ENSDARG00000077226, exon 26 of 34)	3	19096064	19132356	36293	1	ENSDARG00000077226	25424	353295	smarca4a	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4a	25424
chr15	7288184	7288771	588	*	10.5381	10.5381	8	Distal Intergenic	15	7303457	7340783	37327	2	ENSDARG00000100227	52012	406380	slc7a1b	solute carrier family 7 member 1b	52012
chr7	64181688	64182289	602	*	10.6183	10.6237	8	Distal Intergenic	7	63961241	64173170	211930	2	ENSDARG00000100518	-8518	559690	arap2	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2	8518
chr10	16842556	16843137	582	*	10.656	10.656	8	Distal Intergenic	10	16798562	16799858	1297	1	ENSDARG00000105041	43994	NA	NA	NA	43994
chr11	34879347	34879920	574	*	10.6763	10.6763	8	Distal Intergenic	11	34900842	34909179	8338	2	ENSDARG00000011262	29259	402900	traip	TRAF-interacting protein	29259
chr7	24610286	24610719	434	*	10.9274	10.9274	8	Promoter (<=1kb)	7	24610523	24617477	6955	1	ENSDARG00000040224	0	323406	krcp	kelch repeat-containing protein	0
chr16	15764922	15766047	1126	*	11.4719	11.4719	8	Distal Intergenic	16	15818084	15819024	941	2	ENSDARG00000102085	52977	NA	NA	NA	52977
chr17	39991614	39992201	588	*	11.5116	11.5116	9	Distal Intergenic	17	39922768	39939488	16721	2	ENSDARG00000013134	-52126	100331800	prph2la	peripherin 2-like a	52126
chr5	827408	827843	436	*	11.8717	11.8717	9	Promoter (<=1kb)	5	825789	827000	1212	2	ENSDARG00000089382	-408	100037361	zgc:158463	zgc:158463	408
chr4	28614361	28614970	610	*	12.3947	12.3947	9	Distal Intergenic	4	28644784	28651122	6339	2	ENSDARG00000104584	36152	NA	NA	NA	36152
chr21	25811755	25812348	594	*	12.4259	12.4259	9	Distal Intergenic	21	25759270	25765381	6112	2	ENSDARG00000069507	-46374	678636	mettl27	methyltransferase like 27	46374
chr5	47141531	47142424	894	*	12.5166	12.5166	9	Distal Intergenic	5	47127220	47127342	123	2	ENSDARG00000098516	-14189	NA	NA	NA	14189
chr3	19099038	19099669	632	*	12.5429	12.5429	9	5' UTR	3	19096064	19132356	36293	1	ENSDARG00000077226	2974	353295	smarca4a	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4a	2974
chr21	25817726	25818237	512	*	12.7146	12.7146	9	Distal Intergenic	21	25759270	25765381	6112	2	ENSDARG00000069507	-52345	678636	mettl27	methyltransferase like 27	52345
chr24	283	760	478	*	12.7311	12.7311	9	Distal Intergenic	24	7337	8666	1330	1	ENSDARG00000108455	-6577	NA	NA	NA	6577
chr17	46980940	46981663	724	*	12.8948	12.8948	9	Distal Intergenic	17	46964110	46965000	891	2	ENSDARG00000097681	-15940	NA	NA	NA	15940
chr4	31381558	31382397	840	*	12.991	12.991	9	Intron (ENSDART00000163024/ENSDARG00000099444, intron 1 of 1)	4	31362540	31446959	84420	1	ENSDARG00000104064	19018	NA	NA	NA	19018
chr3	19105868	19106451	584	*	13.43	13.43	9	Exon (ENSDART00000134514/ENSDARG00000077226, exon 4 of 34)	3	19096064	19132356	36293	1	ENSDARG00000077226	9804	353295	smarca4a	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4a	9804
chr3	55101589	55102316	728	*	15.5869	15.5869	9	Distal Intergenic	3	54963995	55073946	109952	2	ENSDARG00000035706	-27643	553459	dock6	dedicator of cytokinesis 6	27643
chr8	34866731	34867578	848	*	18.2054	18.2054	9	Distal Intergenic	8	34831411	34832612	1202	2	ENSDARG00000101243	-34119	100333095	LOC100333095	E3 ubiquitin-protein ligase RBBP6-like	34119
chr8	34862861	34863458	598	*	18.2449	18.2449	9	Distal Intergenic	8	34831411	34832612	1202	2	ENSDARG00000101243	-30249	100333095	LOC100333095	E3 ubiquitin-protein ligase RBBP6-like	30249
chr7	34195639	34196502	864	*	18.389	18.389	9	Distal Intergenic	7	34200886	34204219	3334	2	ENSDARG00000077910	7717	100332358	LOC100332358	counting factor associated protein D-like	7717
chr10	16878627	16879494	868	*	19.6772	19.6772	9	Distal Intergenic	10	16899545	16910357	10813	2	ENSDARG00000103135	30863	394006	stoml2	stomatin (EPB72)-like 2	30863
chr16	26013384	26014695	1312	*	22.1475	22.1475	9	Distal Intergenic	16	26039777	26040958	1182	1	ENSDARG00000090707	-25082	NA	NA	NA	25082
chr4	36113537	36115046	1510	*	22.754	22.754	9	Intron (ENSDART00000159872/ENSDARG00000101623, intron 1 of 1)	4	35994749	36120033	125285	2	ENSDARG00000101623	4987	NA	NA	NA	4987
chr10	16850845	16851938	1094	*	25.222	25.222	9	Distal Intergenic	10	16798562	16799858	1297	1	ENSDARG00000105041	52283	NA	NA	NA	52283
chr7	64182918	64183951	1034	*	26.5373	26.5375	9	Distal Intergenic	7	63961241	64173170	211930	2	ENSDARG00000100518	-9748	559690	arap2	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2	9748
