seqnames	start	end	width	strand	tvalue	score	numOfTSS	overlapTSS	group	geneStart	geneEnd	geneLength	geneStrand	geneId	distanceToTSS	ENTREZID	SYMBOL	GENENAME	absDistToTSS
chr5	60949795	60950134	340	*	1.99556	1.99556	0	5' UTR	5	60945975	60953404	7430	2	ENSDARG00000035151	3270	555453	drll.1	draculin-like, tandem duplicate 1	3270
chr5	28602827	28603164	338	*	1.9962	1.9962	0	Exon (ENSDART00000143098/ENSDARG00000092567, exon 52 of 56)	5	28579921	28595276	15356	2	ENSDARG00000076592	-7551	556237	man1b1b	mannosidase, alpha, class 1B, member 1b	7551
chr12	26495582	26495915	334	*	1.99679	1.99679	0	Promoter (<=1kb)	12	26475033	26495871	20839	2	ENSDARG00000030472	0	565514	slc16a5a	solute carrier family 16 member 5a	0
chr20	46637975	46638308	334	*	1.99697	1.99697	0	Promoter (<=1kb)	20	46632878	46638114	5237	2	ENSDARG00000041391	0	326716	tmed10	transmembrane p24 trafficking protein 10	0
chr4	30956249	30956582	334	*	1.99697	1.99697	0	Distal Intergenic	4	30956600	30965242	8643	2	ENSDARG00000104604	8660	NA	NA	NA	8660
chr4	73559551	73559884	334	*	1.99697	1.99697	0	Promoter (<=1kb)	4	73531697	73559954	28258	2	ENSDARG00000068830	70	100003412	zgc:172139	zgc:172139	70
chr9	27580989	27581322	334	*	1.99697	1.99697	0	Promoter (<=1kb)	9	27570572	27581162	10591	2	ENSDARG00000043566	0	550343	nepro	nucleolus and neural progenitor protein	0
chr11	30834407	30834738	332	*	1.99716	1.99716	0	Intron (ENSDART00000127355/ENSDARG00000086881, intron 1 of 1)	11	30800670	30808104	7435	1	ENSDARG00000100787	33737	NA	NA	NA	33737
chr4	36118707	36119038	332	*	1.99733	1.99733	0	Promoter (<=1kb)	4	35994749	36120033	125285	2	ENSDARG00000101623	995	NA	NA	NA	995
chr13	49240582	49240909	328	*	1.99782	1.99782	0	Distal Intergenic	13	49257583	49257715	133	2	ENSDARG00000088790	16806	NA	NA	NA	16806
chr4	40755675	40756002	328	*	1.99797	1.99797	0	Intron (ENSDART00000176816/ENSDARG00000106936, intron 1 of 1)	4	40769482	40771283	1802	1	ENSDARG00000096481	-13480	NA	NA	NA	13480
chr4	43661469	43661796	328	*	1.99797	1.99797	0	Distal Intergenic	4	43671385	43672488	1104	2	ENSDARG00000108661	10692	NA	NA	NA	10692
chr16	18464315	18464642	328	*	1.99797	1.99797	0	Distal Intergenic	16	18422909	18453939	31031	2	ENSDARG00000101633	-10376	NA	NA	NA	10376
chr23	26832843	26833168	326	*	1.99812	1.99812	0	Distal Intergenic	23	26836797	26858230	21434	2	ENSDARG00000014386	25062	406477	galnt6	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 6 (GalNAc-T6)	25062
chr1	46808793	46809118	326	*	1.99826	1.99826	0	Promoter (<=1kb)	1	46808656	46822252	13597	1	ENSDARG00000007734	137	393360	stn1	STN1 subunit of CST complex	137
chr10	7604913	7605236	324	*	1.9984	1.9984	0	Promoter (<=1kb)	10	7605055	7606374	1320	1	ENSDARG00000099187	0	569414	purg	purine-rich element binding protein G	0
chr22	126671	126992	322	*	1.99866	1.99866	0	Intron (ENSDART00000114777/ENSDARG00000079475, intron 8 of 11)	22	132317	136657	4341	1	ENSDARG00000040401	-5325	393833	slc25a20	solute carrier family 25 member 20	5325
chr22	21165667	21165988	322	*	1.99877	1.99877	0	Distal Intergenic	22	21142118	21151291	9174	2	ENSDARG00000073867	-14376	564601	rex1bd	required for excision 1-B domain containing	14376
chr8	39133724	39134045	322	*	1.99877	1.99877	0	Distal Intergenic	8	38617043	39150320	533278	2	ENSDARG00000060518	16275	559556	pcsk5b	proprotein convertase subtilisin/kexin type 5b	16275
chr4	14187393	14187712	320	*	1.99889	1.99889	0	Promoter (<=1kb)	4	14175390	14187880	12491	2	ENSDARG00000097023	168	NA	NA	NA	168
chr11	42353785	42354104	320	*	1.99899	1.99899	0	Promoter (1-2kb)	11	42352132	42429271	77140	1	ENSDARG00000098359	1653	171474	il17rd	interleukin 17 receptor D	1653
chr12	14311781	14312100	320	*	1.99899	1.99899	0	Distal Intergenic	12	14127733	14172990	45258	2	ENSDARG00000055538	-138791	751682	avl9	AVL9 homolog (S. cerevisiase)	138791
chr19	11480307	11480626	320	*	1.99899	1.99899	0	Promoter (<=1kb)	19	11413818	11480395	66578	2	ENSDARG00000087647	0	394136	sept7a	septin 7a	0
chr7	72376163	72376482	320	*	1.99899	1.99899	0	Exon (ENSDART00000161940/ENSDARG00000101142, exon 2 of 4)	7	72381409	72388354	6946	1	ENSDARG00000099078	-4927	NA	NA	NA	4927
chr7	29957986	29958303	318	*	1.9991	1.9991	0	Promoter (1-2kb)	7	29938761	29956728	17968	2	ENSDARG00000005549	-1258	100149283	znf710b	zinc finger protein 710b	1258
chr15	7225889	7226204	316	*	1.99937	1.99937	0	Distal Intergenic	15	7190431	7193386	2956	1	ENSDARG00000007097	35458	550600	her13	hairy-related 13	35458
chr5	825823	826135	313	*	1.99953	1.99953	0	Promoter (<=1kb)	5	825570	825723	154	2	ENSDARG00000091828	-100	NA	NA	NA	100
chr6	55412982	55413293	312	*	1.9996	1.9996	0	Promoter (1-2kb)	6	55386994	55411507	24514	2	ENSDARG00000098114	-1475	321818	ctsa	cathepsin A	1475
chr16	25370423	25370734	312	*	1.99966	1.99966	0	Promoter (<=1kb)	16	25360735	25370550	9816	2	ENSDARG00000055288	0	563270	prelid3a	PRELI domain containing 3A	0
chr5	68024308	68024619	312	*	1.99966	1.99966	0	Promoter (<=1kb)	5	68017991	68024396	6406	2	ENSDARG00000014722	0	30287	her1	hairy-related 1	0
chr20	6461857	6462166	310	*	1.99977	1.99977	0	Intron (ENSDART00000077095/ENSDARG00000038866, intron 2 of 29)	20	6263722	6486869	223148	2	ENSDARG00000038866	24703	570167	trappc8	trafficking protein particle complex subunit 8	24703
chr10	12137600	12137907	308	*	1.99986	1.99986	0	Distal Intergenic	10	12269266	12271014	1749	2	ENSDARG00000101140	133107	NA	NA	NA	133107
chr20	54104382	54104689	308	*	1.99986	1.99986	0	Distal Intergenic	20	54075687	54080959	5273	1	ENSDARG00000086925	28695	NA	NA	NA	28695
chr15	23061753	23062058	306	*	1.9999	1.9999	0	Intron (ENSDART00000035812/ENSDARG00000026753, intron 6 of 20)	15	23019752	23019867	116	2	ENSDARG00000108908	-41886	NA	NA	NA	41886
chr20	55094195	55094500	306	*	1.9999	1.9999	0	Promoter (<=1kb)	20	55043757	55094229	50473	2	ENSDARG00000096258	0	NA	NA	NA	0
chr10	36718729	36719032	304	*	1.99996	1.99996	0	Promoter (<=1kb)	10	36710439	36718842	8404	2	ENSDARG00000097029	0	NA	NA	NA	0
chr4	26860652	26860955	304	*	1.99996	1.99996	0	Distal Intergenic	4	26983691	27085936	102246	1	ENSDARG00000041205	-122736	568985	slc6a1l	solute carrier family 6 member 1, like	122736
chr24	12362537	12362840	304	*	1.99997	1.99997	0	Distal Intergenic	24	12483355	12543277	59923	2	ENSDARG00000005220	180437	393925	pdcd6	programmed cell death 6	180437
chr12	14352535	14352836	302	*	1.99999	1.99999	0	Distal Intergenic	12	14517722	14665228	147507	1	ENSDARG00000079128	-164886	393846	becn1	beclin 1, autophagy related	164886
chr2	37421442	37421743	302	*	1.99999	1.99999	0	Distal Intergenic	2	37383094	37419143	36050	2	ENSDARG00000021225	-2299	117507	prkci	protein kinase C, iota	2299
chr6	20830522	20830823	302	*	1.99999	1.99999	0	Distal Intergenic	6	20834857	20837451	2595	2	ENSDARG00000090260	6628	NA	NA	NA	6628
chr8	34652554	34652855	302	*	1.99999	1.99999	0	Promoter (1-2kb)	8	34654523	34655725	1203	1	ENSDARG00000095285	-1668	NA	NA	NA	1668
chr1	30004788	30005087	300	*	2	2	0	Distal Intergenic	1	30036285	30037484	1200	2	ENSDARG00000091270	32397	NA	NA	NA	32397
chr12	40886464	40886763	300	*	2	2	0	Distal Intergenic	12	40918951	40920724	1774	1	ENSDARG00000108020	-32188	NA	NA	NA	32188
chr22	21215228	21215535	308	*	1.99986	2.0008	0	Distal Intergenic	22	21221781	21279269	57489	1	ENSDARG00000056530	-6246	100151400	cpamd8	C3 and PZP like alpha-2-macroglobulin domain containing 8	6246
chr20	47200994	47201323	330	*	1.99766	2.0017	0	Promoter (<=1kb)	20	47200989	47201152	164	1	ENSDARG00000091486	5	NA	NA	NA	5
chr14	20809006	20809553	548	*	2.87907	2.87907	0	Promoter (<=1kb)	14	20809199	20817949	8751	1	ENSDARG00000053684	0	321664	aldob	aldolase b, fructose-bisphosphate	0
chr7	37104900	37105411	512	*	2.89003	2.89003	0	Intron (ENSDART00000173652/ENSDARG00000074319, intron 1 of 2)	7	37101221	37120914	19694	1	ENSDARG00000074319	3679	555721	sall1a	spalt-like transcription factor 1a	3679
chr15	24613696	24614231	536	*	2.89098	2.89098	0	Promoter (<=1kb)	15	24613789	24627777	13989	1	ENSDARG00000075509	0	325296	phf12b	PHD finger protein 12b	0
chr13	12897106	12897615	510	*	2.89469	2.89469	0	Promoter (<=1kb)	13	12861376	12898376	37001	2	ENSDARG00000026225	761	100000709	nsd2	nuclear receptor binding SET domain protein 2	761
chr3	50398457	50398958	502	*	2.90769	2.90769	0	Exon (ENSDART00000160931/ENSDARG00000069937, exon 20 of 21)	3	50384279	50386306	2028	2	ENSDARG00000097178	-12151	NA	NA	NA	12151
chr12	15788629	15789120	492	*	2.91651	2.91651	0	Distal Intergenic	12	15861970	15876987	15018	1	ENSDARG00000108124	-72850	NA	NA	NA	72850
chr3	17868738	17869235	498	*	2.9214	2.9214	0	Intron (ENSDART00000164673/ENSDARG00000027469, intron 6 of 7)	3	17874235	17881198	6964	2	ENSDARG00000009040	11963	393762	si:ch73-141c7.1	si:ch73-141c7.1	11963
chr8	45751995	45752466	472	*	2.92214	2.92214	0	Promoter (<=1kb)	8	45746992	45752208	5217	2	ENSDARG00000009212	0	336612	ppiaa	peptidylprolyl isomerase Aa (cyclophilin A)	0
chr7	26491528	26492023	496	*	2.92281	2.92281	0	Promoter (<=1kb)	7	26491765	26565989	74225	1	ENSDARG00000056656	0	437007	tspan18a	tetraspanin 18a	0
chr23	28792091	28792570	480	*	2.93373	2.93373	0	Promoter (<=1kb)	23	28792322	28800565	8244	1	ENSDARG00000055760	0	394009	srm	spermidine synthase	0
chr19	20512277	20512746	470	*	2.93405	2.93405	0	Intron (ENSDART00000043924/ENSDARG00000029761, intron 2 of 12)	19	20477569	20522163	44595	2	ENSDARG00000029761	9417	394134	pals2b	protein associated with LIN7 2, MAGUK family member b	9417
chr8	21110983	21111440	458	*	2.93511	2.93511	0	Promoter (<=1kb)	8	21111237	21125321	14085	1	ENSDARG00000052558	0	100006275	porcn	porcupine O-acyltransferase	0
chr7	18915888	18916357	470	*	2.93514	2.93514	0	Promoter (<=1kb)	7	18901053	18916108	15056	2	ENSDARG00000080020	0	799475	il13ra1	interleukin 13 receptor, alpha 1	0
chr4	46915068	46915537	470	*	2.94159	2.94159	0	Intron (ENSDART00000175655/ENSDARG00000092000, intron 1 of 3)	4	46902352	46912365	10014	2	ENSDARG00000086720	-2703	NA	NA	NA	2703
chr2	35133859	35134326	468	*	2.94173	2.94173	0	Promoter (<=1kb)	2	35134170	35154760	20591	1	ENSDARG00000079329	0	100037391	cop1	COP1 E3 ubiquitin ligase	0
chr4	39687376	39687833	458	*	2.94497	2.94497	0	Intron (ENSDART00000143650/ENSDARG00000091176, intron 2 of 2)	4	39660244	39668660	8417	2	ENSDARG00000093573	-18716	NA	NA	NA	18716
chr7	47013738	47014199	462	*	2.94688	2.94688	0	Promoter (<=1kb)	7	47014228	47144181	129954	1	ENSDARG00000079013	-29	796987	dpy19l3	dpy-19 like C-mannosyltransferase 3	29
chr5	42537224	42537671	448	*	2.94767	2.94767	0	Promoter (<=1kb)	5	42537696	42537811	116	2	ENSDARG00000086373	140	NA	NA	NA	140
chr8	30187709	30188146	438	*	2.94922	2.94922	0	Intron (ENSDART00000143809/ENSDARG00000068461, intron 3 of 6)	8	30167573	30167690	118	1	ENSDARG00000080246	20136	NA	NA	NA	20136
chr16	10625743	10626194	452	*	2.95083	2.95083	0	Promoter (<=1kb)	16	10586631	10626068	39438	2	ENSDARG00000078929	0	564613	abhd16a	abhydrolase domain containing 16A, phospholipase	0
chr1	10200975	10201424	450	*	2.95404	2.95404	0	5' UTR	1	10186006	10186130	125	2	ENSDARG00000084839	-14845	NA	NA	NA	14845
chr2	26842578	26843025	448	*	2.95468	2.95468	0	Promoter (<=1kb)	2	26842812	26846234	3423	1	ENSDARG00000055996	0	407690	rps8a	ribosomal protein S8a	0
