seqnames	start	end	width	strand	tvalue	score	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	distanceToTSS	group	absDistToTSS
2L	86433	86870	438	*	3.94956	4.00269	Intron (FBtr0290323/FBgn0002931, intron 1 of 1)	1	82421	87387	4967	2	FBgn0002931	517	3	517
2L	87128	87927	800	*	2.65818	2.71452	Promoter	1	82421	87387	4967	2	FBgn0002931	0	1	0
2L	91229	92392	1164	*	8.06533	8.16019	Distal Intergenic	1	94739	102086	7348	1	FBgn0031216	-2347	5	2347
2L	93553	95114	1562	*	7.72484	7.72484	Promoter	1	94739	102086	7348	1	FBgn0031216	0	5	0
2L	102054	102773	720	*	9.17765	9.17765	Promoter	1	102380	104142	1763	1	FBgn0031217	0	6	0
2L	106577	106970	394	*	8.9731	8.97746	Promoter	1	103962	106732	2771	2	FBgn0026787	0	6	0
2L	107355	109566	2212	*	12.8998	13.1086	5' UTR	1	106903	114432	7530	1	FBgn0005278	452	7	452
2L	114458	114811	354	*	2.99244	2.99244	Promoter	1	114726	156030	41305	1	FBgn0031228	0	1	0
2L	121309	122132	824	*	12.4803	12.4926	Promoter	1	116970	121754	4785	2	FBgn0031220	0	7	0
2L	128069	129568	1500	*	17.9547	17.9547	5' UTR	1	122624	130791	8168	2	FBgn0025683	1223	9	1223
2L	131742	132041	300	*	1	1	Promoter	1	132077	134472	2396	1	FBgn0001142	-36	0	36
2L	134557	135006	450	*	5.90945	5.90945	Promoter	1	135402	136128	727	1	FBgn0265074	-396	4	396
2L	136637	136966	330	*	2.99793	2.99794	Exon (FBtr0336837/FBgn0265075, exon 2 of 2)	1	136144	136701	558	1	FBgn0265075	493	2	493
2L	138167	138490	324	*	3.99886	3.99887	3' UTR	1	136144	136701	558	1	FBgn0265075	2023	3	2023
2L	139623	142008	2386	*	3.15034	3.153	Promoter	1	138384	140992	2609	2	FBgn0051975	0	2	0
2L	143055	143712	658	*	3.78792	3.78792	Promoter	1	141077	143091	2015	2	FBgn0051974	0	2	0
2L	149408	150135	728	*	5.74251	5.74251	Intron (FBtr0306542/FBgn0031228, intron 1 of 2)	1	144231	153300	9070	2	FBgn0259818	3165	3	3165
2L	154696	156275	1580	*	14.9099	14.9099	Promoter	1	153539	155305	1767	2	FBgn0031227	0	8	0
2L	158512	159581	1070	*	12.1351	12.1351	Promoter	1	157836	158664	829	2	FBgn0053635	0	7	0
2L	160143	162588	2446	*	21.8666	22.1369	5' UTR	1	159032	203397	44366	1	FBgn0016977	1111	9	1111
2L	166045	167202	1158	*	23.4304	23.4304	Intron (FBtr0078122/FBgn0016977, intron 2 of 11)	1	159032	203397	44366	1	FBgn0016977	7013	9	7013
2L	168301	168682	382	*	3.98903	4.02178	Intron (FBtr0078122/FBgn0016977, intron 2 of 11)	1	159032	203397	44366	1	FBgn0016977	9269	3	9269
2L	169245	169748	504	*	7.88136	7.89501	Intron (FBtr0078122/FBgn0016977, intron 2 of 11)	1	159032	203397	44366	1	FBgn0016977	10213	5	10213
2L	171148	172389	1242	*	14.176	14.176	Intron (FBtr0078122/FBgn0016977, intron 2 of 11)	1	159032	203397	44366	1	FBgn0016977	12116	8	12116
2L	181406	181875	470	*	4.91426	4.91615	Intron (FBtr0078122/FBgn0016977, intron 2 of 11)	1	203779	204782	1004	1	FBgn0031231	-21904	3	21904
2L	182622	183319	698	*	10.3014	10.3018	5' UTR	1	203779	204782	1004	1	FBgn0031231	-20460	6	20460
2L	203552	203953	402	*	5.97115	5.97115	Promoter	1	203779	204782	1004	1	FBgn0031231	0	4	0
2L	207160	207761	602	*	8.57647	8.57647	Promoter	1	207179	210725	3547	1	FBgn0031233	0	5	0
2L	209535	209842	308	*	1.99986	1.99986	Exon (FBtr0332338/FBgn0031233, exon 3 of 3)	1	204743	207297	2555	2	FBgn0031232	-2238	1	2238
2L	220388	220871	484	*	5.86036	5.86045	Intron (FBtr0078145/FBgn0266557, intron 1 of 6)	1	219651	220050	400	1	FBgn0265151	737	4	737
2L	221819	222756	938	*	13.355	13.5016	5' UTR	1	223519	224708	1190	1	FBgn0265153	-763	7	763
2L	223700	225225	1526	*	19.7152	19.848	Promoter	1	223519	224708	1190	1	FBgn0265153	181	9	181
2L	246134	248368	2235	*	13.5546	13.9131	Intron (FBtr0078144/FBgn0266557, intron 1 of 17)	1	248909	249812	904	1	FBgn0265149	-541	8	541
2L	248839	250146	1308	*	16.3195	16.324	Promoter	1	248909	249812	904	1	FBgn0265149	0	8	0
2L	250249	251260	1012	*	5.90341	6.0991	Promoter	1	210735	250823	40089	2	FBgn0266557	0	4	0
2L	252208	252595	388	*	2.98392	2.98402	Promoter	1	251039	252373	1335	2	FBgn0283652	0	1	0
2L	255010	255309	300	*	1	1.00004	Intron (FBtr0078140/FBgn0031238, intron 1 of 4)	1	251039	252373	1335	2	FBgn0283652	-2637	0	2637
2L	256431	256814	384	*	4.96516	4.96517	Intron (FBtr0078140/FBgn0031238, intron 1 of 4)	1	251039	252373	1335	2	FBgn0283652	-4058	3	4058
2L	267659	268256	598	*	6.82556	6.82556	Promoter	1	259949	267505	7557	2	FBgn0031239	-154	4	154
2L	271516	272199	684	*	10.6588	10.6588	Promoter	1	252589	271744	19156	2	FBgn0031238	0	6	0
2L	273152	274311	1160	*	5.23208	5.23208	Promoter	1	271912	273715	1804	2	FBgn0086912	0	3	0
2L	276857	278116	1260	*	9.27341	9.27341	Promoter	1	277582	282167	4586	1	FBgn0003444	0	6	0
2L	282775	283670	896	*	9.2588	9.2588	Promoter	1	281670	283269	1600	2	FBgn0031244	0	6	0
2L	284928	286493	1566	*	13.7697	13.8414	Promoter	1	286383	288292	1910	1	FBgn0267996	0	8	0
2L	292098	292793	696	*	7.49216	7.49216	Promoter	1	292419	293222	804	1	FBgn0031247	0	5	0
2L	294555	295726	1172	*	6.31155	6.31155	Promoter	1	292959	294681	1723	2	FBgn0017457	0	4	0
2L	297635	298786	1152	*	18.4757	18.7251	Promoter	1	297880	305233	7354	1	FBgn0020622	0	9	0
2L	305727	307130	1404	*	18.3776	18.5227	Promoter	1	305935	355566	49632	1	FBgn0004611	0	9	0
2L	309789	310460	672	*	11.0468	11.0468	5' UTR	1	308537	309348	812	2	FBgn0263872	-441	7	441
2L	311425	311790	366	*	1.9883	1.98858	Intron (FBtr0078047/FBgn0004611, intron 1 of 16)	1	308537	309348	812	2	FBgn0263872	-2077	0	2077
2L	313433	313752	320	*	1.99889	1.99889	Intron (FBtr0078047/FBgn0004611, intron 1 of 16)	1	308537	309348	812	2	FBgn0263872	-4085	1	4085
2L	322590	322945	356	*	4.99427	4.99427	Exon (FBtr0078052/FBgn0053127, exon 1 of 1)	1	322101	323091	991	1	FBgn0053127	489	3	489
2L	335374	337299	1926	*	5.94791	6.2067	Exon (FBtr0078047/FBgn0004611, exon 5 of 17)	1	329910	332335	2426	2	FBgn0051921	-3039	4	3039
2L	347567	348098	532	*	2.88917	2.88917	3' UTR	1	355663	356891	1229	1	FBgn0266907	-7565	1	7565
2L	357741	359326	1586	*	19.2901	19.7863	Promoter	1	355565	357874	2310	2	FBgn0031250	0	9	0
2L	366275	366706	432	*	5.92052	5.92052	Distal Intergenic	1	355565	357874	2310	2	FBgn0031250	-8401	4	8401
2L	368147	369586	1440	*	20.0395	20.0395	Distal Intergenic	1	378112	387439	9328	1	FBgn0000061	-8526	9	8526
2L	370683	371144	462	*	8.92193	8.92194	Distal Intergenic	1	378112	387439	9328	1	FBgn0000061	-6968	6	6968
2L	376530	376839	310	*	1.99984	2.006	Distal Intergenic	1	378112	387439	9328	1	FBgn0000061	-1273	1	1273
2L	377563	378248	686	*	10.2646	10.265	Promoter	1	378112	387439	9328	1	FBgn0000061	0	6	0
2L	379997	380308	312	*	1.9996	1.99977	Intron (FBtr0078053/FBgn0000061, intron 1 of 4)	1	378112	387439	9328	1	FBgn0000061	1885	1	1885
2L	381357	381814	458	*	10.8298	10.8298	Intron (FBtr0078053/FBgn0000061, intron 1 of 4)	1	378112	387439	9328	1	FBgn0000061	3245	6	3245
2L	386233	386586	354	*	3.99446	3.99446	Exon (FBtr0078053/FBgn0000061, exon 4 of 5)	1	378112	387439	9328	1	FBgn0000061	8121	2	8121
2L	389742	390487	746	*	6.32738	6.32738	Distal Intergenic	1	396120	396571	452	1	FBgn0263871	-5633	4	5633
2L	391418	393944	2527	*	11.9563	12.0547	Distal Intergenic	1	396120	396571	452	1	FBgn0263871	-2176	7	2176
2L	399242	399763	522	*	5.8335	5.8335	Intron (FBtr0331204/FBgn0031251, intron 4 of 4)	1	396595	402198	5604	2	FBgn0031251	2435	4	2435
2L	403412	404465	1054	*	5.15503	5.15503	Promoter	1	404285	407969	3685	1	FBgn0003278	0	3	0
2L	412655	415486	2832	*	10.3524	10.3531	Promoter	1	408030	414777	6748	2	FBgn0264855	0	6	0
2L	419405	420114	710	*	6.23444	6.23444	Promoter	1	418434	419652	1219	2	FBgn0031252	0	4	0
2L	421258	421721	464	*	6.91191	6.91202	Promoter	1	420895	421450	556	2	FBgn0031253	0	4	0
2L	422430	423899	1470	*	13.1178	13.1178	Promoter	1	422873	425321	2449	1	FBgn0031255	0	7	0
2L	427335	428070	736	*	7.81522	7.81523	Distal Intergenic	1	431227	448701	17475	1	FBgn0004583	-3157	5	3157
2L	429432	431632	2201	*	13.8262	13.9957	Promoter	1	431227	448701	17475	1	FBgn0004583	0	8	0
2L	438590	440568	1979	*	11.4548	11.6603	Promoter	1	439539	440104	566	1	FBgn0263870	0	7	0
2L	440776	443007	2232	*	12.1127	12.164	Intron (FBtr0078059/FBgn0004583, intron 3 of 5)	1	439539	440104	566	1	FBgn0263870	1237	7	1237
2L	452422	453781	1360	*	14.3126	14.3126	Promoter	1	448254	453024	4771	2	FBgn0015924	0	8	0
2L	467757	468090	334	*	2.99697	2.99721	Intron (FBtr0310035/FBgn0031258, intron 1 of 1)	1	458876	472200	13325	2	FBgn0031258	4110	2	4110
2L	469033	469370	338	*	1.9962	1.9972	Intron (FBtr0310035/FBgn0031258, intron 1 of 1)	1	458876	472200	13325	2	FBgn0031258	2830	0	2830
2L	470313	471894	1582	*	14.4728	14.5576	Promoter	1	458876	472200	13325	2	FBgn0031258	306	8	306
2L	472215	473726	1512	*	5.88706	5.88707	Promoter	1	473013	476170	3158	1	FBgn0027592	0	4	0
2L	478268	480736	2469	*	23.8977	24.4231	Promoter	1	476446	479688	3243	2	FBgn0043364	0	9	0
2L	485275	486136	862	*	5.14906	5.14906	Intron (FBtr0333012/FBgn0003963, intron 1 of 7)	1	490835	492649	1815	1	FBgn0267991	-4699	3	4699
2L	488116	488415	300	*	1	1	Intron (FBtr0333012/FBgn0003963, intron 1 of 7)	1	490835	492649	1815	1	FBgn0267991	-2420	0	2420
2L	490074	491169	1096	*	13.1231	13.1231	Promoter	1	490835	492649	1815	1	FBgn0267991	0	7	0
2L	492233	492600	368	*	2.98958	2.98958	Exon (FBtr0347589/FBgn0267991, exon 1 of 1)	1	490835	492649	1815	1	FBgn0267991	1398	1	1398
2L	493971	494304	334	*	3.99783	3.99783	Intron (FBtr0333012/FBgn0003963, intron 1 of 7)	1	490835	492649	1815	1	FBgn0267991	3136	2	3136
2L	496881	497366	486	*	7.78122	7.78122	Intron (FBtr0333012/FBgn0003963, intron 1 of 7)	1	500873	502236	1364	2	FBgn0267992	4870	5	4870
2L	499724	500481	758	*	14.0323	14.1598	Intron (FBtr0333012/FBgn0003963, intron 1 of 7)	1	500873	502236	1364	2	FBgn0267992	1755	8	1755
2L	501804	502103	300	*	1	1	Promoter	1	500873	502236	1364	2	FBgn0267992	133	0	133
2L	503622	504195	574	*	3.80602	3.80602	Intron (FBtr0333012/FBgn0003963, intron 1 of 7)	1	500873	502236	1364	2	FBgn0267992	-1386	2	1386
2L	506967	507796	830	*	13.5832	13.5832	Intron (FBtr0333012/FBgn0003963, intron 1 of 7)	1	500873	502236	1364	2	FBgn0267992	-4731	7	4731
2L	510307	511118	812	*	15.8459	15.8459	Intron (FBtr0333012/FBgn0003963, intron 1 of 7)	1	500873	502236	1364	2	FBgn0267992	-8071	8	8071
2L	514443	514758	316	*	1.99929	1.9993	Intron (FBtr0333012/FBgn0003963, intron 1 of 7)	1	500873	502236	1364	2	FBgn0267992	-12207	1	12207
2L	515898	517179	1282	*	13.6386	13.6386	Intron (FBtr0333012/FBgn0003963, intron 1 of 7)	1	500873	502236	1364	2	FBgn0267992	-13662	7	13662
2L	522895	523938	1044	*	14.0275	14.2112	5' UTR	1	540599	542580	1982	2	FBgn0010602	18642	8	18642
2L	524476	525137	662	*	13.7176	13.7233	Intron (FBtr0333012/FBgn0003963, intron 1 of 7)	1	540599	542580	1982	2	FBgn0010602	17443	7	17443
2L	530004	530957	954	*	4.91768	4.91964	Intron (FBtr0333012/FBgn0003963, intron 2 of 7)	1	540599	542580	1982	2	FBgn0010602	11623	3	11623
2L	531483	532152	670	*	10.048	10.0491	Intron (FBtr0333012/FBgn0003963, intron 2 of 7)	1	540599	542580	1982	2	FBgn0010602	10428	6	10428
2L	533533	534018	486	*	7.80245	7.80245	Intron (FBtr0333012/FBgn0003963, intron 2 of 7)	1	540599	542580	1982	2	FBgn0010602	8562	5	8562
2L	540430	541281	852	*	8.33122	8.33124	3' UTR	1	540599	542580	1982	2	FBgn0010602	1299	5	1299
2L	542110	542749	640	*	5.5748	5.57497	Promoter	1	540599	542580	1982	2	FBgn0010602	0	3	0
2L	544439	544784	346	*	3.99543	3.99543	Promoter	1	542786	544653	1868	2	FBgn0031260	0	2	0
2L	547843	548636	794	*	15.1889	15.1889	Exon (FBtr0344014/FBgn0005660, exon 2 of 4)	1	545129	547096	1968	1	FBgn0031261	2714	8	2714
2L	552265	553214	950	*	14.879	14.879	Promoter	1	544925	552923	7999	2	FBgn0005660	0	8	0
2L	559413	560862	1450	*	11.7772	11.7772	Promoter	1	559612	560523	912	1	FBgn0031263	0	7	0
2L	563917	564244	328	*	2.99842	2.99842	Promoter	1	564163	566472	2310	1	FBgn0031265	0	2	0
2L	567756	568889	1134	*	5.69348	5.69348	Promoter	1	566366	568121	1756	2	FBgn0021874	0	3	0
2L	573374	574701	1328	*	14.9369	14.9369	Promoter	1	573033	574264	1232	2	FBgn0031267	0	8	0
2L	576721	577158	438	*	4.96439	4.96439	Promoter	1	575711	576896	1186	2	FBgn0013323	0	3	0
2L	584227	584526	300	*	1	1	Exon (FBtr0347398/FBgn0010323, exon 2 of 2)	1	588048	588784	737	1	FBgn0267827	-3522	0	3522
2L	594459	595708	1250	*	17.0699	17.198	Promoter	1	583540	594685	11146	2	FBgn0010323	0	8	0
2L	602234	602983	750	*	10.6952	10.6952	Promoter	1	602813	604430	1618	1	FBgn0031270	0	6	0
2L	604582	605109	528	*	11.6622	11.6623	Downstream (<=300bp)	1	605914	606412	499	1	FBgn0263657	-805	7	805
2L	606014	606415	402	*	3.97217	3.9728	Promoter	1	605914	606412	499	1	FBgn0263657	100	2	100
2L	607861	610052	2192	*	6.67261	6.94509	Promoter	1	608340	609134	795	2	FBgn0263658	0	4	0
2L	612141	613030	890	*	16.202	16.202	Distal Intergenic	1	608340	609134	795	2	FBgn0263658	-3007	8	3007
2L	619459	619978	520	*	2.90245	2.90245	Distal Intergenic	1	620298	621201	904	2	FBgn0040106	1223	1	1223
2L	622986	623699	714	*	13.1759	13.3509	Promoter	1	623107	623665	559	1	FBgn0266032	0	7	0
2L	628466	629033	568	*	6.85966	6.91761	Promoter	1	628729	629052	324	1	FBgn0266909	0	4	0
2L	630766	631187	422	*	4.96491	4.99373	Distal Intergenic	1	628729	629052	324	1	FBgn0266909	2037	3	2037
2L	635161	635542	382	*	4.98025	5.06471	Distal Intergenic	1	628729	629052	324	1	FBgn0266909	6432	3	6432
2L	635731	637080	1350	*	9.39642	9.40547	Distal Intergenic	1	628729	629052	324	1	FBgn0266909	7002	6	7002
2L	638817	640100	1284	*	8.70243	8.78663	3' UTR	1	628729	629052	324	1	FBgn0266909	10088	5	10088
2L	645602	647131	1530	*	15.7357	15.8945	Exon (FBtr0078045/FBgn0000497, exon 11 of 12)	1	628729	629052	324	1	FBgn0266909	16873	8	16873
2L	647487	647944	458	*	3.92773	4.22152	Intron (FBtr0078045/FBgn0000497, intron 10 of 11)	1	628729	629052	324	1	FBgn0266909	18758	3	18758
2L	651797	652096	300	*	1	1	Intron (FBtr0078045/FBgn0000497, intron 6 of 11)	1	628729	629052	324	1	FBgn0266909	23068	0	23068
2L	653573	654042	470	*	4.9024	4.91487	Intron (FBtr0078045/FBgn0000497, intron 5 of 11)	1	628729	629052	324	1	FBgn0266909	24844	3	24844
2L	654613	655160	548	*	5.8702	5.87949	Exon (FBtr0078045/FBgn0000497, exon 5 of 12)	1	628729	629052	324	1	FBgn0266909	25884	4	25884
2L	666883	670619	3737	*	8.9359	8.94904	Intron (FBtr0078045/FBgn0000497, intron 2 of 11)	1	628729	629052	324	1	FBgn0266909	38154	6	38154
2L	675023	675690	668	*	9.60994	9.60994	Intron (FBtr0078045/FBgn0000497, intron 2 of 11)	1	710568	715307	4740	1	FBgn0266323	-34878	6	34878
2L	677586	678323	738	*	8.42729	8.42729	Intron (FBtr0078045/FBgn0000497, intron 2 of 11)	1	710568	715307	4740	1	FBgn0266323	-32245	5	32245
2L	682467	682814	348	*	4.9939	5.00323	Intron (FBtr0078045/FBgn0000497, intron 2 of 11)	1	710568	715307	4740	1	FBgn0266323	-27754	3	27754
2L	683737	686009	2273	*	15.3207	15.6292	Intron (FBtr0078045/FBgn0000497, intron 2 of 11)	1	710568	715307	4740	1	FBgn0266323	-24559	8	24559
2L	686381	686702	322	*	2.99868	3.01444	Intron (FBtr0078045/FBgn0000497, intron 2 of 11)	1	710568	715307	4740	1	FBgn0266323	-23866	2	23866
2L	695908	696307	400	*	5.9614	5.9614	Intron (FBtr0078045/FBgn0000497, intron 2 of 11)	1	710568	715307	4740	1	FBgn0266323	-14261	4	14261
2L	699217	699602	386	*	1.98003	1.98096	Intron (FBtr0078045/FBgn0000497, intron 2 of 11)	1	710568	715307	4740	1	FBgn0266323	-10966	0	10966
2L	700225	702678	2454	*	20.538	20.6826	Intron (FBtr0078045/FBgn0000497, intron 2 of 11)	1	710568	715307	4740	1	FBgn0266323	-7890	9	7890
2L	714752	715945	1194	*	17.0313	17.0634	Promoter	1	640013	714983	74971	2	FBgn0000497	0	8	0
2L	722539	723894	1356	*	7.33297	7.3798	Exon (FBtr0347592/FBgn0267993, exon 2 of 2)	1	721985	724833	2849	2	FBgn0267993	939	5	939
2L	724002	725081	1080	*	12.857	12.8587	Promoter	1	721985	724833	2849	2	FBgn0267993	0	7	0
2L	732282	732623	342	*	1.99555	2.04961	Distal Intergenic	1	728362	730564	2203	1	FBgn0011244	3920	1	3920
2L	733551	734232	682	*	13.8541	13.9135	Distal Intergenic	1	728362	730564	2203	1	FBgn0011244	5189	8	5189
2L	735583	735882	300	*	1	1	Distal Intergenic	1	728362	730564	2203	1	FBgn0011244	7221	0	7221
2L	740122	740511	390	*	3.98432	4.08181	Exon (FBtr0301316/FBgn0026438, exon 2 of 6)	1	737212	744395	7184	2	FBgn0026438	3884	3	3884
2L	740923	741308	386	*	3.98525	4.08237	5' UTR	1	737212	744395	7184	2	FBgn0026438	3087	3	3087
2L	745685	746242	558	*	10.6934	10.6934	Distal Intergenic	1	737212	744395	7184	2	FBgn0026438	-1290	6	1290
2L	757214	757513	300	*	1	1	3' UTR	1	749945	762399	12455	1	FBgn0031275	7269	0	7269
2L	761601	761942	342	*	1.99511	1.99511	3' UTR	1	772514	773093	580	1	FBgn0265825	-10572	0	10572
2L	763347	763654	308	*	1.99986	1.99986	Distal Intergenic	1	772514	773093	580	1	FBgn0265825	-8860	1	8860
2L	782243	782896	654	*	4.50454	4.50454	3' UTR	1	784336	788776	4441	1	FBgn0031279	-1440	3	1440
2L	789961	790464	504	*	7.90407	7.90407	Promoter	1	786153	790798	4646	2	FBgn0000442	334	5	334
2L	801177	801590	414	*	2.9737	2.9737	Distal Intergenic	1	799856	800323	468	1	FBgn0266797	1321	1	1321
2L	803873	804282	410	*	3.9731	3.9731	Distal Intergenic	1	799856	800323	468	1	FBgn0266797	4017	2	4017
2L	808271	808630	360	*	2.9875	3.01606	Distal Intergenic	1	810577	811531	955	1	FBgn0051658	-1947	2	1947
2L	809077	809824	748	*	1.55924	1.57158	Distal Intergenic	1	810577	811531	955	1	FBgn0051658	-753	0	753
2L	810393	810700	308	*	0.999911	1.02373	Promoter	1	810577	811531	955	1	FBgn0051658	0	0	0
2L	811371	811784	414	*	2.96999	2.97284	Promoter	1	811584	813380	1797	1	FBgn0086130	0	1	0
2L	815408	816547	1140	*	10.6991	10.6991	Promoter	1	813314	815950	2637	2	FBgn0031281	0	6	0
2L	818895	820146	1252	*	14.6007	14.6007	Promoter	1	818079	819508	1430	2	FBgn0031284	0	8	0
2L	821196	821851	656	*	5.49787	5.49788	Promoter	1	821289	824337	3049	1	FBgn0031285	0	3	0
2L	825331	826784	1454	*	16.7036	16.7036	Promoter	1	824329	825861	1533	2	FBgn0031286	0	8	0
2L	833140	833439	300	*	1	1	3' UTR	1	825969	833241	7273	1	FBgn0010583	7171	0	7171
2L	837713	838608	896	*	19.3548	19.3552	Intron (FBtr0302121/FBgn0020304, intron 1 of 5)	1	825969	833241	7273	1	FBgn0010583	11744	9	11744
2L	839242	839607	366	*	2.98669	3.00283	Intron (FBtr0302121/FBgn0020304, intron 1 of 5)	1	850702	851163	462	1	FBgn0264869	-11095	2	11095
2L	840465	841076	612	*	5.68704	5.68719	Intron (FBtr0302121/FBgn0020304, intron 1 of 5)	1	850702	851163	462	1	FBgn0264869	-9626	3	9626
2L	844393	844736	344	*	3.99066	3.99066	Intron (FBtr0302120/FBgn0020304, intron 1 of 5)	1	850702	851163	462	1	FBgn0264869	-5966	2	5966
2L	847755	848790	1036	*	14.7556	14.7556	Intron (FBtr0302120/FBgn0020304, intron 1 of 5)	1	850702	851163	462	1	FBgn0264869	-1912	8	1912
2L	850907	851206	300	*	1	1	Promoter	1	833584	851071	17488	2	FBgn0020304	0	0	0
2L	852629	853214	586	*	8.84078	8.84078	Promoter	1	851251	852730	1480	2	FBgn0031287	0	5	0
2L	855219	855658	440	*	7.93338	7.93338	Promoter	1	855337	856639	1303	1	FBgn0031288	0	5	0
2L	865219	866098	880	*	10.3113	10.3114	Promoter	1	865366	865493	128	2	FBgn0086031	0	6	0
2L	866701	868168	1468	*	18.1871	18.2992	Promoter	1	861849	868354	6506	2	FBgn0029095	186	9	186
2L	870413	871916	1504	*	9.63945	9.70425	Promoter	1	870465	877038	6574	1	FBgn0053526	0	6	0
2L	874088	874515	428	*	6.91113	6.91113	3' UTR	1	877302	878270	969	1	FBgn0002936	-2787	4	2787
2L	884987	885388	402	*	2.97872	2.97872	Promoter	1	877172	885141	7970	2	FBgn0031292	0	1	0
2L	890093	890444	352	*	3.9874	3.9874	Distal Intergenic	1	877172	885141	7970	2	FBgn0031292	-4952	2	4952
2L	899931	900328	398	*	4.96144	4.99952	Exon (FBtr0345738/FBgn0002563, exon 2 of 2)	1	901491	901654	164	2	FBgn0003916	1326	3	1326
2L	901519	901874	356	*	1.99552	2.02409	Promoter	1	901491	901654	164	2	FBgn0003916	0	1	0
2L	905975	906294	320	*	3.9988	4.00211	Distal Intergenic	1	904029	904347	319	1	FBgn0266799	1946	3	1946
2L	907072	907411	340	*	2.99571	3.00009	Distal Intergenic	1	904029	904347	319	1	FBgn0266799	3043	2	3043
2L	914019	914330	312	*	2.99973	2.99973	Promoter	1	914086	917805	3720	1	FBgn0046113	0	2	0
2L	921664	922409	746	*	3.70013	3.70013	Promoter	1	922793	958098	35306	1	FBgn0028481	-384	2	384
2L	923974	924353	380	*	2.9867	2.9867	Intron (FBtr0077949/FBgn0028481, intron 1 of 10)	1	922793	958098	35306	1	FBgn0028481	1181	1	1181
2L	939815	940256	442	*	10.8908	10.8908	Intron (FBtr0077949/FBgn0028481, intron 2 of 10)	1	922793	958098	35306	1	FBgn0028481	17022	6	17022
2L	949628	949929	302	*	1.99999	2.00023	Intron (FBtr0077949/FBgn0028481, intron 2 of 10)	1	922793	958098	35306	1	FBgn0028481	26835	1	26835
2L	950906	951205	300	*	2	2.00023	Intron (FBtr0077949/FBgn0028481, intron 3 of 10)	1	922793	958098	35306	1	FBgn0028481	28113	1	28113
2L	970663	971014	352	*	4.99207	4.99207	Distal Intergenic	1	987807	991300	3494	2	FBgn0266036	20286	3	20286
2L	972883	973182	300	*	1	1.00022	Distal Intergenic	1	987807	991300	3494	2	FBgn0266036	18118	0	18118
2L	974201	975782	1582	*	8.94373	9.13089	Distal Intergenic	1	987807	991300	3494	2	FBgn0266036	15518	6	15518
2L	991377	992510	1134	*	18.8089	18.8089	Promoter	1	987807	991300	3494	2	FBgn0266036	-77	9	77
2L	1007022	1008403	1382	*	24.2327	24.2526	3' UTR	1	987807	991300	3494	2	FBgn0266036	-15722	9	15722
