seqnames	start	end	width	strand	tvalue	score	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	distanceToTSS	ENTREZID	SYMBOL	GENENAME	group	absDistToTSS
1	6377492	6378595	1104	*	35.6464	35.6464	Distal Intergenic	1	6401038	6401099	62	1	ENSCJAG00000034260	-22443	NA	NA	NA	8	22443
1	6384842	6385497	656	*	13.878	13.878	Distal Intergenic	1	6401038	6401099	62	1	ENSCJAG00000034260	-15541	NA	NA	NA	2	15541
1	6390932	6391541	610	*	12.5247	12.5247	Distal Intergenic	1	6401038	6401099	62	1	ENSCJAG00000034260	-9497	NA	NA	NA	1	9497
1	6980963	6981696	734	*	15.7776	15.7776	Distal Intergenic	1	6871553	6902790	31238	1	ENSCJAG00000003211	109410	NA	NA	NA	3	109410
1	7285493	7286314	822	*	11.6784	11.6784	Distal Intergenic	1	7203730	7203854	125	1	ENSCJAG00000033936	81763	NA	NA	NA	1	81763
1	7561093	7561740	648	*	13.4136	13.4136	Distal Intergenic	1	7203730	7203854	125	1	ENSCJAG00000033936	357363	NA	NA	NA	2	357363
1	7790780	7791505	726	*	16.0009	16.0009	Distal Intergenic	1	7203730	7203854	125	1	ENSCJAG00000033936	587050	NA	NA	NA	3	587050
1	8328319	8329858	1540	*	51.6445	52.3799	Distal Intergenic	1	8553222	8554501	1280	2	ENSCJAG00000003223	224643	NA	NA	NA	9	224643
1	8346053	8346894	842	*	24.1184	24.1184	Distal Intergenic	1	8553222	8554501	1280	2	ENSCJAG00000003223	207607	NA	NA	NA	6	207607
1	8356287	8356850	564	*	12.6279	12.6279	Distal Intergenic	1	8553222	8554501	1280	2	ENSCJAG00000003223	197651	NA	NA	NA	1	197651
1	8590648	8591439	792	*	21.0246	21.0246	Distal Intergenic	1	8553222	8554501	1280	2	ENSCJAG00000003223	-36147	NA	NA	NA	5	36147
1	9557450	9558045	596	*	5.79759	5.79759	Distal Intergenic	1	9566630	9609107	42478	2	ENSCJAG00000003225	51062	NA	NA	NA	0	51062
1	9667086	9668671	1586	*	40.6689	41.2436	Distal Intergenic	1	9694345	9713318	18974	2	ENSCJAG00000003252	44647	NA	NA	NA	9	44647
1	9712838	9713793	956	*	16.4806	16.4806	Promoter (<=1kb)	1	9694345	9713318	18974	2	ENSCJAG00000003252	0	NA	NA	NA	3	0
1	9719525	9720946	1422	*	44.0155	44.0155	Promoter (<=1kb)	1	9720100	9748080	27981	1	ENSCJAG00000003277	0	NA	NA	NA	9	0
1	10426438	10427073	636	*	17.151	17.151	Intron (ENSCJAT00000006416/ENSCJAG00000003300, intron 1 of 30)	1	10139179	10431989	292811	2	ENSCJAG00000003300	4916	NA	NA	NA	3	4916
1	10431029	10431702	674	*	16.1728	16.1728	Promoter (<=1kb)	1	10139179	10431989	292811	2	ENSCJAG00000003300	287	NA	NA	NA	3	287
1	10773704	10774717	1014	*	27.7427	27.7427	5' UTR	1	10717713	10777791	60079	2	ENSCJAG00000003362	3074	NA	NA	NA	7	3074
1	10777241	10778290	1050	*	25.2691	25.2691	Promoter (<=1kb)	1	10717713	10777791	60079	2	ENSCJAG00000003362	0	NA	NA	NA	6	0
1	10813089	10814532	1444	*	45.9883	45.9883	Promoter (<=1kb)	1	10813879	10894552	80674	1	ENSCJAG00000003402	0	100392848	CLDN10	claudin 10	9	0
1	10916122	10916783	662	*	16.6894	16.6894	Intron (ENSCJAT00000006669/ENSCJAG00000003433, intron 37 of 38)	1	10911785	10912089	305	2	ENSCJAG00000003482	-4033	NA	NA	NA	3	4033
1	11036873	11037726	854	*	15.5757	15.5757	Intron (ENSCJAT00000006669/ENSCJAG00000003433, intron 12 of 38)	1	11095769	11095881	113	2	ENSCJAG00000024245	58155	NA	NA	NA	3	58155
1	11166824	11167581	758	*	10.3102	10.3102	Distal Intergenic	1	10904231	11148487	244257	2	ENSCJAG00000003433	-18337	100394295	UGGT2	UDP-glucose glycoprotein glucosyltransferase 2	0	18337
1	11191499	11192888	1390	*	45.4173	45.4173	Distal Intergenic	1	10904231	11148487	244257	2	ENSCJAG00000003433	-43012	100394295	UGGT2	UDP-glucose glycoprotein glucosyltransferase 2	9	43012
1	11443157	11443872	716	*	12.8978	12.8978	Distal Intergenic	1	10904231	11148487	244257	2	ENSCJAG00000003433	-294670	100394295	UGGT2	UDP-glucose glycoprotein glucosyltransferase 2	1	294670
1	12019055	12019588	534	*	12.6148	12.6148	Distal Intergenic	1	12062939	12063242	304	2	ENSCJAG00000029181	43654	NA	NA	NA	1	43654
1	12217591	12218202	612	*	19.9585	19.9585	Distal Intergenic	1	12252732	12502104	249373	1	ENSCJAG00000004294	-34530	100406764	MBNL2	muscleblind like splicing regulator 2	5	34530
1	12235503	12236550	1048	*	20.1603	20.1603	Distal Intergenic	1	12252732	12502104	249373	1	ENSCJAG00000004294	-16182	100406764	MBNL2	muscleblind like splicing regulator 2	5	16182
1	12252301	12253012	712	*	16.5307	16.5307	Promoter (<=1kb)	1	12252732	12502104	249373	1	ENSCJAG00000004294	0	100406764	MBNL2	muscleblind like splicing regulator 2	3	0
1	12324954	12325819	866	*	15.1972	15.1972	5' UTR	1	12252732	12502104	249373	1	ENSCJAG00000004294	72222	100406764	MBNL2	muscleblind like splicing regulator 2	2	72222
1	12394533	12395138	606	*	15.3581	15.3581	Intron (ENSCJAT00000008228/ENSCJAG00000004294, intron 3 of 7)	1	12469811	12469917	107	2	ENSCJAG00000034395	74779	NA	NA	NA	3	74779
1	12426298	12427161	864	*	20.1588	20.1588	Intron (ENSCJAT00000008228/ENSCJAG00000004294, intron 3 of 7)	1	12469811	12469917	107	2	ENSCJAG00000034395	42756	NA	NA	NA	5	42756
1	12451133	12451696	564	*	7.69252	7.69252	Intron (ENSCJAT00000008228/ENSCJAG00000004294, intron 5 of 7)	1	12469811	12469917	107	2	ENSCJAG00000034395	18221	NA	NA	NA	0	18221
1	12479714	12480385	672	*	17.0121	17.0121	Intron (ENSCJAT00000008228/ENSCJAG00000004294, intron 7 of 7)	1	12470053	12470144	92	2	ENSCJAG00000027291	-9570	NA	NA	NA	3	9570
1	12542368	12543923	1556	*	30.9321	31.1383	Promoter (1-2kb)	1	12545789	12580125	34337	1	ENSCJAG00000004316	-1866	NA	NA	NA	7	1866
1	12585814	12586345	532	*	11.6675	11.6675	Distal Intergenic	1	12545789	12580125	34337	1	ENSCJAG00000004316	40025	NA	NA	NA	1	40025
1	12854181	12854764	584	*	8.67531	8.67531	Distal Intergenic	1	12892402	12892519	118	2	ENSCJAG00000024399	37755	NA	NA	NA	0	37755
1	12864260	12864849	590	*	10.6516	10.6516	Distal Intergenic	1	12892402	12892519	118	2	ENSCJAG00000024399	27670	NA	NA	NA	1	27670
1	12927941	12928540	600	*	12.5318	12.5318	Distal Intergenic	1	12892402	12892519	118	2	ENSCJAG00000024399	-35422	NA	NA	NA	1	35422
1	12950779	12951446	668	*	9.95107	9.95107	Distal Intergenic	1	12892402	12892519	118	2	ENSCJAG00000024399	-58260	NA	NA	NA	0	58260
1	12959361	12959946	586	*	7.74996	7.74996	Distal Intergenic	1	13017151	13017254	104	1	ENSCJAG00000026897	-57205	NA	NA	NA	0	57205
1	13043008	13043711	704	*	11.7916	11.7916	Distal Intergenic	1	13017151	13017254	104	1	ENSCJAG00000026897	25857	NA	NA	NA	1	25857
1	13102099	13103468	1370	*	64.1598	64.1598	5' UTR	1	13087849	13087989	141	1	ENSCJAG00000027745	14250	NA	NA	NA	9	14250
1	13353965	13354852	888	*	26.3234	26.3234	Intron (ENSCJAT00000008614/ENSCJAG00000004456, intron 2 of 26)	1	13343231	13343584	354	2	ENSCJAG00000026213	-10381	NA	NA	NA	6	10381
1	13399138	13399831	694	*	17.2596	17.2596	Intron (ENSCJAT00000008614/ENSCJAG00000004456, intron 2 of 26)	1	13386666	13386962	297	1	ENSCJAG00000037956	12472	NA	NA	NA	3	12472
1	13583442	13584035	594	*	11.4126	11.4126	Intron (ENSCJAT00000008614/ENSCJAG00000004456, intron 17 of 26)	1	13609838	13747400	137563	2	ENSCJAG00000004508	163365	100406397	STK24	serine/threonine kinase 24	1	163365
1	13602488	13603233	746	*	19.6756	19.6756	Intron (ENSCJAT00000008614/ENSCJAG00000004456, intron 24 of 26)	1	13609838	13747400	137563	2	ENSCJAG00000004508	144167	100406397	STK24	serine/threonine kinase 24	4	144167
1	13606944	13607667	724	*	17.9745	17.9745	Distal Intergenic	1	13609838	13747400	137563	2	ENSCJAG00000004508	139733	100406397	STK24	serine/threonine kinase 24	4	139733
1	13752582	13753461	880	*	18.7511	18.7511	Distal Intergenic	1	13609838	13747400	137563	2	ENSCJAG00000004508	-5182	100406397	STK24	serine/threonine kinase 24	4	5182
1	13834838	13835611	774	*	23.8382	23.8382	Distal Intergenic	1	13848307	13848602	296	1	ENSCJAG00000037534	-12696	NA	NA	NA	6	12696
1	13990888	13991429	542	*	13.5015	13.5015	Intron (ENSCJAT00000041146/ENSCJAG00000020855, intron 38 of 54)	1	14026033	14026167	135	1	ENSCJAG00000030265	-34604	NA	NA	NA	2	34604
1	14032856	14033551	696	*	17.1029	17.1029	Intron (ENSCJAT00000041146/ENSCJAG00000020855, intron 26 of 54)	1	14026033	14026167	135	1	ENSCJAG00000030265	6823	NA	NA	NA	3	6823
1	14164813	14165432	620	*	12.5186	12.5186	Intron (ENSCJAT00000041140/ENSCJAG00000020855, intron 1 of 55)	1	14179333	14179440	108	1	ENSCJAG00000023744	-13901	118148295	LOC118148295	U6 spliceosomal RNA	1	13901
1	14168480	14169167	688	*	11.7777	11.8241	Intron (ENSCJAT00000041140/ENSCJAG00000020855, intron 1 of 55)	1	14179333	14179440	108	1	ENSCJAG00000023744	-10166	118148295	LOC118148295	U6 spliceosomal RNA	1	10166
1	14169579	14170716	1138	*	28.495	28.4978	5' UTR	1	14179333	14179440	108	1	ENSCJAG00000023744	-8617	118148295	LOC118148295	U6 spliceosomal RNA	7	8617
1	14332834	14333433	600	*	11.4274	11.4274	Promoter (<=1kb)	1	14333433	14333645	213	2	ENSCJAG00000023297	212	NA	NA	NA	1	212
1	14342132	14344252	2121	*	30.3577	30.553	Promoter (<=1kb)	1	14342292	14540448	198157	1	ENSCJAG00000020946	0	100386938	UBAC2	UBA domain containing 2	7	0
1	14407902	14408559	658	*	11.1714	11.1714	Intron (ENSCJAT00000060634/ENSCJAG00000020946, intron 4 of 8)	1	14396802	14404076	7275	2	ENSCJAG00000023298	-3826	NA	NA	NA	1	3826
1	14497023	14498564	1542	*	30.6863	31.1802	Intron (ENSCJAT00000060634/ENSCJAG00000020946, intron 7 of 8)	1	14505574	14505670	97	1	ENSCJAG00000033202	-7010	NA	NA	NA	7	7010
1	14598217	14598834	618	*	19.0382	19.0382	Distal Intergenic	1	14615315	14615388	74	2	ENSCJAG00000036734	16554	NA	NA	NA	4	16554
1	14661096	14661839	744	*	17.4211	17.4211	Promoter (<=1kb)	1	14661528	14726407	64880	1	ENSCJAG00000020955	0	100389474	TM9SF2	transmembrane 9 superfamily member 2	4	0
1	14724706	14725307	602	*	10.6058	10.6058	Intron (ENSCJAT00000041217/ENSCJAG00000020955, intron 16 of 16)	1	14756185	14756933	749	1	ENSCJAG00000020978	-30878	NA	NA	NA	1	30878
1	14764092	14765509	1418	*	42.7192	42.7192	Promoter (<=1kb)	1	14764825	15060749	295925	1	ENSCJAG00000020979	0	100389101	CLYBL	citramalyl-CoA lyase	9	0
1	14833089	14833654	566	*	20.2374	20.2374	Intron (ENSCJAT00000041241/ENSCJAG00000020979, intron 1 of 8)	1	14797990	14798285	296	1	ENSCJAG00000037214	35099	NA	NA	NA	5	35099
1	15231777	15233092	1316	*	33.7725	33.7725	Promoter (<=1kb)	1	15232590	15681785	449196	1	ENSCJAG00000020998	0	100412765	PCCA	propionyl-CoA carboxylase subunit alpha	8	0
1	15665863	15666496	634	*	11.618	11.618	Intron (ENSCJAT00000041307/ENSCJAG00000020998, intron 21 of 23)	1	15682865	15685404	2540	2	ENSCJAG00000021010	18908	NA	NA	NA	1	18908
1	15810677	15811312	636	*	14.314	14.314	Intron (ENSCJAT00000041334/ENSCJAG00000021012, intron 5 of 17)	1	15756420	15835141	78722	2	ENSCJAG00000021012	23829	NA	NA	NA	2	23829
1	15833730	15834547	818	*	13.0902	13.9005	Promoter (<=1kb)	1	15756420	15835141	78722	2	ENSCJAG00000021012	594	NA	NA	NA	2	594
1	15834624	15835663	1040	*	38.0796	38.1266	Promoter (<=1kb)	1	15756420	15835141	78722	2	ENSCJAG00000021012	0	NA	NA	NA	8	0
1	15951990	15952559	570	*	13.5101	13.5101	Distal Intergenic	1	15875503	15875613	111	1	ENSCJAG00000024724	76487	NA	NA	NA	2	76487
1	16323305	16323862	558	*	8.73745	8.73745	Intron (ENSCJAT00000041392/ENSCJAG00000021036, intron 10 of 38)	1	16226140	16601285	375146	2	ENSCJAG00000021036	277423	100410741	NALCN	sodium leak channel, non-selective	0	277423
1	16484266	16485207	942	*	15.9128	15.9128	Intron (ENSCJAT00000041392/ENSCJAG00000021036, intron 2 of 38)	1	16226140	16601285	375146	2	ENSCJAG00000021036	116078	100410741	NALCN	sodium leak channel, non-selective	3	116078
1	16618685	16619708	1024	*	26.8317	26.8681	Distal Intergenic	1	16226140	16601285	375146	2	ENSCJAG00000021036	-17400	100410741	NALCN	sodium leak channel, non-selective	7	17400
1	16619935	16620540	606	*	14.5504	15.037	Distal Intergenic	1	16226140	16601285	375146	2	ENSCJAG00000021036	-18650	100410741	NALCN	sodium leak channel, non-selective	2	18650
1	16658045	16658872	828	*	12.1175	12.1175	Distal Intergenic	1	16661023	16928418	267396	1	ENSCJAG00000021057	-2151	100385274	ITGBL1	integrin subunit beta like 1	1	2151
1	17607750	17608299	550	*	8.65997	8.65997	Distal Intergenic	1	17338119	17338229	111	2	ENSCJAG00000026517	-269521	NA	NA	NA	0	269521
1	17731675	17732222	548	*	11.5937	11.5993	Distal Intergenic	1	17917655	17918128	474	2	ENSCJAG00000031821	185906	NA	NA	NA	1	185906
1	17732878	17733651	774	*	18.9214	18.9231	Distal Intergenic	1	17917655	17918128	474	2	ENSCJAG00000031821	184477	NA	NA	NA	4	184477
1	17734415	17735114	700	*	18.96	18.9605	Distal Intergenic	1	17917655	17918128	474	2	ENSCJAG00000031821	183014	NA	NA	NA	4	183014
1	17946772	17947729	958	*	21.5582	21.5582	Distal Intergenic	1	17952111	18033192	81082	1	ENSCJAG00000020115	-4382	NA	NA	NA	5	4382
1	17951569	17952548	980	*	28.0094	28.0094	Promoter (<=1kb)	1	17952111	18033192	81082	1	ENSCJAG00000020115	0	NA	NA	NA	7	0
1	18157392	18158429	1038	*	29.1101	29.1117	Promoter (<=1kb)	1	18158185	18192318	34134	1	ENSCJAG00000020081	0	NA	NA	NA	7	0
1	18158957	18159960	1004	*	41.7896	41.7902	Promoter (<=1kb)	1	18158185	18192318	34134	1	ENSCJAG00000020081	772	NA	NA	NA	9	772
1	18199524	18200747	1224	*	32.0607	32.0607	Promoter (<=1kb)	1	18200115	18231904	31790	1	ENSCJAG00000020073	0	100393826	ERCC5	ERCC excision repair 5, endonuclease	8	0
1	18236479	18237038	560	*	9.63319	9.63319	Distal Intergenic	1	18249400	18253601	4202	1	ENSCJAG00000020064	-12362	NA	NA	NA	0	12362
1	18674610	18675255	646	*	13.4128	13.4128	Distal Intergenic	1	18411809	18430520	18712	2	ENSCJAG00000020061	-244090	NA	NA	NA	2	244090
1	19180609	19181334	726	*	19.041	19.041	Distal Intergenic	1	19507783	19507889	107	2	ENSCJAG00000025066	326555	NA	NA	NA	4	326555
1	19241475	19242084	610	*	16.3015	16.3015	Distal Intergenic	1	19507783	19507889	107	2	ENSCJAG00000025066	265805	NA	NA	NA	3	265805
1	19427731	19428452	722	*	20.0407	20.0407	Distal Intergenic	1	19507783	19507889	107	2	ENSCJAG00000025066	79437	NA	NA	NA	5	79437
1	19943755	19944608	854	*	12.9871	12.9871	Distal Intergenic	1	20049134	20049240	107	2	ENSCJAG00000027018	104632	118148087	LOC118148087	U6 spliceosomal RNA	2	104632
1	20162441	20163020	580	*	4.78714	4.78714	Distal Intergenic	1	20049134	20049240	107	2	ENSCJAG00000027018	-113201	118148087	LOC118148087	U6 spliceosomal RNA	0	113201
1	20347754	20348495	742	*	16.3398	16.3398	Distal Intergenic	1	20049134	20049240	107	2	ENSCJAG00000027018	-298514	118148087	LOC118148087	U6 spliceosomal RNA	3	298514
1	20993697	20994364	668	*	16.2572	16.2572	Distal Intergenic	1	21153540	21153633	94	2	ENSCJAG00000037862	159269	NA	NA	NA	3	159269
1	21020529	21021206	678	*	14.2962	14.2962	Distal Intergenic	1	21153540	21153633	94	2	ENSCJAG00000037862	132427	NA	NA	NA	2	132427
1	21431501	21432332	832	*	15.0672	15.0672	Distal Intergenic	1	21465370	21465486	117	2	ENSCJAG00000034313	33154	NA	NA	NA	2	33154
1	21672572	21673165	594	*	15.5496	15.5496	Distal Intergenic	1	21806022	21851176	45155	2	ENSCJAG00000014704	178011	100397067	EFNB2	ephrin B2	3	178011
1	21674742	21675391	650	*	13.0497	13.0497	Distal Intergenic	1	21806022	21851176	45155	2	ENSCJAG00000014704	175785	100397067	EFNB2	ephrin B2	2	175785
1	21806813	21807714	902	*	24.3846	24.3846	3' UTR	1	21806022	21851176	45155	2	ENSCJAG00000014704	43462	100397067	EFNB2	ephrin B2	6	43462
1	21851264	21852003	740	*	26.2844	26.2851	Promoter (<=1kb)	1	21806022	21851176	45155	2	ENSCJAG00000014704	-88	100397067	EFNB2	ephrin B2	6	88
1	21852741	21853918	1178	*	45.8531	45.8531	Promoter (1-2kb)	1	21806022	21851176	45155	2	ENSCJAG00000014704	-1565	100397067	EFNB2	ephrin B2	9	1565
1	21883673	21884644	972	*	26.2518	26.2518	Promoter (<=1kb)	1	21859651	21884147	24497	2	ENSCJAG00000014700	0	NA	NA	NA	6	0
1	22439648	22440443	796	*	19.0225	19.0225	Distal Intergenic	1	22460937	22461020	84	2	ENSCJAG00000037023	20577	NA	NA	NA	4	20577
1	22537002	22537547	546	*	7.73331	7.73331	Intron (ENSCJAT00000058282/ENSCJAG00000031904, intron 1 of 1)	1	22501211	22543222	42012	2	ENSCJAG00000031904	5675	NA	NA	NA	0	5675
1	22543367	22543950	584	*	9.62838	9.62838	Promoter (<=1kb)	1	22501211	22543222	42012	2	ENSCJAG00000031904	-145	NA	NA	NA	0	145
1	22774562	22775131	570	*	13.3697	13.3697	Distal Intergenic	1	22501211	22543222	42012	2	ENSCJAG00000031904	-231340	NA	NA	NA	2	231340
1	23184715	23185538	824	*	25.4464	25.4464	Promoter (1-2kb)	1	23182385	23183347	963	2	ENSCJAG00000014696	-1368	NA	NA	NA	6	1368
1	23199405	23200054	650	*	10.55	10.5617	Distal Intergenic	1	23182385	23183347	963	2	ENSCJAG00000014696	-16058	NA	NA	NA	1	16058
1	23200575	23201192	618	*	12.5304	12.5406	Distal Intergenic	1	23182385	23183347	963	2	ENSCJAG00000014696	-17228	NA	NA	NA	1	17228
1	23531644	23532427	784	*	17.428	17.428	Intron (ENSCJAT00000059702/ENSCJAG00000014689, intron 1 of 1)	1	23524394	23536991	12598	2	ENSCJAG00000014689	4564	NA	NA	NA	4	4564
1	23536818	23537727	910	*	34.5473	34.5473	Promoter (<=1kb)	1	23537247	23550531	13285	1	ENSCJAG00000014685	0	100399133	ABHD13	abhydrolase domain containing 13	8	0
1	23771168	23771779	612	*	14.4673	14.4673	Distal Intergenic	1	23938064	24580207	642144	1	ENSCJAG00000014617	-166285	NA	NA	NA	2	166285
1	23913436	23913995	560	*	8.68076	8.68076	Distal Intergenic	1	23938064	24580207	642144	1	ENSCJAG00000014617	-24069	NA	NA	NA	0	24069
1	24518301	24519826	1526	*	37.3322	37.5062	Intron (ENSCJAT00000028530/ENSCJAG00000014617, intron 32 of 34)	1	23938064	24580207	642144	1	ENSCJAG00000014617	580237	NA	NA	NA	8	580237
1	24578506	24579337	832	*	17.6923	17.6923	3' UTR	1	24946095	25121837	175743	2	ENSCJAG00000014608	542500	NA	NA	NA	4	542500
1	24765169	24765844	676	*	13.1255	13.1255	Distal Intergenic	1	24946095	25121837	175743	2	ENSCJAG00000014608	355993	NA	NA	NA	2	355993
1	24869046	24870445	1400	*	14.5093	14.5093	Distal Intergenic	1	24946095	25121837	175743	2	ENSCJAG00000014608	251392	NA	NA	NA	2	251392
1	25123452	25124707	1256	*	46.3336	46.3336	Promoter (1-2kb)	1	24946095	25121837	175743	2	ENSCJAG00000014608	-1615	NA	NA	NA	9	1615
1	25175062	25175613	552	*	17.6526	17.6526	Distal Intergenic	1	24946095	25121837	175743	2	ENSCJAG00000014608	-53225	NA	NA	NA	4	53225
1	25456471	25457294	824	*	16.2153	16.2153	Distal Intergenic	1	25496934	25652842	155909	2	ENSCJAG00000014430	195548	100400812	COL4A1	collagen type IV alpha 1 chain	3	195548
1	25481431	25482540	1110	*	26.9329	26.9329	Distal Intergenic	1	25496934	25652842	155909	2	ENSCJAG00000014430	170302	100400812	COL4A1	collagen type IV alpha 1 chain	7	170302
1	25487102	25488277	1176	*	36.9922	36.9922	Distal Intergenic	1	25496934	25652842	155909	2	ENSCJAG00000014430	164565	100400812	COL4A1	collagen type IV alpha 1 chain	8	164565
1	25534770	25535651	882	*	12.6401	12.6401	Intron (ENSCJAT00000028397/ENSCJAG00000014430, intron 24 of 52)	1	25496934	25652842	155909	2	ENSCJAG00000014430	117191	100400812	COL4A1	collagen type IV alpha 1 chain	1	117191
1	25571039	25571694	656	*	19.6084	19.6084	Intron (ENSCJAT00000028397/ENSCJAG00000014430, intron 2 of 52)	1	25496934	25652842	155909	2	ENSCJAG00000014430	81148	100400812	COL4A1	collagen type IV alpha 1 chain	4	81148
1	25641311	25642770	1460	*	22.1703	22.1703	Intron (ENSCJAT00000028397/ENSCJAG00000014430, intron 1 of 52)	1	25496934	25652842	155909	2	ENSCJAG00000014430	10072	100400812	COL4A1	collagen type IV alpha 1 chain	5	10072
1	25652443	25653068	626	*	24.6757	24.6757	Promoter (<=1kb)	1	25652976	25866475	213500	1	ENSCJAG00000014238	0	100405184	COL4A2	collagen type IV alpha 2 chain	6	0
1	25819966	25820651	686	*	15.2966	15.2966	Intron (ENSCJAT00000028020/ENSCJAG00000014238, intron 3 of 20)	1	25812271	25813451	1181	2	ENSCJAG00000035709	-6515	NA	NA	NA	3	6515
1	25897338	25897967	630	*	6.68437	6.68437	Intron (ENSCJAT00000027665/ENSCJAG00000014236, intron 1 of 1)	1	25881741	25918475	36735	2	ENSCJAG00000014236	20508	NA	NA	NA	0	20508
1	25969171	25970262	1092	*	34.3976	34.3976	Promoter (<=1kb)	1	25969821	25994250	24430	1	ENSCJAG00000014207	0	100405542	NAXD	NAD(P)HX dehydratase	8	0
1	26051919	26052856	938	*	32.0663	32.0663	5' UTR	1	26057128	26057593	466	2	ENSCJAG00000014181	4737	NA	NA	NA	8	4737
1	26058792	26060355	1564	*	49.9281	51.0792	Promoter (<=1kb)	1	26059466	26067370	7905	1	ENSCJAG00000014168	0	NA	NA	NA	9	0
1	26061539	26063124	1586	*	42.537	42.537	Promoter (1-2kb)	1	25997138	26060333	63196	2	ENSCJAG00000014187	-1206	NA	NA	NA	9	1206
1	26264571	26265656	1086	*	44.0659	44.0685	Promoter (<=1kb)	1	26230270	26265598	35329	2	ENSCJAG00000014141	0	100402281	ANKRD10	ankyrin repeat domain 10	9	0
1	26266033	26267070	1038	*	20.6002	20.6049	Promoter (<=1kb)	1	26230270	26265598	35329	2	ENSCJAG00000014141	-435	100402281	ANKRD10	ankyrin repeat domain 10	5	435
1	26385932	26386563	632	*	12.6093	12.6093	Distal Intergenic	1	26462281	26644318	182038	1	ENSCJAG00000014093	-75718	100402642	ARHGEF7	Rho guanine nucleotide exchange factor 7	1	75718
1	26425459	26427457	1999	*	17.8145	18.1971	Distal Intergenic	1	26462281	26644318	182038	1	ENSCJAG00000014093	-34824	100402642	ARHGEF7	Rho guanine nucleotide exchange factor 7	4	34824
1	26813061	26813798	738	*	20.0516	20.0516	Distal Intergenic	1	26793398	26793637	240	2	ENSCJAG00000005056	-19424	NA	NA	NA	5	19424
1	26835682	26836375	694	*	10.0775	10.0775	Distal Intergenic	1	26793398	26793637	240	2	ENSCJAG00000005056	-42045	NA	NA	NA	0	42045
1	26838472	26839373	902	*	22.0362	22.0362	Distal Intergenic	1	26793398	26793637	240	2	ENSCJAG00000005056	-44835	NA	NA	NA	5	44835
1	26981350	26982039	690	*	18.3732	18.3732	Distal Intergenic	1	26793398	26793637	240	2	ENSCJAG00000005056	-187713	NA	NA	NA	4	187713
1	27760349	27761314	966	*	30.698	30.698	Distal Intergenic	1	27731876	27733587	1712	1	ENSCJAG00000023420	28473	NA	NA	NA	7	28473
1	27880936	27881563	628	*	16.2742	16.2742	Promoter (<=1kb)	1	27786171	27881732	95562	2	ENSCJAG00000006651	169	100409301	TUBGCP3	tubulin gamma complex associated protein 3	3	169
1	28301644	28302641	998	*	23.49	23.496	Promoter (<=1kb)	1	28302867	28364655	61789	1	ENSCJAG00000006690	-226	NA	NA	NA	6	226
