seqnames	start	end	width	strand	tvalue	score	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	distanceToTSS	ENTREZID	SYMBOL	GENENAME	group	absDistToTSS
1	14497468	14498531	1064	*	26.0051	26.0051	Intron (ENSCJAT00000060634/ENSCJAG00000020946, intron 7 of 8)	1	14505574	14505670	97	1	ENSCJAG00000033202	-7043	NA	NA	NA	5	7043
1	14658699	14659840	1142	*	34.918	34.918	Promoter (1-2kb)	1	14661528	14726407	64880	1	ENSCJAG00000020955	-1688	100389474	TM9SF2	transmembrane 9 superfamily member 2	7	1688
1	14661096	14662233	1138	*	32.7483	32.7483	Promoter (<=1kb)	1	14661528	14726407	64880	1	ENSCJAG00000020955	0	100389474	TM9SF2	transmembrane 9 superfamily member 2	7	0
1	14764017	14765380	1364	*	47.524	47.524	Promoter (<=1kb)	1	14764825	15060749	295925	1	ENSCJAG00000020979	0	100389101	CLYBL	citramalyl-CoA lyase	9	0
1	14813345	14814246	902	*	28.0622	28.0622	Intron (ENSCJAT00000041241/ENSCJAG00000020979, intron 1 of 8)	1	14797990	14798285	296	1	ENSCJAG00000037214	15355	NA	NA	NA	5	15355
1	14815740	14816549	810	*	23.9585	23.9585	Intron (ENSCJAT00000041241/ENSCJAG00000020979, intron 1 of 8)	1	14797990	14798285	296	1	ENSCJAG00000037214	17750	NA	NA	NA	4	17750
1	15042912	15043679	768	*	25.5283	25.5283	3' UTR	1	15120646	15125683	5038	2	ENSCJAG00000020987	82004	NA	NA	NA	5	82004
1	15069019	15069544	526	*	9.74304	9.74304	Distal Intergenic	1	15120646	15125683	5038	2	ENSCJAG00000020987	56139	NA	NA	NA	0	56139
1	15231890	15233407	1518	*	41.1069	41.2556	Promoter (<=1kb)	1	15232590	15681785	449196	1	ENSCJAG00000020998	0	100412765	PCCA	propionyl-CoA carboxylase subunit alpha	8	0
1	15665753	15666386	634	*	16.2864	16.2864	Intron (ENSCJAT00000041307/ENSCJAG00000020998, intron 21 of 23)	1	15682865	15685404	2540	2	ENSCJAG00000021010	19018	NA	NA	NA	2	19018
1	15671944	15672719	776	*	15.7828	15.7828	Intron (ENSCJAT00000041307/ENSCJAG00000020998, intron 22 of 23)	1	15682865	15685404	2540	2	ENSCJAG00000021010	12685	NA	NA	NA	2	12685
1	15707633	15708754	1122	*	28.0746	28.0746	Distal Intergenic	1	15704574	15704679	106	2	ENSCJAG00000025131	-2954	NA	NA	NA	5	2954
1	15738389	15739408	1020	*	35.2553	35.2553	Distal Intergenic	1	15752805	15752912	108	1	ENSCJAG00000029103	-13397	NA	NA	NA	7	13397
1	15791409	15792486	1078	*	18.2444	18.2444	Intron (ENSCJAT00000041334/ENSCJAG00000021012, intron 11 of 17)	1	15752805	15752912	108	1	ENSCJAG00000029103	38604	NA	NA	NA	2	38604
1	15833859	15835412	1554	*	56.9076	57.8803	Promoter (<=1kb)	1	15756420	15835141	78722	2	ENSCJAG00000021012	0	NA	NA	NA	9	0
1	15951572	15952771	1200	*	26.0421	26.0421	Distal Intergenic	1	15875503	15875613	111	1	ENSCJAG00000024724	76069	NA	NA	NA	5	76069
1	16484311	16485078	768	*	15.5802	15.5802	Intron (ENSCJAT00000041392/ENSCJAG00000021036, intron 2 of 38)	1	16226140	16601285	375146	2	ENSCJAG00000021036	116207	100410741	NALCN	sodium leak channel, non-selective	2	116207
1	16618769	16619728	960	*	25.0331	25.049	Distal Intergenic	1	16226140	16601285	375146	2	ENSCJAG00000021036	-17484	100410741	NALCN	sodium leak channel, non-selective	5	17484
1	16619987	16620826	840	*	11.5317	11.6577	Distal Intergenic	1	16226140	16601285	375146	2	ENSCJAG00000021036	-18702	100410741	NALCN	sodium leak channel, non-selective	0	18702
1	16627664	16629041	1378	*	35.1635	35.1635	Distal Intergenic	1	16654311	16654428	118	2	ENSCJAG00000029809	25387	NA	NA	NA	7	25387
1	17176034	17177091	1058	*	40.334	40.334	Distal Intergenic	1	17198131	17199269	1139	1	ENSCJAG00000035028	-21040	NA	NA	NA	8	21040
1	17356052	17356889	838	*	21.7379	21.7379	Distal Intergenic	1	17338119	17338229	111	2	ENSCJAG00000026517	-17823	NA	NA	NA	4	17823
1	17606772	17607355	584	*	18.2225	18.2225	Distal Intergenic	1	17338119	17338229	111	2	ENSCJAG00000026517	-268543	NA	NA	NA	2	268543
1	17725431	17726558	1128	*	38.9131	38.9131	Distal Intergenic	1	17917655	17918128	474	2	ENSCJAG00000031821	191570	NA	NA	NA	8	191570
1	17732790	17733715	926	*	20.7403	20.7403	Distal Intergenic	1	17917655	17918128	474	2	ENSCJAG00000031821	184413	NA	NA	NA	3	184413
1	17795778	17796293	516	*	11.6865	11.6865	Distal Intergenic	1	17917655	17918128	474	2	ENSCJAG00000031821	121835	NA	NA	NA	0	121835
1	17935281	17935918	638	*	9.58828	9.58828	Distal Intergenic	1	17952111	18033192	81082	1	ENSCJAG00000020115	-16193	NA	NA	NA	0	16193
1	17946705	17947872	1168	*	26.8374	26.8374	Distal Intergenic	1	17952111	18033192	81082	1	ENSCJAG00000020115	-4239	NA	NA	NA	5	4239
1	17951263	17952838	1576	*	40.7398	41.0674	Promoter (<=1kb)	1	17952111	18033192	81082	1	ENSCJAG00000020115	0	NA	NA	NA	8	0
1	18157356	18160106	2751	*	48.9065	49.3283	Promoter (<=1kb)	1	18158185	18192318	34134	1	ENSCJAG00000020081	0	NA	NA	NA	9	0
1	18199506	18200699	1194	*	32.5893	32.5893	Promoter (<=1kb)	1	18200115	18231904	31790	1	ENSCJAG00000020073	0	100393826	ERCC5	ERCC excision repair 5, endonuclease	6	0
1	18273784	18274451	668	*	13.0546	13.0546	Distal Intergenic	1	18249400	18253601	4202	1	ENSCJAG00000020064	24384	NA	NA	NA	1	24384
1	19241334	19242479	1146	*	27.1287	27.1287	Distal Intergenic	1	19507783	19507889	107	2	ENSCJAG00000025066	265410	NA	NA	NA	5	265410
1	19759189	19760146	958	*	13.5337	13.5337	Distal Intergenic	1	19507783	19507889	107	2	ENSCJAG00000025066	-251300	NA	NA	NA	1	251300
1	20206220	20207111	892	*	18.8808	18.8808	Distal Intergenic	1	20049134	20049240	107	2	ENSCJAG00000027018	-156980	118148087	LOC118148087	U6 spliceosomal RNA	3	156980
1	20347729	20348334	606	*	10.565	10.565	Distal Intergenic	1	20049134	20049240	107	2	ENSCJAG00000027018	-298489	118148087	LOC118148087	U6 spliceosomal RNA	0	298489
1	21402055	21402762	708	*	15.8396	15.8396	Distal Intergenic	1	21465370	21465486	117	2	ENSCJAG00000034313	62724	NA	NA	NA	2	62724
1	21782430	21783237	808	*	23.4709	23.4709	Distal Intergenic	1	21806022	21851176	45155	2	ENSCJAG00000014704	67939	100397067	EFNB2	ephrin B2	4	67939
1	21807783	21808894	1112	*	27.0911	27.0911	3' UTR	1	21806022	21851176	45155	2	ENSCJAG00000014704	42282	100397067	EFNB2	ephrin B2	5	42282
1	21809868	21810449	582	*	7.81359	7.81361	Intron (ENSCJAT00000028631/ENSCJAG00000014704, intron 4 of 4)	1	21806022	21851176	45155	2	ENSCJAG00000014704	40727	100397067	EFNB2	ephrin B2	0	40727
1	21848551	21849344	794	*	20.4011	20.4011	Promoter (1-2kb)	1	21806022	21851176	45155	2	ENSCJAG00000014704	1832	100397067	EFNB2	ephrin B2	3	1832
1	21852798	21853881	1084	*	45.2228	45.2228	Promoter (1-2kb)	1	21806022	21851176	45155	2	ENSCJAG00000014704	-1622	100397067	EFNB2	ephrin B2	9	1622
1	21882645	21884655	2011	*	28.492	28.8968	Promoter (<=1kb)	1	21859651	21884147	24497	2	ENSCJAG00000014700	0	NA	NA	NA	6	0
1	22542962	22544167	1206	*	20.2631	20.2631	Promoter (<=1kb)	1	22501211	22543222	42012	2	ENSCJAG00000031904	0	NA	NA	NA	3	0
1	23531442	23532427	986	*	28.5161	28.5161	5' UTR	1	23524394	23536991	12598	2	ENSCJAG00000014689	4564	NA	NA	NA	6	4564
1	23536769	23537806	1038	*	38.7792	38.7792	Promoter (<=1kb)	1	23537247	23550531	13285	1	ENSCJAG00000014685	0	100399133	ABHD13	abhydrolase domain containing 13	8	0
1	23653133	23653886	754	*	15.6532	15.6532	Distal Intergenic	1	23586217	23620721	34505	1	ENSCJAG00000014666	66916	100399491	TNFSF13B	TNF superfamily member 13b	2	66916
1	23835686	23836341	656	*	9.27907	9.27907	Distal Intergenic	1	23938064	24580207	642144	1	ENSCJAG00000014617	-101723	NA	NA	NA	0	101723
1	24131008	24131535	528	*	8.74741	8.74741	Intron (ENSCJAT00000028530/ENSCJAG00000014617, intron 4 of 34)	1	23938064	24580207	642144	1	ENSCJAG00000014617	192944	NA	NA	NA	0	192944
1	24729112	24729835	724	*	20.2298	20.2298	Distal Intergenic	1	24946095	25121837	175743	2	ENSCJAG00000014608	392002	NA	NA	NA	3	392002
1	24827652	24828181	530	*	7.76196	7.76196	Distal Intergenic	1	24946095	25121837	175743	2	ENSCJAG00000014608	293656	NA	NA	NA	0	293656
1	24829391	24830276	886	*	26.3736	26.3736	Distal Intergenic	1	24946095	25121837	175743	2	ENSCJAG00000014608	291561	NA	NA	NA	5	291561
1	25099852	25101039	1188	*	32.361	32.361	Intron (ENSCJAT00000056029/ENSCJAG00000014608, intron 2 of 2)	1	24946095	25121837	175743	2	ENSCJAG00000014608	20798	NA	NA	NA	6	20798
1	25123331	25124770	1440	*	49.1236	49.5345	Promoter (1-2kb)	1	24946095	25121837	175743	2	ENSCJAG00000014608	-1494	NA	NA	NA	9	1494
1	25456480	25457119	640	*	11.536	11.536	Distal Intergenic	1	25496934	25652842	155909	2	ENSCJAG00000014430	195723	100400812	COL4A1	collagen type IV alpha 1 chain	0	195723
1	25476027	25476634	608	*	10.5509	10.5509	Distal Intergenic	1	25496934	25652842	155909	2	ENSCJAG00000014430	176208	100400812	COL4A1	collagen type IV alpha 1 chain	0	176208
1	25500240	25500843	604	*	17.3794	17.3794	Exon (ENSCJAT00000028397/ENSCJAG00000014430, exon 52 of 53)	1	25496934	25652842	155909	2	ENSCJAG00000014430	151999	100400812	COL4A1	collagen type IV alpha 1 chain	2	151999
1	25766100	25766735	636	*	20.684	20.684	Promoter (1-2kb)	1	25768352	25768455	104	1	ENSCJAG00000029606	-1617	NA	NA	NA	3	1617
1	25886614	25887223	610	*	17.1501	17.1501	Intron (ENSCJAT00000027665/ENSCJAG00000014236, intron 1 of 1)	1	25881741	25918475	36735	2	ENSCJAG00000014236	31252	NA	NA	NA	2	31252
1	25968987	25970454	1468	*	38.4167	38.4167	Promoter (<=1kb)	1	25969821	25994250	24430	1	ENSCJAG00000014207	0	100405542	NAXD	NAD(P)HX dehydratase	8	0
1	26051711	26053140	1430	*	40.1302	40.3419	5' UTR	1	26057128	26057593	466	2	ENSCJAG00000014181	4453	NA	NA	NA	8	4453
1	26058790	26061040	2251	*	49.8371	51.213	Promoter (<=1kb)	1	26059466	26067370	7905	1	ENSCJAG00000014168	0	NA	NA	NA	9	0
1	26061618	26063115	1498	*	44.0161	45.0162	Promoter (1-2kb)	1	25997138	26060333	63196	2	ENSCJAG00000014187	-1285	NA	NA	NA	9	1285
1	26203884	26204597	714	*	14.003	14.003	Distal Intergenic	1	26230270	26265598	35329	2	ENSCJAG00000014141	61001	100402281	ANKRD10	ankyrin repeat domain 10	1	61001
1	26264489	26265662	1174	*	43.6702	43.6717	Promoter (<=1kb)	1	26230270	26265598	35329	2	ENSCJAG00000014141	0	100402281	ANKRD10	ankyrin repeat domain 10	9	0
1	26266091	26267178	1088	*	23.3375	23.3384	Promoter (<=1kb)	1	26230270	26265598	35329	2	ENSCJAG00000014141	-493	100402281	ANKRD10	ankyrin repeat domain 10	4	493
1	26521024	26521705	682	*	15.99	15.99	Intron (ENSCJAT00000027448/ENSCJAG00000014093, intron 1 of 18)	1	26482161	26482938	778	1	ENSCJAG00000014136	38863	NA	NA	NA	2	38863
1	26522733	26523508	776	*	19.7186	19.7186	Intron (ENSCJAT00000027448/ENSCJAG00000014093, intron 1 of 18)	1	26482161	26482938	778	1	ENSCJAG00000014136	40572	NA	NA	NA	3	40572
1	26532379	26533112	734	*	23.6608	23.6608	Intron (ENSCJAT00000027448/ENSCJAG00000014093, intron 1 of 18)	1	26482161	26482938	778	1	ENSCJAG00000014136	50218	NA	NA	NA	4	50218
1	26587699	26588436	738	*	17.9572	17.9572	Intron (ENSCJAT00000027448/ENSCJAG00000014093, intron 6 of 18)	1	26662427	26683758	21332	1	ENSCJAG00000014083	-73991	NA	NA	NA	2	73991
1	26602993	26603604	612	*	18.8705	18.8705	Intron (ENSCJAT00000027448/ENSCJAG00000014093, intron 8 of 18)	1	26662427	26683758	21332	1	ENSCJAG00000014083	-58823	NA	NA	NA	3	58823
1	26785499	26786106	608	*	12.5898	12.5898	Distal Intergenic	1	26793398	26793637	240	2	ENSCJAG00000005056	7531	NA	NA	NA	1	7531
1	26870603	26871140	538	*	11.7029	11.7029	Distal Intergenic	1	26793398	26793637	240	2	ENSCJAG00000005056	-76966	NA	NA	NA	0	76966
1	27745015	27745692	678	*	20.677	20.677	Distal Intergenic	1	27731876	27733587	1712	1	ENSCJAG00000023420	13139	NA	NA	NA	3	13139
1	27880936	27882487	1552	*	49.7552	50.039	Promoter (<=1kb)	1	27786171	27881732	95562	2	ENSCJAG00000006651	0	100409301	TUBGCP3	tubulin gamma complex associated protein 3	9	0
1	27899181	27900054	874	*	26.5277	26.5277	Distal Intergenic	1	27786171	27881732	95562	2	ENSCJAG00000006651	-17449	100409301	TUBGCP3	tubulin gamma complex associated protein 3	5	17449
1	27965248	27965897	650	*	14.2524	14.2524	Distal Intergenic	1	27971921	27974367	2447	1	ENSCJAG00000006680	-6024	NA	NA	NA	1	6024
1	27980049	27981010	962	*	38.0191	38.0191	Promoter (<=1kb)	1	27981362	28173577	192216	1	ENSCJAG00000006683	-352	NA	NA	NA	8	352
1	28039674	28040369	696	*	19.7533	19.7533	Intron (ENSCJAT00000013023/ENSCJAG00000006683, intron 1 of 28)	1	27981362	28173577	192216	1	ENSCJAG00000006683	58312	NA	NA	NA	3	58312
1	28042429	28043354	926	*	23.6315	23.6315	Intron (ENSCJAT00000013023/ENSCJAG00000006683, intron 1 of 28)	1	27981362	28173577	192216	1	ENSCJAG00000006683	61067	NA	NA	NA	4	61067
1	28045744	28046605	862	*	19.733	19.733	Intron (ENSCJAT00000013023/ENSCJAG00000006683, intron 1 of 28)	1	27981362	28173577	192216	1	ENSCJAG00000006683	64382	NA	NA	NA	3	64382
1	28050611	28051408	798	*	18.4422	18.4422	Intron (ENSCJAT00000013023/ENSCJAG00000006683, intron 1 of 28)	1	27981362	28173577	192216	1	ENSCJAG00000006683	69249	NA	NA	NA	3	69249
1	28098309	28099180	872	*	24.8654	24.8654	Intron (ENSCJAT00000013023/ENSCJAG00000006683, intron 4 of 28)	1	27981362	28173577	192216	1	ENSCJAG00000006683	116947	NA	NA	NA	5	116947
1	28301885	28302496	612	*	15.4539	15.4539	Promoter (<=1kb)	1	28302867	28364655	61789	1	ENSCJAG00000006690	-371	NA	NA	NA	2	371
1	28358840	28360139	1300	*	33.2049	33.2049	Intron (ENSCJAT00000013079/ENSCJAG00000006690, intron 25 of 27)	1	28371963	28388307	16345	1	ENSCJAG00000006721	-11824	NA	NA	NA	7	11824
1	28397998	28399053	1056	*	36.6193	36.6193	Intron (ENSCJAT00000013163/ENSCJAG00000006736, intron 2 of 7)	1	28391726	28420243	28518	1	ENSCJAG00000006736	6272	100408094	F10	coagulation factor X	7	6272
1	28454103	28455068	966	*	22.8421	22.8421	Intron (ENSCJAT00000013315/ENSCJAG00000006773, intron 7 of 14)	1	28457719	28582815	125097	1	ENSCJAG00000006900	-2651	NA	NA	NA	4	2651
1	28473293	28474322	1030	*	45.3846	45.3846	Promoter (<=1kb)	1	28445103	28473860	28758	2	ENSCJAG00000006773	0	NA	NA	NA	9	0
1	28558395	28559386	992	*	53.6754	53.6754	Intron (ENSCJAT00000013479/ENSCJAG00000006900, intron 1 of 7)	1	28587349	28621826	34478	2	ENSCJAG00000006915	62440	100412191	GRTP1	growth hormone regulated TBC protein 1	9	62440
1	28659376	28659987	612	*	9.65053	9.65053	Distal Intergenic	1	28587349	28621826	34478	2	ENSCJAG00000006915	-37550	100412191	GRTP1	growth hormone regulated TBC protein 1	0	37550
1	28714786	28715809	1024	*	22.9495	22.9495	Promoter (1-2kb)	1	28685645	28717368	31724	2	ENSCJAG00000006917	1559	NA	NA	NA	4	1559
1	28939442	28940221	780	*	16.3532	16.3532	Distal Intergenic	1	28941291	28950667	9377	2	ENSCJAG00000006956	10446	100414695	ATP4B	ATPase H+/K+ transporting subunit beta	2	10446
1	29054236	29054855	620	*	13.5394	13.5394	Intron (ENSCJAT00000037190/ENSCJAG00000018947, intron 6 of 8)	1	29049391	29091592	42202	2	ENSCJAG00000018947	36737	100386810	GAS6	growth arrest specific 6	1	36737
1	29082480	29083315	836	*	17.9448	17.9448	Intron (ENSCJAT00000037186/ENSCJAG00000018947, intron 1 of 15)	1	29049391	29091592	42202	2	ENSCJAG00000018947	8277	100386810	GAS6	growth arrest specific 6	2	8277
1	29089330	29090489	1160	*	31.4703	31.4703	Promoter (1-2kb)	1	29049391	29091592	42202	2	ENSCJAG00000018947	1103	100386810	GAS6	growth arrest specific 6	6	1103
1	29091612	29092235	624	*	26.0917	26.0917	Promoter (<=1kb)	1	29049391	29091592	42202	2	ENSCJAG00000018947	-20	100386810	GAS6	growth arrest specific 6	5	20
1	29176058	29176971	914	*	26.7583	26.7583	Distal Intergenic	1	29187542	29202242	14701	2	ENSCJAG00000033547	25271	103796240	C1H13orf46	chromosome 1 C13orf46 homolog	5	25271
