seqnames	start	end	width	strand	tvalue	score	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	distanceToTSS	group	absDistToTSS
1	8158796	8159193	398	*	5.98123	5.98123	Promoter (<=1kb)	1	8159068	8167052	7985	1	ENSXETG00000021530	0	6	0
1	8214007	8214346	340	*	1.99578	1.99578	Intron (ENSXETT00000067310/ENSXETG00000021532, intron 3 of 13)	1	8203839	8227703	23865	2	ENSXETG00000021532	13357	1	13357
1	8306531	8307098	568	*	16.6366	16.6366	Distal Intergenic	1	8251055	8297487	46433	2	ENSXETG00000039952	-9044	9	9044
1	8308720	8309261	542	*	6.85993	6.85993	Distal Intergenic	1	8251055	8297487	46433	2	ENSXETG00000039952	-11233	6	11233
1	8332286	8332665	380	*	2.98693	2.98693	Distal Intergenic	1	8342302	8347549	5248	1	ENSXETG00000021541	-9637	2	9637
1	8334349	8334706	358	*	4.99005	4.99005	Distal Intergenic	1	8342302	8347549	5248	1	ENSXETG00000021541	-7596	5	7596
1	8343482	8343835	354	*	3.9954	4.0397	Promoter (1-2kb)	1	8342302	8347549	5248	1	ENSXETG00000021541	1180	4	1180
1	8354922	8355367	446	*	3.95636	3.95636	Promoter (<=1kb)	1	8354241	8493691	139451	1	ENSXETG00000021542	681	3	681
1	9302004	9302485	482	*	10.8146	10.8146	Distal Intergenic	1	9267299	9292051	24753	2	ENSXETG00000015780	-9953	8	9953
1	9339732	9340327	596	*	5.85342	5.85342	Distal Intergenic	1	9355499	9368839	13341	2	ENSXETG00000012740	28512	5	28512
1	9360815	9361622	808	*	12.0017	12.0017	Intron (ENSXETT00000027857/ENSXETG00000012740, intron 3 of 15)	1	9355499	9368839	13341	2	ENSXETG00000012740	7217	8	7217
1	9367211	9368460	1250	*	9.38884	9.38884	Promoter (<=1kb)	1	9355499	9368839	13341	2	ENSXETG00000012740	379	8	379
1	9369724	9370143	420	*	9.94621	9.94621	Promoter (<=1kb)	1	9355499	9368839	13341	2	ENSXETG00000012740	-885	8	885
1	9372198	9372841	644	*	9.38939	9.38939	Distal Intergenic	1	9355499	9368839	13341	2	ENSXETG00000012740	-3359	8	3359
1	9378170	9378511	342	*	2.99633	2.99633	Distal Intergenic	1	9355499	9368839	13341	2	ENSXETG00000012740	-9331	2	9331
1	9382002	9382551	550	*	8.68609	8.68609	Distal Intergenic	1	9355499	9368839	13341	2	ENSXETG00000012740	-13163	7	13163
1	9383739	9384266	528	*	13.6408	13.6408	Distal Intergenic	1	9355499	9368839	13341	2	ENSXETG00000012740	-14900	9	14900
1	9389568	9389895	328	*	1.99797	1.99797	Distal Intergenic	1	9355499	9368839	13341	2	ENSXETG00000012740	-20729	1	20729
1	9406289	9406626	338	*	1.99599	1.99599	Distal Intergenic	1	9410055	9411565	1511	2	ENSXETG00000012742	4939	1	4939
1	9437011	9437332	322	*	4.99913	4.99913	Intron (ENSXETT00000064562/ENSXETG00000032089, intron 2 of 7)	1	9419348	9447262	27915	1	ENSXETG00000032089	17663	5	17663
1	9545629	9545936	308	*	1.99986	1.99986	Promoter (<=1kb)	1	9543371	9545265	1895	2	ENSXETG00000012750	-364	1	364
1	9901347	9901894	548	*	7.72052	7.72052	Promoter (<=1kb)	1	9901132	9903901	2770	1	ENSXETG00000012759	215	7	215
1	9918474	9918825	352	*	1.9925	1.9925	Promoter (1-2kb)	1	9920396	9921055	660	1	ENSXETG00000030856	-1571	1	1571
1	9943619	9943938	320	*	1.99899	1.99899	Distal Intergenic	1	9947964	9948626	663	1	ENSXETG00000035708	-4026	1	4026
1	9962066	9962587	522	*	3.91408	3.91408	Distal Intergenic	1	9947964	9948626	663	1	ENSXETG00000035708	14102	3	14102
1	9993454	9994263	810	*	19.4164	19.4164	Promoter (<=1kb)	1	9969882	9993129	23248	2	ENSXETG00000012763	-325	9	325
1	10056419	10056772	354	*	1.99221	1.99221	Intron (ENSXETT00000005550/ENSXETG00000011758, intron 1 of 22)	1	10002006	10064347	62342	2	ENSXETG00000011758	7575	1	7575
1	10058893	10059412	520	*	4.87623	4.87623	Intron (ENSXETT00000005550/ENSXETG00000011758, intron 1 of 22)	1	10002006	10064347	62342	2	ENSXETG00000011758	4935	4	4935
1	10061762	10063179	1418	*	24.4193	24.4582	Promoter (1-2kb)	1	10002006	10064347	62342	2	ENSXETG00000011758	1168	9	1168
1	10064598	10065315	718	*	12.2647	12.2647	Promoter (<=1kb)	1	10002006	10064347	62342	2	ENSXETG00000011758	-251	8	251
1	10072895	10073194	300	*	1	1	Exon (ENSXETT00000100076/ENSXETG00000011761, exon 23 of 28)	1	10002006	10064347	62342	2	ENSXETG00000011758	-8548	0	8548
1	10085770	10086081	312	*	1.99966	1.99966	Intron (ENSXETT00000100076/ENSXETG00000011761, intron 4 of 27)	1	10099861	10121540	21680	1	ENSXETG00000033287	-13780	1	13780
1	10105950	10106717	768	*	4.68189	4.68189	Intron (ENSXETT00000073335/ENSXETG00000033287, intron 1 of 4)	1	10070002	10112113	42112	2	ENSXETG00000011761	5396	4	5396
1	10328868	10329187	320	*	2.99922	2.99922	Promoter (<=1kb)	1	10180027	10328433	148407	2	ENSXETG00000036288	-435	3	435
1	10343172	10343543	372	*	2.98902	2.98902	Promoter (<=1kb)	1	10342606	10345441	2836	1	ENSXETG00000040986	566	2	566
1	10370276	10371049	774	*	18.3823	18.3823	Distal Intergenic	1	10342606	10345441	2836	1	ENSXETG00000040986	27670	9	27670
1	10440506	10442287	1782	*	13.3904	13.951	Promoter (<=1kb)	1	10441385	10445666	4282	1	ENSXETG00000011777	0	9	0
1	10474893	10475348	456	*	6.91479	6.93395	Distal Intergenic	1	10478135	10480152	2018	2	ENSXETG00000011780	4804	6	4804
1	10475876	10476475	600	*	6.69515	6.71104	Distal Intergenic	1	10478135	10480152	2018	2	ENSXETG00000011780	3677	6	3677
1	10477994	10478383	390	*	3.98239	3.98239	Promoter (1-2kb)	1	10478135	10480152	2018	2	ENSXETG00000011780	1769	3	1769
1	10480462	10481191	730	*	12.3722	12.3722	Promoter (<=1kb)	1	10478135	10480152	2018	2	ENSXETG00000011780	-310	9	310
1	10483479	10483992	514	*	4.85135	4.85135	Distal Intergenic	1	10478135	10480152	2018	2	ENSXETG00000011780	-3327	4	3327
1	10488374	10489201	828	*	12.8466	12.8466	Distal Intergenic	1	10478135	10480152	2018	2	ENSXETG00000011780	-8222	9	8222
1	10501609	10502462	854	*	11.8051	11.8051	Distal Intergenic	1	10478135	10480152	2018	2	ENSXETG00000011780	-21457	8	21457
1	10504479	10504884	406	*	4.96703	4.96703	Distal Intergenic	1	10478135	10480152	2018	2	ENSXETG00000011780	-24327	4	24327
1	10508428	10508765	338	*	4.99496	4.99496	Distal Intergenic	1	10478135	10480152	2018	2	ENSXETG00000011780	-28276	5	28276
1	10510748	10511135	388	*	6.96096	6.96096	Distal Intergenic	1	10478135	10480152	2018	2	ENSXETG00000011780	-30596	6	30596
1	10512434	10513261	828	*	13.9301	14.0258	Distal Intergenic	1	10478135	10480152	2018	2	ENSXETG00000011780	-32282	9	32282
1	10562115	10562418	304	*	1.99996	1.99996	Promoter (<=1kb)	1	10561523	10592634	31112	1	ENSXETG00000011781	592	1	592
1	10604530	10605557	1028	*	5.40332	5.40332	Promoter (<=1kb)	1	10604296	10675795	71500	1	ENSXETG00000011782	234	5	234
1	10640192	10640535	344	*	4.99127	4.99165	Intron (ENSXETT00000068142/ENSXETG00000011782, intron 7 of 12)	1	10665501	10666922	1422	2	ENSXETG00000039136	26387	5	26387
1	10641435	10642010	576	*	5.87159	5.87177	Intron (ENSXETT00000068142/ENSXETG00000011782, intron 8 of 12)	1	10665501	10666922	1422	2	ENSXETG00000039136	24912	5	24912
1	10704118	10705543	1426	*	15.2234	15.2234	Distal Intergenic	1	10707952	10716810	8859	1	ENSXETG00000034961	-2409	9	2409
1	10735719	10736190	472	*	12.7936	12.7936	Distal Intergenic	1	10710918	10722042	11125	2	ENSXETG00000035785	-13677	9	13677
1	10764649	10765226	578	*	6.74876	6.74876	Distal Intergenic	1	10754848	10759234	4387	2	ENSXETG00000033127	-5415	6	5415
1	11293341	11295043	1703	*	11.6227	12.0344	Promoter (<=1kb)	1	11293499	11293639	141	1	ENSXETG00000029382	0	8	0
1	11315806	11316983	1178	*	14.7343	14.7343	Promoter (<=1kb)	1	11302878	11316170	13293	2	ENSXETG00000017971	0	9	0
1	11385120	11386099	980	*	14.7889	14.7889	Promoter (<=1kb)	1	11385341	11406789	21449	1	ENSXETG00000017975	0	9	0
1	11390341	11391020	680	*	6.7652	6.78848	Intron (ENSXETT00000038986/ENSXETG00000017975, intron 2 of 26)	1	11385341	11406789	21449	1	ENSXETG00000017975	5000	6	5000
1	11392026	11392687	662	*	17.1203	17.1966	Intron (ENSXETT00000038986/ENSXETG00000017975, intron 2 of 26)	1	11385341	11406789	21449	1	ENSXETG00000017975	6685	9	6685
1	11420637	11420970	334	*	1.99679	1.99679	Promoter (<=1kb)	1	11413349	11420220	6872	2	ENSXETG00000017980	-417	1	417
1	11444136	11444665	530	*	5.80208	5.80208	Promoter (1-2kb)	1	11425542	11442137	16596	2	ENSXETG00000034440	-1999	5	1999
1	11448912	11449319	408	*	9.93056	9.93056	Promoter (<=1kb)	1	11448576	11459953	11378	1	ENSXETG00000001924	336	8	336
1	11456973	11457400	428	*	4.95381	4.95381	Intron (ENSXETT00000068531/ENSXETG00000001924, intron 7 of 8)	1	11448576	11459953	11378	1	ENSXETG00000001924	8397	4	8397
1	11543152	11544737	1586	*	27.1993	27.5192	Distal Intergenic	1	11505621	11507648	2028	2	ENSXETG00000040992	-35504	9	35504
1	11596709	11597644	936	*	8.51852	8.51852	Intron (ENSXETT00000017559/ENSXETG00000008016, intron 1 of 12)	1	11588353	11594365	6013	2	ENSXETG00000008017	-2344	7	2344
1	11612289	11612828	540	*	9.81029	9.81029	Intron (ENSXETT00000017559/ENSXETG00000008016, intron 6 of 12)	1	11588353	11594365	6013	2	ENSXETG00000008017	-17924	8	17924
1	11676367	11677272	906	*	11.3387	11.3387	Promoter (<=1kb)	1	11629670	11676241	46572	2	ENSXETG00000008015	-126	8	126
1	11966783	11967240	458	*	6.89266	7.34556	Promoter (<=1kb)	1	11918990	11967018	48029	2	ENSXETG00000012108	0	6	0
1	11967495	11968088	594	*	11.5599	11.7159	Promoter (<=1kb)	1	11918990	11967018	48029	2	ENSXETG00000012108	-477	8	477
1	11991897	11992240	344	*	3.99575	4.04789	Promoter (<=1kb)	1	11978743	11992248	13506	2	ENSXETG00000025752	8	4	8
1	11992592	11993037	446	*	1.95356	2.12002	Promoter (<=1kb)	1	11978743	11992248	13506	2	ENSXETG00000025752	-344	2	344
1	12045745	12046304	560	*	9.75488	9.75488	Promoter (<=1kb)	1	12010721	12045349	34629	2	ENSXETG00000037813	-396	8	396
1	12060060	12060631	572	*	14.7866	14.7866	Promoter (<=1kb)	1	12059935	12168557	108623	1	ENSXETG00000020484	125	9	125
1	12227683	12228338	656	*	14.6661	14.6661	Promoter (<=1kb)	1	12227701	12263831	36131	1	ENSXETG00000020483	0	9	0
1	12518892	12519677	786	*	8.76768	8.76768	Distal Intergenic	1	12524545	12527438	2894	1	ENSXETG00000026378	-4868	7	4868
1	12542735	12543078	344	*	3.99147	3.99147	Promoter (<=1kb)	1	12541896	12555215	13320	1	ENSXETG00000002392	839	4	839
1	12549898	12550243	346	*	7.99047	7.99047	Exon (ENSXETT00000005099/ENSXETG00000002392, exon 5 of 12)	1	12541896	12555215	13320	1	ENSXETG00000002392	8002	7	8002
1	12558460	12558797	338	*	4.99543	4.99543	Distal Intergenic	1	12541896	12555215	13320	1	ENSXETG00000002392	16564	5	16564
1	12636044	12636467	424	*	1.95841	1.95841	Promoter (<=1kb)	1	12592256	12635668	43413	2	ENSXETG00000026376	-376	1	376
1	12640275	12640832	558	*	5.71016	5.71016	Distal Intergenic	1	12592256	12635668	43413	2	ENSXETG00000026376	-4607	5	4607
1	12646012	12646529	518	*	1.87338	1.87338	Distal Intergenic	1	12656858	12683405	26548	1	ENSXETG00000032769	-10329	0	10329
1	12654881	12655406	526	*	10.7506	10.7506	Promoter (1-2kb)	1	12656858	12683405	26548	1	ENSXETG00000032769	-1452	8	1452
1	12656811	12657680	870	*	17.6604	17.6604	Promoter (<=1kb)	1	12656858	12683405	26548	1	ENSXETG00000032769	0	9	0
1	12784972	12785391	420	*	3.96875	3.96875	Exon (ENSXETT00000074281/ENSXETG00000002396, exon 6 of 18)	1	12769891	12836648	66758	2	ENSXETG00000002396	51257	3	51257
1	12837088	12837391	304	*	1.99996	1.99996	Promoter (<=1kb)	1	12769891	12836648	66758	2	ENSXETG00000002396	-440	1	440
1	12890526	12890851	326	*	1.99826	1.99826	Distal Intergenic	1	12878987	12879177	191	1	ENSXETG00000037666	11539	1	11539
1	13294082	13294615	534	*	6.77118	6.77118	Promoter (<=1kb)	1	13277663	13293728	16066	2	ENSXETG00000003874	-354	6	354
1	13302282	13302799	518	*	6.81449	6.81449	Promoter (<=1kb)	1	13302075	13309663	7589	1	ENSXETG00000003875	207	6	207
1	13315841	13316524	684	*	9.16446	9.16446	Distal Intergenic	1	13321183	13331772	10590	1	ENSXETG00000003876	-4659	7	4659
1	13318748	13319379	632	*	6.53828	6.53828	Promoter (1-2kb)	1	13321183	13331772	10590	1	ENSXETG00000003876	-1804	6	1804
1	13321261	13321854	594	*	10.514	10.514	Promoter (<=1kb)	1	13321183	13331772	10590	1	ENSXETG00000003876	78	8	78
1	13456397	13456744	348	*	3.99457	3.99491	Promoter (<=1kb)	1	13456159	13504178	48020	1	ENSXETG00000003878	238	4	238
1	13457692	13458007	316	*	2.99954	3	Promoter (1-2kb)	1	13456159	13504178	48020	1	ENSXETG00000003878	1533	3	1533
1	13461260	13461613	354	*	4.98821	4.98821	Intron (ENSXETT00000102407/ENSXETG00000003878, intron 1 of 2)	1	13456159	13504178	48020	1	ENSXETG00000003878	5101	5	5101
1	13482073	13482538	466	*	8.78306	8.78306	Exon (ENSXETT00000102407/ENSXETG00000003878, exon 2 of 3)	1	13456159	13504178	48020	1	ENSXETG00000003878	25914	7	25914
1	14023764	14024299	536	*	3.88633	3.88633	Promoter (<=1kb)	1	13985995	14023500	37506	2	ENSXETG00000010677	-264	3	264
1	14083031	14083814	784	*	9.71466	9.71466	Promoter (<=1kb)	1	14026555	14082673	56119	2	ENSXETG00000010676	-358	8	358
1	14115152	14115469	318	*	1.9991	1.9991	Distal Intergenic	1	14143400	14412311	268912	1	ENSXETG00000021047	-27931	1	27931
1	14313527	14314996	1470	*	33.4557	33.4557	5' UTR	1	14143400	14412311	268912	1	ENSXETG00000021047	170127	9	170127
1	14822047	14822428	382	*	2.9844	2.9844	Intron (ENSXETT00000058292/ENSXETG00000021042, intron 2 of 7)	1	14723707	14840427	116721	2	ENSXETG00000021042	17999	2	17999
1	14838999	14839298	300	*	1	1	Promoter (1-2kb)	1	14723707	14840427	116721	2	ENSXETG00000021042	1129	0	1129
1	15016569	15016868	300	*	1	1	Distal Intergenic	1	14977578	15006333	28756	1	ENSXETG00000041181	38991	0	38991
1	15061558	15061871	314	*	2.99962	2.99962	Promoter (<=1kb)	1	15029746	15061294	31549	2	ENSXETG00000001974	-264	3	264
1	15063550	15063955	406	*	1.96961	1.96961	Distal Intergenic	1	15029746	15061294	31549	2	ENSXETG00000001974	-2256	1	2256
1	15066002	15066525	524	*	5.86426	5.86581	Distal Intergenic	1	15029746	15061294	31549	2	ENSXETG00000001974	-4708	5	4708
1	15067247	15067824	578	*	6.66671	6.66773	Distal Intergenic	1	15029746	15061294	31549	2	ENSXETG00000001974	-5953	6	5953
1	15072007	15072522	516	*	6.82096	6.82096	Distal Intergenic	1	15029746	15061294	31549	2	ENSXETG00000001974	-10713	6	10713
1	15145050	15145479	430	*	4.94749	4.94749	Intron (ENSXETT00000069701/ENSXETG00000001952, intron 15 of 27)	1	15163151	15169078	5928	1	ENSXETG00000028100	-17672	4	17672
1	15163651	15164198	548	*	12.8023	12.8023	Promoter (<=1kb)	1	15111465	15163254	51790	2	ENSXETG00000001952	-397	9	397
1	15167811	15168110	300	*	1	1	Exon (ENSXETT00000066306/ENSXETG00000028100, exon 5 of 6)	1	15111465	15163254	51790	2	ENSXETG00000001952	-4557	0	4557
1	15194841	15195300	460	*	6.884	6.884	Promoter (<=1kb)	1	15173633	15194492	20860	2	ENSXETG00000001949	-349	6	349
1	15269790	15270183	394	*	4.98065	4.98065	Distal Intergenic	1	15239110	15254676	15567	1	ENSXETG00000001936	30680	5	30680
1	15333728	15334495	768	*	16.354	16.354	Distal Intergenic	1	15337981	15339974	1994	1	ENSXETG00000001934	-3486	9	3486
1	15337996	15339009	1014	*	18.2755	18.2755	Promoter (<=1kb)	1	15337981	15339974	1994	1	ENSXETG00000001934	15	9	15
1	15348919	15349644	726	*	19.5104	19.5104	Distal Intergenic	1	15337981	15339974	1994	1	ENSXETG00000001934	10938	9	10938
1	15361280	15361623	344	*	2.99485	2.99485	Distal Intergenic	1	15337981	15339974	1994	1	ENSXETG00000001934	23299	2	23299
1	15735261	15736162	902	*	7.50951	7.50951	Promoter (1-2kb)	1	15734170	15755968	21799	1	ENSXETG00000005500	1091	6	1091
1	15924419	15924948	530	*	10.7807	10.7807	Intron (ENSXETT00000100931/ENSXETG00000026042, intron 3 of 15)	1	15854110	15880151	26042	2	ENSXETG00000005495	-44268	8	44268
1	15945708	15946251	544	*	3.83912	3.83912	Intron (ENSXETT00000100931/ENSXETG00000026042, intron 1 of 15)	1	15890862	15991325	100464	2	ENSXETG00000026042	45074	3	45074
1	15951175	15952552	1378	*	8.68633	8.68633	5' UTR	1	15890862	15991325	100464	2	ENSXETG00000026042	38773	7	38773
1	15961116	15961535	420	*	7.93091	7.93091	Intron (ENSXETT00000080055/ENSXETG00000026042, intron 3 of 17)	1	15890862	15991325	100464	2	ENSXETG00000026042	29790	7	29790
1	15989361	15990016	656	*	5.81546	6.06161	Promoter (1-2kb)	1	15890862	15991325	100464	2	ENSXETG00000026042	1309	6	1309
1	15991504	15992125	622	*	8.45933	8.45933	Promoter (<=1kb)	1	15890862	15991325	100464	2	ENSXETG00000026042	-179	7	179
1	15994971	15995388	418	*	5.97381	5.97381	Distal Intergenic	1	15890862	15991325	100464	2	ENSXETG00000026042	-3646	6	3646
1	16112178	16112643	466	*	5.94133	5.94133	Promoter (<=1kb)	1	16030233	16111689	81457	2	ENSXETG00000014723	-489	5	489
1	16267779	16268232	454	*	6.89551	6.89551	Promoter (<=1kb)	1	16125396	16267345	141950	2	ENSXETG00000014715	-434	6	434
1	16442925	16443234	310	*	1.99977	1.99977	Promoter (<=1kb)	1	16439259	16442179	2921	2	ENSXETG00000020344	-746	1	746
1	16477437	16477912	476	*	4.87194	4.87194	Promoter (<=1kb)	1	16476919	16487130	10212	1	ENSXETG00000020341	518	4	518
1	16781826	16782235	410	*	13.9033	13.9033	Promoter (<=1kb)	1	16781287	16811256	29970	1	ENSXETG00000020338	539	9	539
1	16934900	16935443	544	*	16.5451	16.5451	Distal Intergenic	1	16916808	16920384	3577	1	ENSXETG00000020334	18092	9	18092
1	16987696	16988253	558	*	12.4184	12.4184	Promoter (<=1kb)	1	16987274	17002654	15381	1	ENSXETG00000020331	422	9	422
1	17061145	17061448	304	*	1.99997	1.99997	Promoter (<=1kb)	1	17004449	17060377	55929	2	ENSXETG00000032891	-768	1	768
1	17172432	17174555	2124	*	14.3359	14.8485	Promoter (<=1kb)	1	17123554	17173323	49770	2	ENSXETG00000020324	0	9	0
1	17174806	17175727	922	*	7.45861	7.46119	Promoter (1-2kb)	1	17123554	17173323	49770	2	ENSXETG00000020324	-1483	6	1483
1	17176245	17176650	406	*	4.96303	5.0037	Distal Intergenic	1	17123554	17173323	49770	2	ENSXETG00000020324	-2922	5	2922
1	17187471	17187936	466	*	3.87822	3.87822	Distal Intergenic	1	17123554	17173323	49770	2	ENSXETG00000020324	-14148	3	14148
1	17223610	17223915	306	*	1.99993	1.99993	Distal Intergenic	1	17123554	17173323	49770	2	ENSXETG00000020324	-50287	1	50287
1	17233307	17233890	584	*	9.65386	9.65386	Distal Intergenic	1	17123554	17173323	49770	2	ENSXETG00000020324	-59984	8	59984
1	17249037	17249336	300	*	1	1	Distal Intergenic	1	17123554	17173323	49770	2	ENSXETG00000020324	-75714	0	75714
1	17372489	17372836	348	*	4.99124	4.99124	Promoter (<=1kb)	1	17371881	17404186	32306	1	ENSXETG00000036067	608	5	608
1	17400635	17400934	300	*	1	1	Exon (ENSXETT00000080019/ENSXETG00000036067, exon 23 of 27)	1	17414179	17416197	2019	1	ENSXETG00000038433	-13245	0	13245
1	17436853	17437158	306	*	1.99993	1.99993	Distal Intergenic	1	17414179	17416197	2019	1	ENSXETG00000038433	22674	1	22674
1	17441351	17441780	430	*	11.8832	11.9063	Distal Intergenic	1	17414179	17416197	2019	1	ENSXETG00000038433	27172	8	27172
1	17452540	17452891	352	*	2.99438	2.99438	Distal Intergenic	1	17414179	17416197	2019	1	ENSXETG00000038433	38361	2	38361
1	17966148	17966645	498	*	5.79559	5.79559	Promoter (<=1kb)	1	17965691	17978551	12861	1	ENSXETG00000006969	457	5	457
1	18127688	18128357	670	*	14.1485	14.1485	Promoter (<=1kb)	1	18113780	18127128	13349	2	ENSXETG00000027230	-560	9	560
1	18158083	18158804	722	*	7.22791	7.22791	Promoter (<=1kb)	1	18157807	18188365	30559	1	ENSXETG00000000629	276	6	276
1	18353780	18354089	310	*	1.99977	1.99977	Distal Intergenic	1	18429364	18430731	1368	2	ENSXETG00000026496	76642	1	76642
1	18594095	18594414	320	*	2.99917	2.99917	Promoter (<=1kb)	1	18593433	18607542	14110	1	ENSXETG00000016041	662	3	662
1	18624812	18625117	306	*	1.99993	1.99993	Promoter (<=1kb)	1	18624174	18649955	25782	1	ENSXETG00000038539	638	1	638
1	18946840	18947333	494	*	3.90761	3.90761	Promoter (1-2kb)	1	18949237	18952436	3200	1	ENSXETG00000016052	-1904	3	1904
1	18949525	18949870	346	*	2.99546	2.99546	Promoter (<=1kb)	1	18949237	18952436	3200	1	ENSXETG00000016052	288	2	288
1	18962364	18962767	404	*	4.96746	4.96746	Distal Intergenic	1	18949237	18952436	3200	1	ENSXETG00000016052	13127	4	13127
1	19200128	19200427	300	*	1	1	Distal Intergenic	1	19133497	19197555	64059	2	ENSXETG00000029923	-2573	0	2573
1	19204277	19204682	406	*	4.96873	4.96873	Promoter (<=1kb)	1	19203631	19255385	51755	1	ENSXETG00000033121	646	4	646
1	19285132	19285461	330	*	2.99766	2.99766	Promoter (<=1kb)	1	19258352	19285013	26662	2	ENSXETG00000011600	-119	3	119
1	19403501	19403846	346	*	5.99383	5.99383	Distal Intergenic	1	19411688	19430131	18444	1	ENSXETG00000035947	-7842	6	7842
1	19412195	19412626	432	*	7.9116	7.9116	Promoter (<=1kb)	1	19411688	19430131	18444	1	ENSXETG00000035947	507	7	507
1	19525858	19526315	458	*	6.911	6.911	Intron (ENSXETT00000087779/ENSXETG00000011604, intron 1 of 9)	1	19440680	19529349	88670	2	ENSXETG00000011604	3034	6	3034
1	19615947	19616394	448	*	4.95606	4.95606	Distal Intergenic	1	19675196	19726148	50953	1	ENSXETG00000011610	-58802	4	58802
1	19754830	19755409	580	*	17.1643	17.1643	Promoter (<=1kb)	1	19754424	19844297	89874	1	ENSXETG00000011611	406	9	406
1	20050270	20050625	356	*	4.99092	4.99092	Intron (ENSXETT00000089820/ENSXETG00000022892, intron 2 of 24)	1	19858483	20344423	485941	2	ENSXETG00000022892	293798	5	293798
1	20344863	20345176	314	*	1.99946	1.99946	Promoter (<=1kb)	1	19858483	20344423	485941	2	ENSXETG00000022892	-440	1	440
1	20357296	20357813	518	*	8.82103	8.82103	Promoter (<=1kb)	1	20356740	20362227	5488	1	ENSXETG00000022900	556	7	556
1	20371037	20372060	1024	*	16.4783	16.4783	Promoter (<=1kb)	1	20371010	20374914	3905	1	ENSXETG00000037177	27	9	27
1	20395566	20395895	330	*	2.99764	2.99764	Exon (ENSXETT00000080187/ENSXETG00000022908, exon 5 of 13)	1	20371010	20374914	3905	1	ENSXETG00000037177	24556	3	24556
1	20419679	20420022	344	*	4.99652	4.99652	Intron (ENSXETT00000080187/ENSXETG00000022908, intron 3 of 12)	1	20381318	20433881	52564	2	ENSXETG00000022908	13859	5	13859
1	20429808	20430359	552	*	16.6254	16.6254	Intron (ENSXETT00000080187/ENSXETG00000022908, intron 2 of 12)	1	20381318	20433881	52564	2	ENSXETG00000022908	3522	9	3522
1	20434235	20434676	442	*	3.94791	3.94791	Promoter (<=1kb)	1	20381318	20433881	52564	2	ENSXETG00000022908	-354	3	354
1	20475406	20476631	1226	*	8.62155	8.62155	Intron (ENSXETT00000049531/ENSXETG00000022909, intron 1 of 8)	1	20452312	20479713	27402	2	ENSXETG00000022909	3082	7	3082
