seqnames	start	end	width	strand	tvalue	score	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	distanceToTSS	group	absDistToTSS
I	926851	927788	938	*	2.44999	2.44999	Promoter	1	912418	926880	14463	2	Y95B8A.12	0	0	0
I	929451	929984	534	*	8.78772	8.78772	Distal Intergenic	1	912418	926880	14463	2	Y95B8A.12	-2571	6	2571
I	934963	935456	494	*	7.76362	7.76362	Distal Intergenic	1	938486	941779	3294	1	Y95B8A.2	-3030	5	3030
I	939523	939888	366	*	2.99061	2.99061	Intron (Y95B8A.2.1/Y95B8A.2, intron 1 of 3)	1	938486	941779	3294	1	Y95B8A.2	1037	1	1037
I	943271	943570	300	*	1	1	Intron (Y95B8A.1/Y95B8A.1, intron 1 of 10)	1	942550	942655	106	2	Y95B8A.14	-616	0	616
I	945886	946483	598	*	6.6216	6.6216	Promoter	1	946030	946120	91	1	Y95B8A.13	0	4	0
I	954165	954800	636	*	8.38098	8.38578	Intron (Y34D9B.1a/Y34D9B.1, intron 1 of 8)	1	948569	957376	8808	2	Y34D9B.1	2576	6	2576
I	955791	957180	1390	*	26.6966	26.8036	Promoter	1	948569	957376	8808	2	Y34D9B.1	196	9	196
I	957213	957862	650	*	13.0838	13.6189	Promoter	1	948569	957376	8808	2	Y34D9B.1	0	9	0
I	961160	961667	508	*	11.7615	11.7615	Distal Intergenic	1	948569	957376	8808	2	Y34D9B.1	-3784	8	3784
I	963847	964290	444	*	3.95795	3.95795	Exon (F54A5.2/F54A5.2, exon 7 of 8)	1	963703	969429	5727	2	F54A5.2	5139	2	5139
I	968716	969643	928	*	4.44999	4.44999	Promoter	1	963703	969429	5727	2	F54A5.2	0	2	0
I	972570	974053	1484	*	10.8838	11.0821	Promoter	1	969106	973140	4035	2	F54A5.3	0	8	0
I	978504	978861	358	*	3.99073	4.01092	Promoter	1	979128	979277	150	1	F54A5.4	-267	2	267
I	979406	979861	456	*	2.95712	2.98266	Promoter	1	979128	979277	150	2	F54A5.5	-129	1	129
I	984951	985402	452	*	5.92371	6.05373	Distal Intergenic	1	989674	992181	2508	1	F54A5.1	-4272	4	4272
I	985762	986297	536	*	6.85566	6.95127	Distal Intergenic	1	989674	992181	2508	1	F54A5.1	-3377	5	3377
I	988792	989363	572	*	7.7401	7.7401	Promoter	1	989674	992181	2508	1	F54A5.1	-311	5	311
I	998618	999789	1172	*	17.7615	17.7615	Distal Intergenic	1	996280	996579	300	2	C54G6.7	-2039	9	2039
I	1000848	1001347	500	*	4.89014	4.89014	Distal Intergenic	1	1003892	1010768	6877	1	C54G6.2	-2545	3	2545
I	1053511	1054062	552	*	11.4919	11.4919	Promoter	1	1019579	1053648	34070	2	Y34D9A.8	0	8	0
I	1061772	1062743	972	*	15.0209	15.0209	Promoter	1	1062296	1065272	2977	1	Y34D9A.2	0	9	0
I	1067807	1068944	1138	*	16.3193	16.4039	Promoter	1	1068594	1075013	6420	1	R06A10.2	0	9	0
I	1069079	1070660	1582	*	15.9533	15.9563	Exon (R06A10.2.1/R06A10.2, exon 1 of 8)	1	1068594	1075013	6420	1	R06A10.2	485	9	485
I	1099025	1099494	470	*	3.91957	3.91962	Distal Intergenic	1	1089669	1095799	6131	2	R06A10.4	-3226	1	3226
I	1100511	1101106	596	*	8.58239	8.5824	Distal Intergenic	1	1089669	1095799	6131	2	R06A10.4	-4712	6	4712
I	1155842	1157315	1474	*	2.35101	2.35101	Promoter	1	1155346	1156023	678	2	Y48G8AL.14	0	0	0
I	1229029	1229716	688	*	5.64009	5.64302	Promoter	1	1223959	1229284	5326	2	Y48G8AL.13	0	3	0
I	1230290	1230767	478	*	3.92395	3.93067	Intron (Y48G8AL.1.1/Y48G8AL.1, intron 5 of 18)	1	1223959	1229284	5326	2	Y48G8AL.13	-1006	2	1006
I	1251152	1252011	860	*	14.4101	14.4101	Promoter	1	1251254	1251324	71	2	Y48G8AL.19	0	9	0
I	1255791	1256588	798	*	14.2879	14.2879	Intron (Y48G8AL.15/Y48G8AL.15, intron 1 of 1)	1	1254772	1258598	3827	1	Y48G8AL.15	1019	9	1019
I	1258507	1258806	300	*	1	1	3' UTR	1	1254772	1258598	3827	1	Y48G8AL.15	3735	0	3735
I	1261366	1261959	594	*	8.61986	8.61986	Intron (Y48G8AR.1/Y48G8AR.1, intron 7 of 7)	1	1259491	1268157	8667	2	Y48G8AR.1	6198	6	6198
I	1270759	1271762	1004	*	18.6259	18.626	Distal Intergenic	1	1259491	1268157	8667	2	Y48G8AR.1	-2602	9	2602
I	1272457	1272850	394	*	3.97699	3.98174	Distal Intergenic	1	1259491	1268157	8667	2	Y48G8AR.1	-4300	2	4300
I	1273578	1274135	558	*	4.76974	4.77115	Distal Intergenic	1	1278810	1279044	235	1	Y48G8AR.7	-4675	2	4675
I	1288537	1289064	528	*	4.87429	4.87429	Distal Intergenic	1	1287306	1287961	656	1	Y48G8AR.3	1231	2	1231
I	1310920	1311373	454	*	3.9285	3.9285	Exon (K12C11.4/K12C11.4, exon 5 of 13)	1	1307482	1307626	145	2	K12C11.8	-3294	2	3294
I	1315239	1315900	662	*	9.31986	9.32029	Intron (K12C11.4/K12C11.4, intron 6 of 12)	1	1307482	1307626	145	2	K12C11.8	-7613	7	7613
I	1316661	1317424	764	*	9.96609	9.96626	Intron (K12C11.4/K12C11.4, intron 6 of 12)	1	1307482	1307626	145	2	K12C11.8	-9035	7	9035
I	1339948	1340477	530	*	8.81378	8.81378	Promoter	1	1340680	1341260	581	1	K12C11.2	-203	6	203
I	1341915	1342668	754	*	4.52424	4.52424	Exon (K12C11.1.1/K12C11.1, exon 2 of 5)	1	1340680	1341260	581	1	K12C11.2	1235	2	1235
I	1361007	1361582	576	*	2.85573	2.85573	Distal Intergenic	1	1365311	1375885	10575	1	Y92H12BL.5	-3729	0	3729
I	1365250	1365751	502	*	3.92466	3.92466	Promoter	1	1365311	1375885	10575	1	Y92H12BL.5	0	2	0
I	1392648	1393211	564	*	5.83157	5.83157	Promoter	1	1386259	1392761	6503	2	Y92H12BM.1	0	3	0
I	1415961	1416476	516	*	6.90941	6.90941	Promoter	1	1416593	1424610	8018	1	Y92H12BR.3	-117	5	117
I	1435024	1436027	1004	*	11.7106	11.7106	Promoter	1	1436281	1441316	5036	1	Y92H12BR.8	-254	8	254
I	1443891	1444660	770	*	11.0427	11.0427	Promoter	1	1441668	1444135	2468	2	F37F2.2	0	8	0
I	1446606	1447483	878	*	13.7508	13.7508	Promoter	1	1446668	1465342	18675	1	F47G6.4	0	9	0
I	1458876	1459391	516	*	8.72327	8.72327	Intron (F47G6.4/F47G6.4, intron 9 of 16)	1	1451124	1453079	1956	2	F37F2.3	-5797	6	5797
I	1470823	1471486	664	*	12.1724	12.1724	Promoter	1	1471299	1479926	8628	1	F47G6.2	0	8	0
I	1481330	1482053	724	*	13.8184	13.8184	Distal Intergenic	1	1483085	1491282	8198	1	F47G6.1	-1032	9	1032
I	1540395	1540998	604	*	12.2484	12.2484	Distal Intergenic	1	1543527	1556197	12671	1	Y92H12A.2	-2529	8	2529
I	1548149	1548524	376	*	3.97008	3.97149	Intron (Y92H12A.2/Y92H12A.2, intron 5 of 10)	1	1543527	1556197	12671	1	Y92H12A.2	4622	2	4622
I	1549368	1549767	400	*	5.97256	5.97354	Intron (Y92H12A.2/Y92H12A.2, intron 5 of 10)	1	1543527	1556197	12671	1	Y92H12A.2	5841	4	5841
I	1558736	1559611	876	*	8.47035	8.47035	Distal Intergenic	1	1556643	1556663	21	2	Y92H12A.7	-2073	6	2073
I	1562399	1562978	580	*	4.77884	4.77884	Distal Intergenic	1	1566933	1580205	13273	1	Y92H12A.1	-3955	2	3955
I	1575504	1575965	462	*	7.88068	7.88068	Promoter	1	1575716	1575805	90	2	Y92H12A.8	0	6	0
I	1583232	1583677	446	*	6.89938	6.89938	Distal Intergenic	1	1586169	1593676	7508	1	Y73E7A.3	-2492	5	2492
I	1598318	1598977	660	*	6.37927	6.37927	Distal Intergenic	1	1594658	1596177	1520	2	Y73E7A.4	-2141	4	2141
I	1628402	1628965	564	*	9.58377	9.58377	Promoter	1	1629005	1633498	4494	1	Y73E7A.1	-40	7	40
I	1634331	1634834	504	*	7.84517	7.84517	Promoter	1	1634742	1644657	9916	1	Y73E7A.8	0	6	0
I	1651168	1651855	688	*	18.4878	18.4878	Promoter	1	1644590	1651382	6793	2	Y71G12B.20	0	9	0
I	1653184	1653531	348	*	1.99387	1.99387	Promoter	1	1653767	1653787	21	1	Y71G12B.34	-236	0	236
I	1672253	1672724	472	*	7.83669	7.83669	Promoter	1	1670081	1672744	2664	2	Y71G12B.23	20	6	20
I	1676466	1677001	536	*	14.6902	14.6902	Promoter	1	1672873	1676432	3560	2	Y71G12B.35	-34	9	34
I	1687444	1688191	748	*	7.232	7.232	Exon (Y71G12B.31/Y71G12B.31, exon 5 of 7)	1	1691499	1691647	149	1	Y71G12B.37	-3308	5	3308
I	1690906	1691809	904	*	7.81137	7.81137	Promoter	1	1686218	1691613	5396	2	Y71G12B.31	0	6	0
I	1695012	1695437	426	*	3.96256	3.96256	Distal Intergenic	1	1698096	1701132	3037	1	Y71G12B.15	-2659	2	2659
I	1698139	1699032	894	*	7.14089	7.14089	Promoter	1	1698096	1701132	3037	1	Y71G12B.15	43	5	43
I	1717274	1717925	652	*	7.5896	7.58961	Distal Intergenic	1	1721594	1740920	19327	1	Y71G12B.11	-3669	5	3669
I	1718963	1719562	600	*	8.65373	8.6538	Distal Intergenic	1	1721594	1740920	19327	1	Y71G12B.11	-2032	6	2032
I	1720494	1721117	624	*	6.43029	6.43033	Distal Intergenic	1	1721594	1740920	19327	1	Y71G12B.11	-477	4	477
I	1726905	1727242	338	*	1.99599	1.99599	Exon (Y71G12B.11b/Y71G12B.11, exon 4 of 7)	1	1721594	1740920	19327	1	Y71G12B.11	5311	0	5311
I	1729435	1729954	520	*	8.71581	8.71581	Intron (Y71G12B.11b/Y71G12B.11, intron 5 of 6)	1	1721594	1740920	19327	1	Y71G12B.11	7841	6	7841
I	1735044	1735559	516	*	4.90487	4.90793	Exon (Y71G12B.11a/Y71G12B.11, exon 8 of 10)	1	1738616	1738726	111	2	Y71G12B.36	3167	3	3167
I	1736083	1736886	804	*	3.62083	3.62339	Exon (Y71G12B.11a/Y71G12B.11, exon 8 of 10)	1	1738616	1738726	111	2	Y71G12B.36	1840	1	1840
I	1737819	1738702	884	*	7.2768	7.27681	Promoter	1	1738616	1738726	111	2	Y71G12B.36	24	5	24
I	1777097	1777808	712	*	6.27488	6.27539	Intron (Y71G12B.8/Y71G12B.8, intron 2 of 5)	1	1771371	1775935	4565	2	Y71G12B.25	-1162	4	1162
I	1778514	1779123	610	*	7.58965	7.59057	Intron (Y71G12B.8/Y71G12B.8, intron 2 of 5)	1	1771371	1775935	4565	2	Y71G12B.25	-2579	5	2579
I	1807628	1808341	714	*	3.72434	3.72434	Promoter	1	1808093	1811784	3692	1	Y71G12B.4	0	1	0
I	1822869	1823776	908	*	8.45759	8.45759	Promoter	1	1823447	1825969	2523	1	Y71G12B.1	0	6	0
I	1835895	1837472	1578	*	25.2939	25.345	Promoter	1	1835681	1841274	5594	1	M01D7.7	214	9	214
I	1852250	1853675	1426	*	9.04961	9.04961	Exon (M01D7.9/M01D7.9, exon 2 of 4)	1	1851685	1855128	3444	2	M01D7.9	1453	7	1453
I	1873381	1874488	1108	*	19.3216	19.3216	Promoter	1	1874149	1883474	9326	1	Y71G12A.3	0	9	0
I	1879280	1880087	808	*	12.0803	12.0803	Exon (Y71G12A.3/Y71G12A.3, exon 4 of 6)	1	1874149	1883474	9326	1	Y71G12A.3	5131	8	5131
I	1892440	1892739	300	*	1	1	Exon (Y71G12A.4/Y71G12A.4, exon 4 of 7)	1	1885207	1894865	9659	2	Y71G12A.4	2126	0	2126
I	1913854	1914641	788	*	7.32497	7.32497	Promoter	1	1911680	1913968	2289	2	Y51F10.7	0	5	0
I	1915746	1916305	560	*	6.64969	6.6497	Distal Intergenic	1	1917047	1923098	6052	1	Y51F10.6	-742	4	742
I	1917857	1918156	300	*	1	1	Exon (Y51F10.6/Y51F10.6, exon 2 of 4)	1	1917047	1923098	6052	1	Y51F10.6	810	0	810
I	2011012	2011793	782	*	13.1651	13.1651	Distal Intergenic	1	1988726	2010482	21757	2	Y20F4.3	-530	9	530
I	2019408	2020393	986	*	8.07643	8.07649	Distal Intergenic	1	2026319	2033951	7633	1	Y20F4.2	-5926	6	5926
I	2021121	2021720	600	*	8.68953	8.69089	Distal Intergenic	1	2026319	2033951	7633	1	Y20F4.2	-4599	6	4599
I	2024489	2024992	504	*	9.75972	9.75992	Distal Intergenic	1	2026319	2033951	7633	1	Y20F4.2	-1327	7	1327
I	2025893	2026478	586	*	7.66233	7.66248	Promoter	1	2026319	2033951	7633	1	Y20F4.2	0	5	0
I	2040876	2042017	1142	*	11.1264	11.232	Exon (Y20F4.4/Y20F4.4, exon 3 of 18)	1	2034327	2043814	9488	2	Y20F4.4	1797	8	1797
I	2044862	2045395	534	*	5.87334	5.87334	Distal Intergenic	1	2034327	2043814	9488	2	Y20F4.4	-1048	4	1048
I	2065435	2065864	430	*	6.93426	6.93426	Promoter	1	2065730	2069052	3323	1	Y37E3.5	0	5	0
I	2069055	2069694	640	*	4.65506	4.66738	Promoter	1	2069044	2069590	547	2	Y37E3.7	0	2	0
I	2070178	2071237	1060	*	7.27864	7.27923	Promoter	1	2070259	2070397	139	2	Y37E3.21	0	5	0
I	2084671	2085558	888	*	7.3912	7.3912	Promoter	1	2085040	2085158	119	1	Y37E3.20	0	5	0
I	2094994	2095523	530	*	3.88723	3.88723	Distal Intergenic	1	2085676	2093853	8178	2	Y37E3.13	-1141	1	1141
I	2126615	2127196	582	*	12.3729	12.3729	Distal Intergenic	1	2128593	2145971	17379	1	Y37E3.17	-1397	8	1397
I	2155263	2156314	1052	*	17.3538	17.3538	Distal Intergenic	1	2160045	2209637	49593	1	W03F11.6	-3731	9	3731
I	2177420	2178653	1234	*	11.0698	11.0698	Intron (W03F11.6d/W03F11.6, intron 9 of 15)	1	2160045	2209637	49593	1	W03F11.6	17375	8	17375
I	2179892	2180361	470	*	2.94207	2.94207	Intron (W03F11.6d/W03F11.6, intron 9 of 15)	1	2160045	2209637	49593	1	W03F11.6	19847	1	19847
I	2182695	2183338	644	*	7.23005	7.23005	Intron (W03F11.6d/W03F11.6, intron 9 of 15)	1	2160045	2209637	49593	1	W03F11.6	22650	5	22650
I	2184751	2185278	528	*	2.89583	2.89583	Intron (W03F11.6d/W03F11.6, intron 9 of 15)	1	2160045	2209637	49593	1	W03F11.6	24706	0	24706
I	2189322	2189745	424	*	3.9489	4.01253	Intron (W03F11.6d/W03F11.6, intron 11 of 15)	1	2216102	2219486	3385	1	W03F11.5	-26357	2	26357
I	2190253	2190858	606	*	13.4155	13.4272	Intron (W03F11.6d/W03F11.6, intron 11 of 15)	1	2216102	2219486	3385	1	W03F11.5	-25244	9	25244
I	2195795	2196460	666	*	4.53016	4.53016	Exon (W03F11.6d/W03F11.6, exon 13 of 16)	1	2216102	2219486	3385	1	W03F11.5	-19642	2	19642
I	2211660	2212125	466	*	6.90242	6.90242	Distal Intergenic	1	2216102	2219486	3385	1	W03F11.5	-3977	5	3977
I	2222941	2223390	450	*	3.96541	4.02593	3' UTR	1	2219473	2222315	2843	2	W03F11.1	-626	2	626
I	2223795	2224338	544	*	3.75528	3.79608	Exon (W03F11.2/W03F11.2, exon 15 of 17)	1	2219473	2222315	2843	2	W03F11.1	-1480	1	1480
I	2225678	2226273	596	*	5.75431	5.75431	Exon (W03F11.2/W03F11.2, exon 13 of 17)	1	2219473	2222315	2843	2	W03F11.1	-3363	3	3363
I	2236205	2237510	1306	*	5.54743	5.54743	Exon (W03F11.4/W03F11.4, exon 7 of 11)	1	2233753	2234908	1156	2	W03F11.3	-1297	3	1297
I	2272922	2273419	498	*	4.89744	4.89744	Promoter	1	2255925	2272868	16944	2	F12B6.1	-54	3	54
